iteration,total_transactions_amount,transactions_count,gini,min,p10,p25,p50,p75,p90,max,total_wealth,adult_agents,edu_mean,edu_min,edu_p10,edu_p25,edu_p50,edu_p75,edu_p90,edu_max
35,1655.40,138,0.32711,11.18,54.76,105.35,237.20,345.36,408.17,525.22,231983.63,689,5.29,0.00,1.41,3.27,5.27,7.65,9.02,10.00
36,1884.00,147,0.32650,11.18,54.94,107.75,239.24,344.74,411.25,525.22,232425.04,689,5.31,0.00,1.45,3.32,5.30,7.64,9.02,10.00
37,1592.20,134,0.32663,11.18,54.94,107.75,238.52,343.56,409.32,538.75,231944.24,686,5.32,0.00,1.48,3.27,5.31,7.65,9.02,10.00
38,1902.77,146,0.32653,11.18,55.19,107.73,237.73,341.49,408.23,530.08,230971.78,682,5.31,0.00,1.51,3.24,5.33,7.64,9.02,10.00
39,1850.22,151,0.32743,11.18,55.19,107.73,236.32,338.75,409.20,525.22,229699.93,678,5.30,0.00,1.50,3.17,5.32,7.64,9.03,10.00
40,2335.31,182,0.32745,11.18,55.19,107.73,237.16,342.65,409.01,525.22,230195.96,677,5.31,0.00,1.49,3.17,5.32,7.65,9.04,10.00
41,2278.33,173,0.32820,11.18,55.50,105.28,234.58,341.56,407.92,525.22,229389.87,673,5.31,0.00,1.50,3.13,5.35,7.66,9.02,10.00
42,1582.81,124,0.32772,11.18,55.50,107.30,238.49,342.57,411.16,551.31,230322.07,675,5.33,0.00,1.55,3.16,5.36,7.67,9.02,10.00
43,2216.11,173,0.32807,11.18,55.57,105.28,237.41,340.35,408.99,581.98,229756.71,674,5.33,0.00,1.57,3.13,5.38,7.67,9.03,10.00
44,1771.93,144,0.32671,11.18,56.72,107.73,239.83,343.13,411.76,528.58,230655.45,677,5.36,0.03,1.61,3.17,5.39,7.68,9.03,10.00
45,1790.28,149,0.32564,11.18,56.72,107.73,239.89,342.02,409.24,533.78,231479.64,679,5.38,0.10,1.67,3.18,5.41,7.70,9.03,10.00
46,1203.79,96,0.32493,11.18,56.72,109.22,238.61,338.71,408.87,527.91,231426.89,677,5.38,0.00,1.68,3.20,5.42,7.71,9.04,10.00
47,1657.57,140,0.32472,11.18,56.72,109.22,239.84,340.19,407.56,525.22,231440.00,677,5.39,0.00,1.72,3.19,5.44,7.73,9.04,10.00
48,1683.61,142,0.32398,11.18,57.16,109.88,240.27,339.03,406.69,525.22,231757.70,676,5.41,0.00,1.74,3.20,5.45,7.73,9.04,10.00
49,1753.22,135,0.32534,11.18,57.16,110.25,240.46,343.23,408.04,595.59,232143.53,676,5.41,0.00,1.75,3.17,5.44,7.73,9.03,10.00
50,2516.97,207,0.32597,11.18,57.22,109.72,242.13,343.87,408.73,595.59,232053.91,675,5.42,0.00,1.78,3.15,5.47,7.74,9.04,10.00
51,1781.47,154,0.32573,11.18,57.22,109.72,241.37,339.75,406.27,595.59,231460.41,673,5.43,0.00,1.75,3.10,5.45,7.74,9.04,10.00
52,2424.92,186,0.32543,11.18,58.08,109.72,240.93,341.01,408.23,595.59,231738.13,673,5.44,0.00,1.79,3.14,5.45,7.75,9.05,10.00
53,1961.42,157,0.32507,11.18,58.08,109.88,240.29,339.22,409.59,595.59,231583.15,671,5.45,0.00,1.79,3.02,5.47,7.75,9.06,10.00
54,2190.21,183,0.32524,11.18,58.08,109.72,237.32,339.52,409.46,595.59,231909.97,669,5.46,0.00,1.80,3.02,5.48,7.76,9.06,10.00
55,2039.50,157,0.32556,11.18,58.08,109.88,237.53,340.79,409.51,595.59,231760.87,667,5.47,0.00,1.79,2.95,5.50,7.75,9.07,10.00
56,1679.77,140,0.32636,11.18,58.08,109.22,236.90,340.77,410.70,595.59,231179.54,664,5.46,0.00,1.79,2.87,5.50,7.70,9.07,10.00
57,1554.78,128,0.32553,11.18,58.67,109.72,238.29,340.57,410.20,595.59,231518.33,663,5.46,0.00,1.81,2.82,5.49,7.71,9.06,10.00
58,2127.95,182,0.32524,11.18,58.67,109.72,235.66,344.57,409.45,595.59,231810.88,664,5.48,0.00,1.81,2.82,5.50,7.71,9.06,10.00
59,2160.44,168,0.32478,11.18,58.69,109.88,238.40,344.53,409.19,595.59,232103.47,667,5.50,0.00,1.84,2.86,5.53,7.72,9.07,10.00
60,1456.11,120,0.32483,11.18,58.69,109.88,238.82,339.30,411.57,595.59,232436.12,665,5.51,0.00,1.85,2.84,5.53,7.73,9.07,10.00
61,1466.68,126,0.32396,11.18,58.69,110.81,240.33,341.54,410.80,595.59,233201.03,665,5.53,0.03,1.88,2.90,5.55,7.74,9.08,10.00
62,2075.56,163,0.32332,11.18,58.69,111.76,238.86,344.23,409.55,595.59,233844.72,665,5.55,0.08,1.93,2.94,5.57,7.76,9.09,10.00
63,1864.52,140,0.32340,11.18,58.69,112.29,238.63,345.21,411.60,595.59,233975.84,664,5.56,0.00,1.95,2.95,5.59,7.77,9.09,10.00
64,1563.04,122,0.32326,11.18,58.81,112.79,242.23,343.80,412.63,595.59,234212.82,662,5.56,0.00,1.98,2.92,5.59,7.77,9.09,10.00
65,1567.44,134,0.32362,11.18,58.67,112.25,240.34,343.38,413.96,595.59,234502.24,661,5.57,0.00,2.00,2.98,5.61,7.78,9.10,10.00
66,2002.58,157,0.32443,11.18,58.81,112.29,239.43,345.96,412.45,595.59,233842.79,659,5.57,0.00,2.02,2.98,5.61,7.77,8.99,10.00
67,1774.68,141,0.32391,11.18,58.81,112.29,242.04,345.59,411.17,595.59,234150.15,658,5.58,0.00,2.05,2.99,5.63,7.78,9.00,10.00
68,1484.45,125,0.32334,11.18,58.81,112.79,241.68,344.87,411.40,595.59,234464.28,657,5.59,0.00,2.08,3.02,5.65,7.79,9.00,10.00
69,1836.78,155,0.32356,11.18,58.81,113.00,243.71,348.22,410.66,595.59,235152.60,660,5.62,0.06,2.13,3.06,5.68,7.81,9.01,10.00
70,2565.38,211,0.32528,11.18,58.95,112.79,242.86,345.76,410.56,1092.21,235378.83,661,5.62,0.00,2.13,3.09,5.68,7.81,9.02,10.00
71,1874.81,147,0.32508,11.18,59.47,112.25,240.39,346.33,409.58,1092.21,234476.36,659,5.61,0.00,2.09,3.11,5.69,7.81,9.00,10.00
72,1887.01,148,0.32462,11.18,60.07,111.76,238.26,343.81,409.52,1092.21,233947.81,656,5.61,0.00,2.10,3.14,5.69,7.81,8.99,10.00
73,2019.87,157,0.32379,11.18,60.51,112.52,237.41,342.87,410.68,1092.21,234357.25,657,5.62,0.00,2.12,3.16,5.71,7.82,9.00,10.00
74,1609.17,122,0.32296,11.18,61.83,113.33,239.35,343.92,411.48,1092.21,234857.18,658,5.63,0.00,2.17,3.19,5.72,7.83,9.00,10.00
75,1834.64,149,0.32267,11.18,61.93,113.97,238.73,346.51,410.93,1092.21,235693.95,659,5.65,0.00,2.20,3.22,5.74,7.83,9.00,10.00
76,2071.41,174,0.32245,11.18,61.93,114.24,239.73,348.55,410.98,1092.21,236049.80,657,5.65,0.00,2.21,3.25,5.76,7.84,9.01,10.00
77,1913.31,148,0.32163,11.18,61.93,114.45,239.91,346.75,410.58,1092.21,235943.35,655,5.66,0.00,2.19,3.27,5.77,7.85,9.01,10.00
78,1425.76,119,0.32204,11.18,62.70,116.02,240.14,347.88,413.82,1092.21,236808.01,655,5.67,0.00,2.19,3.30,5.78,7.85,9.01,10.00
79,1908.18,158,0.32168,11.18,62.70,115.40,243.33,345.07,413.50,1092.21,236211.47,654,5.67,0.00,2.18,3.32,5.81,7.84,9.02,10.00
80,2107.49,165,0.32079,11.18,63.09,118.14,241.57,343.67,411.99,1092.21,236626.68,653,5.68,0.00,2.15,3.35,5.81,7.87,9.03,10.00
81,1912.11,157,0.32177,11.18,63.95,118.80,240.51,344.87,412.42,1092.21,237027.96,653,5.69,0.00,2.19,3.38,5.82,7.86,9.03,10.00
82,1846.08,140,0.32136,11.18,63.09,118.14,244.40,345.43,412.34,1092.21,237851.99,655,5.70,0.00,2.21,3.41,5.84,7.86,9.04,10.00
83,1545.71,133,0.32078,11.18,63.95,118.14,240.12,345.01,411.56,1092.21,237329.67,654,5.70,0.00,2.26,3.44,5.84,7.87,9.04,10.00
84,1980.87,157,0.32008,11.18,65.39,118.80,241.11,345.66,409.49,1092.21,237826.40,653,5.72,0.00,2.28,3.47,5.87,7.89,9.04,10.00
85,1978.45,159,0.32103,11.18,66.09,119.03,242.70,342.88,407.84,1092.21,237715.71,652,5.72,0.00,2.28,3.49,5.87,7.90,9.05,10.00
86,2023.48,159,0.32068,11.18,66.09,119.25,241.74,344.06,411.01,1092.21,237601.72,649,5.72,0.00,2.24,3.51,5.87,7.86,9.05,10.00
87,1526.81,130,0.31988,11.18,66.34,119.25,242.52,344.97,408.51,1092.21,237964.72,650,5.73,0.00,2.28,3.55,5.89,7.84,9.06,10.00
88,2006.56,160,0.32023,11.18,66.34,119.25,242.03,342.10,411.24,1092.21,238380.82,649,5.75,0.00,2.30,3.58,5.91,7.85,9.06,10.00
89,1408.98,120,0.31976,11.18,67.00,119.25,241.73,346.05,410.92,1092.21,238263.57,649,5.75,0.00,2.32,3.62,5.92,7.85,9.07,10.00
90,1598.80,124,0.31945,11.18,67.00,119.82,241.65,345.17,411.20,1092.21,238573.62,647,5.76,0.00,2.30,3.65,5.93,7.87,9.07,10.00
91,1561.00,123,0.31909,11.18,67.94,120.19,240.56,345.87,412.60,1092.21,238338.94,645,5.77,0.00,2.29,3.69,5.95,7.85,9.08,10.00
92,1378.13,114,0.31862,11.18,67.94,120.19,240.71,346.02,412.37,1092.21,238144.94,645,5.76,0.00,2.29,3.71,5.95,7.85,9.08,10.00
93,1668.77,143,0.31814,11.18,67.94,120.19,238.29,345.98,412.54,1092.21,238537.99,644,5.77,0.00,2.29,3.73,5.97,7.87,9.08,10.00
94,1426.00,112,0.31796,11.18,68.13,120.14,238.90,344.00,413.36,1092.21,238501.03,643,5.78,0.00,2.25,3.75,5.98,7.88,9.08,10.00
95,1629.84,137,0.31710,11.18,68.13,120.19,242.31,345.01,409.74,1092.21,238339.35,642,5.78,0.00,2.26,3.77,5.98,7.88,9.07,10.00
96,1579.30,133,0.31647,11.18,68.57,120.14,244.61,346.63,409.23,1092.21,239156.80,642,5.80,0.01,2.31,3.81,6.00,7.88,9.07,10.00
97,1753.78,150,0.31718,11.18,70.78,120.51,243.79,345.96,412.90,1092.21,239850.60,642,5.81,0.00,2.36,3.84,6.02,7.90,9.08,10.00
98,1922.69,151,0.31641,11.18,70.78,120.54,243.73,347.95,409.57,1092.21,240528.27,643,5.84,0.02,2.41,3.87,6.04,7.90,9.08,10.00
99,2273.50,185,0.31812,11.18,71.23,120.58,241.32,346.12,417.26,1092.21,240709.36,641,5.84,0.00,2.40,3.89,6.04,7.91,9.09,10.00
100,2258.04,181,0.31815,11.18,71.23,120.63,243.21,346.82,416.56,1092.21,241432.73,641,5.85,0.00,2.43,3.91,6.06,7.92,9.09,10.00
101,2028.35,161,0.31737,11.18,72.59,121.23,245.37,349.78,416.29,1092.21,242140.78,640,5.86,0.00,2.45,3.94,6.08,7.93,9.10,10.00
102,1744.71,131,0.31776,11.18,72.59,120.63,245.03,349.93,417.85,1092.21,242397.32,639,5.87,0.00,2.46,3.96,6.09,7.94,9.11,10.00
103,1377.57,120,0.31676,11.18,72.59,121.23,247.90,350.79,416.18,1092.21,243113.34,639,5.89,0.05,2.47,4.00,6.11,7.95,9.11,10.00
104,1655.38,131,0.31631,11.18,72.49,120.63,247.26,351.55,413.73,1092.21,243229.35,640,5.90,0.00,2.50,4.02,6.12,7.95,9.11,10.00
105,2104.01,165,0.31715,11.18,72.49,121.57,247.85,351.35,417.64,1092.21,243424.02,639,5.92,0.00,2.51,4.05,6.13,7.94,9.12,10.00
106,1547.02,122,0.31675,11.18,72.59,123.21,249.54,351.75,418.37,1092.21,244044.55,639,5.94,0.02,2.54,4.08,6.16,7.96,9.12,10.00
107,1853.77,137,0.31735,11.18,73.55,121.23,247.43,350.43,419.65,1092.21,243314.03,637,5.93,0.00,2.52,4.11,6.17,7.96,9.12,10.00
108,1801.55,148,0.31654,11.18,73.73,121.29,249.25,350.79,422.19,1092.21,243999.15,639,5.95,0.01,2.55,4.14,6.19,7.98,9.13,10.00
109,1736.84,141,0.31574,11.18,75.56,121.57,247.74,352.73,420.52,1092.21,244662.60,639,5.97,0.03,2.57,4.15,6.22,7.98,9.13,10.00
110,1928.97,156,0.31621,11.18,74.15,121.23,245.41,347.48,418.85,1092.21,244319.80,637,5.98,0.00,2.58,4.18,6.22,7.98,9.14,10.00
111,1730.27,140,0.31591,11.18,74.15,121.57,245.32,352.10,420.26,1092.21,244928.14,639,6.00,0.00,2.64,4.22,6.24,7.99,9.14,10.00
112,1732.06,140,0.31679,11.18,75.56,123.21,246.62,352.99,418.62,1119.30,245051.73,637,6.00,0.00,2.64,4.24,6.26,8.00,9.14,10.00
113,1764.45,137,0.31731,11.18,74.15,122.45,248.15,354.88,415.93,1119.30,244744.29,635,6.01,0.00,2.66,4.26,6.27,7.98,9.14,10.00
114,1631.06,131,0.31751,11.18,74.15,121.57,247.90,355.05,419.52,1119.30,245359.64,634,6.02,0.00,2.68,4.29,6.28,7.98,9.15,10.00
115,1784.34,137,0.31797,11.18,74.15,122.29,245.00,355.36,419.94,1119.30,245548.05,632,6.02,0.00,2.68,4.31,6.29,8.00,9.15,10.00
116,1950.67,161,0.31738,11.18,74.15,122.45,249.33,355.58,420.87,1119.30,246141.54,633,6.04,0.03,2.72,4.33,6.31,8.01,9.16,10.00
117,1645.16,134,0.31780,11.18,75.56,121.57,248.95,353.70,419.65,1119.30,246282.37,632,6.05,0.00,2.73,4.35,6.33,8.02,9.16,10.00
118,1785.56,141,0.31754,11.18,75.56,121.57,250.51,354.73,420.76,1119.30,246341.85,631,6.07,0.00,2.73,4.38,6.34,8.02,9.17,10.00
119,1972.34,146,0.31846,11.18,75.56,121.23,246.17,351.30,419.74,1119.30,245494.41,627,6.05,0.00,2.74,4.40,6.36,8.01,9.15,10.00
120,1404.57,113,0.31742,11.18,75.56,121.57,251.34,351.59,419.64,1119.30,246189.71,627,6.07,0.00,2.77,4.43,6.37,8.01,9.15,10.00
121,1584.50,125,0.31769,11.18,75.56,121.57,250.30,351.53,420.48,1119.30,246338.01,626,6.07,0.00,2.74,4.45,6.38,8.01,9.15,10.00
122,1669.54,133,0.31801,11.18,75.56,121.57,249.77,351.91,419.99,1119.30,246967.15,626,6.08,0.00,2.71,4.47,6.40,8.01,9.16,10.00
123,1968.02,164,0.31796,11.18,75.56,122.45,252.01,354.12,420.36,1119.30,247564.59,626,6.09,0.00,2.74,4.50,6.42,8.01,9.16,10.00
124,1935.86,154,0.31764,11.18,75.56,122.45,252.07,354.65,421.86,1119.30,248202.73,626,6.11,0.09,2.78,4.52,6.44,8.02,9.16,10.00
125,1580.59,127,0.31735,11.18,75.87,123.63,252.67,353.30,422.08,1119.30,248790.22,626,6.13,0.13,2.83,4.54,6.46,8.02,9.17,10.00
126,2294.85,176,0.31803,11.18,75.87,123.63,254.22,355.54,421.59,1119.30,248625.53,626,6.13,0.00,2.73,4.56,6.46,8.02,9.17,10.00
127,1852.45,140,0.31762,11.18,76.90,123.21,250.38,355.34,422.25,1119.30,248787.66,626,6.15,0.00,2.71,4.59,6.47,8.04,9.17,10.00
128,1466.55,106,0.31780,11.18,78.06,123.63,251.57,355.35,425.02,1119.30,249431.30,626,6.16,0.00,2.73,4.60,6.49,8.05,9.18,10.00
129,1405.97,101,0.31585,11.18,78.06,123.69,252.28,356.43,426.50,1119.30,250071.25,626,6.17,0.00,2.75,4.63,6.50,8.06,9.18,10.00
130,2283.91,176,0.31534,11.18,78.57,124.13,255.27,355.42,423.81,1119.30,250258.67,625,6.18,0.00,2.76,4.65,6.52,8.06,9.18,10.00
131,1182.08,96,0.31513,11.18,78.93,124.38,255.64,355.95,422.32,1119.30,250921.59,625,6.18,0.00,2.75,4.66,6.52,8.07,9.19,10.00
132,2020.85,159,0.31437,11.18,79.20,125.52,252.23,356.49,418.01,1119.30,250626.83,623,6.18,0.00,2.75,4.67,6.54,8.04,9.19,10.00
133,2153.63,171,0.31374,11.18,79.22,125.52,252.91,356.48,420.24,1119.30,250537.81,623,6.18,0.00,2.75,4.68,6.55,8.05,9.19,10.00
134,1442.47,114,0.31414,11.18,79.22,125.83,255.79,355.08,419.92,1119.30,250940.34,622,6.18,0.00,2.74,4.69,6.56,8.05,9.20,10.00
135,2036.10,152,0.31339,11.18,79.63,125.85,257.82,355.42,419.98,1119.30,251783.92,623,6.20,0.07,2.76,4.72,6.58,8.06,9.20,10.00
136,1684.60,139,0.31281,11.18,80.58,126.81,255.86,357.01,421.28,1119.30,252534.57,622,6.21,0.00,2.79,4.73,6.59,8.06,9.21,10.00
137,1610.87,123,0.31281,11.18,80.58,127.28,254.14,355.47,422.87,1119.30,253226.16,622,6.23,0.09,2.82,4.75,6.60,8.08,9.21,10.00
138,1649.15,126,0.31259,11.18,80.58,129.05,257.23,359.18,424.32,1119.30,253828.58,621,6.24,0.00,2.86,4.77,6.62,8.09,9.21,10.00
139,1577.69,120,0.31255,11.18,80.58,129.84,257.13,359.21,426.72,1119.30,254417.33,622,6.26,0.00,2.90,4.80,6.63,8.10,9.22,10.00
140,1384.27,120,0.31305,11.18,80.58,130.19,253.91,359.38,425.16,1119.30,254550.20,622,6.26,0.00,2.92,4.82,6.63,8.11,9.22,10.00
141,1521.47,112,0.31320,11.18,80.95,129.05,252.95,359.05,425.84,1119.30,254081.58,619,6.26,0.00,2.91,4.84,6.65,8.10,9.22,10.00
142,2106.21,171,0.31250,11.18,82.14,127.59,251.22,359.42,426.53,1119.30,253830.10,616,6.25,0.00,2.88,4.83,6.66,8.10,9.23,10.00
143,1860.38,141,0.31204,11.18,82.14,127.59,255.37,361.23,426.58,1119.30,254074.53,615,6.25,0.00,2.87,4.85,6.66,8.10,9.23,10.00
144,1359.24,106,0.31111,11.18,82.14,129.05,255.63,360.09,425.12,1119.30,254802.22,615,6.27,0.02,2.93,4.87,6.68,8.11,9.23,10.00
145,2250.82,170,0.31074,11.18,82.57,130.62,256.10,361.23,425.96,1119.30,255386.48,615,6.27,0.00,2.93,4.86,6.68,8.12,9.24,10.00
146,1382.26,112,0.31134,11.18,82.57,130.62,258.87,359.21,426.73,1119.30,255318.36,615,6.26,0.00,2.92,4.87,6.70,8.13,9.24,10.00
147,1501.50,127,0.31184,11.18,83.32,130.31,259.05,359.38,428.68,1119.30,255646.36,613,6.26,0.00,2.89,4.90,6.71,8.13,9.24,10.00
148,1766.95,135,0.31079,11.18,83.32,130.51,258.48,360.41,426.33,1119.30,256358.31,614,6.28,0.01,2.93,4.92,6.72,8.14,9.25,10.00
149,1909.69,148,0.31195,11.18,83.32,130.62,256.39,359.99,425.20,1119.30,256982.74,612,6.28,0.00,2.94,4.92,6.72,8.13,9.25,10.00
150,1609.18,124,0.31201,11.18,83.31,130.95,257.54,359.84,428.51,1119.30,257199.78,612,6.29,0.00,2.99,4.95,6.74,8.14,9.25,10.00
151,1565.14,119,0.31350,11.18,83.31,131.00,257.82,361.23,425.88,1119.30,257661.45,608,6.27,0.00,2.93,4.96,6.73,8.12,9.26,10.00
152,1533.07,126,0.31370,11.18,83.32,131.00,256.31,359.38,427.27,1119.30,257487.56,607,6.28,0.00,2.88,4.96,6.74,8.13,9.26,10.00
153,1454.13,116,0.31397,11.18,83.42,130.95,250.71,359.38,425.34,1119.30,257237.04,606,6.27,0.00,2.87,4.96,6.74,8.12,9.26,10.00
154,1645.35,129,0.31331,11.18,83.79,131.58,254.06,359.21,422.73,1119.30,257488.31,604,6.26,0.00,2.83,4.95,6.74,8.09,9.25,10.00
155,1717.38,127,0.31343,11.18,83.93,130.95,255.90,359.66,425.01,1119.30,257921.25,601,6.25,0.00,2.84,4.97,6.72,8.09,9.25,10.00
156,1610.61,131,0.31466,11.18,84.52,131.00,251.64,360.22,428.79,1119.30,258374.09,597,6.23,0.00,2.77,4.97,6.74,8.08,9.24,10.00
157,1472.02,116,0.31527,11.18,83.93,130.95,253.87,359.38,428.33,1119.30,259246.22,597,6.24,0.00,2.79,4.98,6.75,8.07,9.24,10.00
158,1635.03,126,0.31527,11.18,84.52,132.16,249.38,359.65,429.52,1119.30,259593.50,597,6.25,0.00,2.83,5.00,6.76,8.07,9.24,10.00
159,1328.35,106,0.31606,11.18,84.60,131.58,251.33,360.31,429.49,1119.30,259892.00,597,6.26,0.00,2.85,5.01,6.78,8.09,9.24,10.00
160,1673.63,121,0.31460,11.18,84.71,132.16,252.07,359.38,427.85,1119.30,260640.12,596,6.27,0.00,2.86,5.02,6.79,8.09,9.25,10.00
161,1313.66,102,0.31431,11.18,84.71,132.16,255.83,359.51,430.09,1119.30,261329.81,597,6.28,0.00,2.86,5.05,6.80,8.07,9.25,10.00
162,1306.99,98,0.31473,11.18,86.06,132.16,261.20,360.20,431.02,1119.30,262008.04,597,6.29,0.00,2.89,5.07,6.80,8.09,9.25,10.00
163,1188.26,86,0.31424,11.18,86.46,132.78,259.07,361.23,432.51,1119.30,262667.77,601,6.30,0.06,2.93,5.10,6.82,8.09,9.26,10.00
164,1623.83,128,0.31320,11.18,86.62,133.00,262.05,361.43,429.13,1119.30,263330.53,603,6.32,0.11,2.96,5.10,6.85,8.10,9.26,10.00
165,2462.85,183,0.31320,11.18,87.44,132.16,259.00,364.15,430.37,1119.30,263007.94,600,6.32,0.00,2.92,5.11,6.84,8.09,9.26,10.00
166,1259.43,93,0.31348,11.18,87.44,132.78,257.92,363.77,431.02,1119.30,262790.78,602,6.32,0.00,2.81,5.12,6.83,8.11,9.26,10.00
167,1360.30,119,0.31255,12.80,87.44,133.00,259.83,365.10,431.02,1119.30,263566.64,603,6.34,0.07,2.87,5.15,6.84,8.12,9.27,10.00
168,1357.23,103,0.31249,12.80,88.54,134.76,254.60,363.91,430.28,1119.30,263805.34,600,6.33,0.00,2.79,5.16,6.83,8.11,9.27,10.00
169,1687.74,139,0.31262,12.80,88.62,134.15,254.49,363.10,429.29,1119.30,264015.61,598,6.33,0.00,2.79,5.17,6.83,8.11,9.27,10.00
