iteration,total_transactions_amount,transactions_count,gini,min,p10,p25,p50,p75,p90,max,total_wealth,adult_agents,edu_mean,edu_min,edu_p10,edu_p25,edu_p50,edu_p75,edu_p90,edu_max
43,26831.42,856,0.37768,10.03,48.69,92.13,192.80,317.84,419.85,824.65,216567.32,660,5.35,0.00,1.41,2.78,5.47,7.71,9.14,9.99
44,23307.92,761,0.37631,10.03,48.69,91.39,199.28,319.38,419.14,775.35,217297.00,659,5.37,0.00,1.44,2.80,5.50,7.73,9.15,9.99
45,25495.93,826,0.37689,10.03,48.02,92.54,195.24,317.61,426.55,775.35,216634.29,656,5.37,0.00,1.48,2.74,5.51,7.72,9.15,9.99
46,23987.67,759,0.37695,10.03,48.68,91.39,197.58,314.99,424.17,866.99,216790.35,655,5.38,0.00,1.51,2.72,5.52,7.73,9.16,9.99
47,22627.43,726,0.37779,10.03,48.69,91.68,194.70,318.14,422.73,775.35,216143.64,653,5.38,0.00,1.53,2.65,5.51,7.71,9.13,9.99
48,23320.92,729,0.37399,10.03,49.77,92.13,199.19,314.48,424.30,775.35,216382.23,651,5.39,0.00,1.54,2.63,5.54,7.73,9.14,9.99
49,23540.75,733,0.37126,10.03,49.01,93.48,200.75,324.16,410.94,775.35,216696.93,650,5.40,0.00,1.59,2.64,5.56,7.74,9.14,9.99
50,24594.63,765,0.36969,10.03,49.01,91.39,199.28,321.39,409.40,775.35,216689.21,651,5.42,0.00,1.62,2.66,5.59,7.74,9.15,9.99
51,21845.42,683,0.37237,10.03,49.77,91.04,197.55,322.40,411.43,775.35,216406.84,647,5.41,0.00,1.61,2.59,5.59,7.75,9.15,9.99
52,24892.93,774,0.37392,10.03,49.01,89.32,196.72,320.31,417.11,775.35,216966.71,647,5.43,0.00,1.65,2.63,5.59,7.76,9.15,9.99
53,26573.91,823,0.37616,10.03,49.77,91.22,190.75,325.17,424.45,775.35,216814.08,646,5.44,0.00,1.68,2.66,5.60,7.77,9.16,9.99
54,23463.89,744,0.37688,10.03,49.77,91.39,193.47,316.51,424.35,775.35,217370.05,649,5.46,0.00,1.72,2.67,5.62,7.78,9.16,9.99
55,22577.65,697,0.37414,10.03,49.01,92.51,199.36,321.98,425.92,775.35,217795.35,649,5.47,0.00,1.74,2.64,5.63,7.77,9.17,9.99
56,25479.27,781,0.37491,10.03,50.77,92.25,199.94,318.87,428.07,775.35,217774.32,650,5.49,0.00,1.78,2.68,5.66,7.79,9.17,9.99
57,24598.77,760,0.37577,10.03,50.77,92.68,197.08,319.25,419.06,775.35,217220.33,646,5.48,0.00,1.78,2.68,5.66,7.79,9.17,9.99
58,24080.66,745,0.37209,10.03,50.30,93.05,200.63,322.31,419.19,775.35,217172.53,646,5.48,0.00,1.79,2.72,5.66,7.80,9.17,9.99
59,22802.55,690,0.37158,10.03,50.59,94.28,195.18,317.93,420.99,775.35,217437.23,644,5.48,0.00,1.82,2.72,5.64,7.81,9.18,9.99
60,22333.35,693,0.37054,10.03,51.57,94.28,199.21,321.03,416.68,775.35,218008.72,643,5.49,0.00,1.83,2.75,5.65,7.80,9.17,9.99
61,22977.60,728,0.37190,10.03,50.59,94.28,196.69,319.83,418.04,775.35,218441.81,642,5.50,0.00,1.85,2.78,5.65,7.81,9.17,9.99
62,23299.51,722,0.37062,10.03,50.77,93.70,194.74,322.08,419.59,775.35,218622.62,641,5.51,0.00,1.88,2.80,5.66,7.83,9.18,9.99
63,22729.22,711,0.37241,10.03,51.57,94.42,192.71,318.17,429.04,775.35,218114.04,639,5.51,0.00,1.90,2.84,5.66,7.84,9.18,9.99
64,26260.76,836,0.37278,10.03,51.87,93.48,196.70,320.21,425.69,775.35,217535.88,638,5.51,0.00,1.94,2.86,5.67,7.84,9.18,9.99
65,21767.31,690,0.36941,10.03,51.87,93.05,199.74,323.89,423.23,775.35,217819.55,639,5.52,0.00,1.93,2.88,5.70,7.83,9.18,9.99
66,23416.62,722,0.36972,10.03,54.60,94.28,196.87,321.83,425.92,778.25,218661.05,639,5.54,0.00,1.97,2.91,5.71,7.84,9.19,9.99
67,23003.82,725,0.37037,10.03,55.19,94.57,193.25,318.55,421.81,814.79,218876.12,637,5.54,0.00,1.98,2.93,5.71,7.86,9.18,9.99
68,24706.59,763,0.37235,10.03,54.74,94.31,196.85,325.73,426.51,778.25,219059.80,636,5.55,0.00,1.96,2.96,5.71,7.87,9.19,9.99
69,22420.45,711,0.37395,10.03,54.74,94.31,194.59,321.16,424.89,778.25,219982.44,638,5.57,0.01,1.98,3.01,5.74,7.87,9.19,9.99
70,23718.67,722,0.37124,10.03,55.19,93.87,205.83,314.97,424.71,778.25,218946.49,635,5.56,0.00,1.99,3.02,5.73,7.82,9.18,9.99
71,25278.93,797,0.37098,10.03,55.19,94.31,203.92,319.63,428.89,778.25,219370.26,635,5.57,0.00,2.04,3.05,5.73,7.83,9.18,9.99
72,24313.97,727,0.36638,10.03,56.35,94.42,199.96,323.89,411.48,778.25,219079.43,634,5.58,0.00,2.08,3.09,5.74,7.84,9.18,9.99
73,21684.64,674,0.36582,10.03,56.22,94.60,198.91,317.93,418.14,778.25,219642.65,633,5.58,0.00,2.08,3.12,5.70,7.83,9.18,9.99
74,25618.90,802,0.36533,10.03,57.64,93.48,202.99,321.52,407.18,778.25,219542.86,632,5.59,0.00,2.10,3.15,5.71,7.83,9.19,9.99
75,22979.04,702,0.36442,10.03,57.64,95.19,203.62,326.04,413.28,778.25,220442.52,634,5.61,0.05,2.13,3.17,5.75,7.85,9.20,9.99
76,22706.39,719,0.36569,10.03,58.62,95.12,201.23,323.79,417.57,778.25,221294.79,637,5.64,0.11,2.17,3.21,5.78,7.86,9.20,9.99
77,22335.18,688,0.36623,10.03,58.79,95.31,198.96,328.37,420.50,778.25,222136.70,640,5.66,0.13,2.20,3.25,5.81,7.87,9.20,9.99
78,23764.25,753,0.36463,10.03,58.62,95.31,203.59,330.36,425.22,778.25,222226.64,639,5.67,0.00,2.23,3.30,5.79,7.88,9.20,9.99
79,23097.57,736,0.36555,10.03,57.86,94.57,209.86,323.86,419.23,866.06,222238.22,636,5.66,0.00,2.19,3.30,5.80,7.88,9.20,9.99
80,21431.21,675,0.36559,10.03,58.62,95.19,205.90,324.83,410.11,866.06,222061.03,633,5.66,0.00,2.13,3.33,5.80,7.84,9.16,9.99
81,21553.37,673,0.36947,10.03,59.38,95.27,197.80,332.21,422.82,866.06,222204.48,630,5.66,0.00,2.16,3.33,5.80,7.83,9.16,9.99
82,23445.12,718,0.36824,10.03,59.88,97.45,192.73,328.22,416.15,866.06,222457.90,626,5.66,0.00,2.11,3.34,5.80,7.84,9.16,9.99
83,21658.72,682,0.36637,10.03,60.26,95.27,194.68,328.89,420.52,866.06,223371.01,626,5.68,0.02,2.17,3.37,5.83,7.86,9.17,9.99
84,24805.38,751,0.36420,10.03,59.38,95.82,201.23,329.26,418.58,866.06,223664.68,627,5.70,0.04,2.22,3.41,5.85,7.87,9.17,9.99
85,21551.16,663,0.36296,10.03,59.38,95.82,201.29,327.23,422.94,866.06,224517.98,626,5.72,0.00,2.24,3.44,5.87,7.89,9.17,9.99
86,21240.43,642,0.36134,10.03,59.88,96.83,207.50,328.37,419.25,866.06,224902.80,624,5.71,0.00,2.25,3.47,5.86,7.86,9.16,9.99
87,22306.08,683,0.36467,10.03,59.38,97.12,206.65,325.68,429.40,866.06,224668.26,622,5.72,0.00,2.27,3.50,5.88,7.88,9.17,9.99
88,23942.65,741,0.36636,10.03,59.38,97.12,202.68,322.31,425.90,866.06,224545.70,621,5.74,0.00,2.31,3.52,5.89,7.88,9.17,9.99
89,23281.73,690,0.36547,10.03,60.37,96.67,205.43,325.38,430.06,866.06,225062.66,622,5.74,0.00,2.32,3.55,5.91,7.87,9.17,9.99
90,22963.69,727,0.37040,10.03,59.88,96.32,202.49,321.97,438.36,866.06,225706.02,623,5.76,0.07,2.38,3.59,5.92,7.89,9.18,9.99
91,20928.75,651,0.36562,10.03,61.03,96.67,205.36,326.62,433.52,866.06,226603.13,624,5.78,0.09,2.40,3.62,5.94,7.90,9.19,9.99
92,22965.95,713,0.36547,10.03,62.16,96.32,202.94,334.30,429.93,866.06,226861.65,625,5.80,0.00,2.43,3.65,5.97,7.91,9.19,9.99
93,21942.16,685,0.36739,10.03,62.16,98.25,199.84,334.63,438.22,866.06,227042.44,626,5.81,0.00,2.45,3.69,5.98,7.93,9.19,9.99
94,22213.80,681,0.36664,10.03,62.16,100.39,200.17,331.21,435.77,866.06,226751.64,626,5.81,0.00,2.44,3.71,5.99,7.91,9.19,9.99
95,24803.70,771,0.36680,10.03,62.20,99.82,200.14,332.37,428.75,866.06,227155.42,627,5.83,0.02,2.49,3.74,6.01,7.92,9.20,9.99
96,22221.78,693,0.36101,10.03,61.03,100.87,206.35,331.48,430.06,866.06,227252.83,627,5.84,0.00,2.53,3.77,6.02,7.93,9.20,9.99
97,23936.91,730,0.36182,10.03,61.09,100.87,207.18,333.07,427.77,866.06,227850.50,627,5.87,0.06,2.56,3.80,6.03,7.94,9.21,9.99
98,23503.46,726,0.36046,10.03,62.16,100.48,205.50,330.61,430.06,866.06,228035.99,628,5.88,0.00,2.57,3.84,6.05,7.95,9.21,9.99
99,22533.02,707,0.36050,10.03,62.86,100.87,206.26,329.96,439.28,866.06,228023.91,627,5.88,0.00,2.57,3.86,6.07,7.95,9.21,9.99
100,24651.42,758,0.36053,10.03,63.89,102.68,205.24,330.61,429.98,866.06,228260.69,626,5.90,0.00,2.58,3.89,6.09,7.96,9.22,9.99
101,22552.59,717,0.35982,10.03,63.46,100.48,210.29,332.23,429.42,866.06,229047.89,626,5.92,0.03,2.64,3.91,6.11,7.97,9.22,9.99
102,25008.76,757,0.35980,10.03,62.20,103.70,206.80,333.85,423.12,866.06,229354.21,626,5.94,0.11,2.69,3.94,6.12,7.98,9.22,9.99
103,22168.47,676,0.35919,10.03,63.10,101.91,206.80,332.98,428.55,890.47,229481.72,623,5.93,0.00,2.63,3.94,6.12,7.95,9.23,9.99
104,23629.70,714,0.35899,10.03,64.42,100.48,210.78,333.48,425.33,890.47,229134.12,622,5.93,0.00,2.64,3.98,6.13,7.95,9.23,9.99
105,22978.50,693,0.35789,10.03,65.33,104.07,212.33,334.40,430.06,890.47,229738.50,621,5.95,0.00,2.65,4.01,6.14,7.96,9.24,9.99
106,21992.47,670,0.35870,10.03,65.13,104.74,207.07,333.61,431.07,890.47,229940.86,621,5.96,0.00,2.68,4.03,6.15,7.97,9.24,9.99
107,22309.11,696,0.35770,10.03,64.20,103.05,211.21,332.65,426.01,890.47,230152.12,621,5.97,0.00,2.70,4.06,6.16,7.99,9.24,9.99
108,24968.01,746,0.35785,10.03,65.55,103.58,212.33,327.80,431.79,890.47,230382.02,621,5.98,0.00,2.72,4.08,6.17,7.99,9.25,9.99
109,24905.45,754,0.35920,10.03,65.33,104.07,212.33,330.76,427.40,1087.12,230259.04,619,5.99,0.00,2.76,4.11,6.19,8.00,9.25,9.99
110,22783.83,687,0.35786,10.03,65.55,102.65,211.85,333.35,426.29,1087.12,231121.29,621,6.01,0.04,2.80,4.13,6.21,8.00,9.25,9.99
111,24935.21,749,0.36153,10.03,65.13,104.07,206.78,336.49,430.75,1087.12,230718.48,618,6.00,0.00,2.74,4.15,6.21,8.00,9.25,9.99
112,26169.20,792,0.36078,10.03,65.13,103.50,209.79,336.05,431.52,1087.12,231095.41,619,6.02,0.00,2.75,4.18,6.22,8.02,9.26,9.99
113,24023.41,721,0.35746,10.03,65.55,108.06,213.40,332.50,429.91,1087.12,231819.87,618,6.02,0.00,2.78,4.19,6.21,8.02,9.25,9.99
114,21630.07,654,0.35720,10.03,66.25,107.25,215.08,335.25,434.43,1087.12,232913.15,617,6.03,0.00,2.79,4.21,6.23,8.03,9.26,9.99
115,20188.06,611,0.36001,10.03,66.23,108.39,212.23,336.65,435.48,1087.12,233516.77,619,6.04,0.00,2.83,4.25,6.24,8.03,9.25,9.99
116,22614.00,674,0.36010,10.03,67.09,108.06,209.90,338.73,442.20,1087.12,234192.05,620,6.05,0.00,2.80,4.27,6.27,8.03,9.26,9.99
117,22471.73,678,0.36029,10.03,67.12,106.72,211.32,337.27,437.49,1087.12,234680.05,621,6.07,0.00,2.82,4.29,6.28,8.04,9.26,9.99
118,21381.22,630,0.35507,10.03,67.33,109.16,215.20,339.97,431.29,1087.12,235090.39,619,6.07,0.00,2.83,4.31,6.29,8.04,9.25,9.99
119,21448.96,654,0.35614,10.03,67.33,108.48,216.94,341.28,428.04,1087.12,235906.13,619,6.09,0.02,2.88,4.35,6.31,8.05,9.25,9.99
120,23832.81,712,0.35736,10.03,67.33,109.13,210.61,340.67,430.23,1087.12,235961.73,621,6.10,0.00,2.89,4.39,6.32,8.06,9.26,9.99
121,23617.22,733,0.35948,10.03,67.12,108.95,214.45,335.53,429.97,1087.12,235098.73,620,6.08,0.00,2.83,4.37,6.32,8.05,9.26,9.99
122,21986.41,674,0.35862,10.03,67.65,110.13,209.90,340.67,432.20,1087.12,236088.56,619,6.08,0.00,2.85,4.40,6.34,8.05,9.26,9.99
123,19684.71,627,0.35508,10.03,67.65,108.95,218.77,336.56,436.77,1087.12,237313.26,621,6.10,0.00,2.88,4.42,6.35,8.06,9.26,9.99
124,26001.35,785,0.35651,10.03,67.97,109.45,214.56,342.63,439.04,1087.12,237402.83,621,6.11,0.00,2.84,4.46,6.35,8.07,9.26,9.99
125,22408.08,677,0.35559,10.03,67.97,110.65,218.07,340.19,440.28,1087.12,238164.29,620,6.12,0.00,2.88,4.47,6.36,8.07,9.26,9.99
126,24862.79,781,0.35947,10.03,67.97,108.95,216.17,341.64,439.91,1087.12,238474.13,619,6.14,0.00,2.92,4.50,6.38,8.08,9.27,9.99
127,22400.25,693,0.35725,10.03,69.25,110.74,216.33,340.83,443.44,1087.12,238813.79,619,6.15,0.00,2.93,4.52,6.39,8.09,9.27,9.99
128,23591.64,738,0.36004,10.03,67.97,112.06,215.28,345.53,453.39,1087.12,238743.26,617,6.15,0.00,2.92,4.54,6.41,8.10,9.27,9.99
129,22517.37,669,0.35246,10.03,69.72,112.86,217.99,340.67,443.79,1087.12,239488.38,617,6.17,0.01,2.93,4.58,6.42,8.11,9.27,9.99
130,24873.05,749,0.35277,10.03,69.72,112.86,218.68,344.35,438.00,1087.12,239122.66,617,6.18,0.00,2.97,4.59,6.44,8.12,9.28,9.99
131,23492.11,719,0.35384,10.03,69.34,111.15,219.97,340.67,440.95,1087.12,239622.60,615,6.19,0.00,2.96,4.60,6.44,8.12,9.28,9.99
132,24383.44,746,0.35594,10.03,67.65,113.37,215.69,346.67,441.23,1087.12,240074.08,616,6.20,0.00,2.90,4.62,6.47,8.09,9.29,9.99
133,22803.41,698,0.35629,10.03,69.72,111.25,218.54,348.23,454.65,1087.12,240844.58,616,6.22,0.02,2.92,4.64,6.48,8.10,9.29,9.99
134,23976.55,724,0.35335,10.03,69.72,113.82,212.33,350.96,447.45,1087.12,241328.15,617,6.23,0.08,2.97,4.67,6.50,8.11,9.29,9.99
135,23197.43,698,0.35130,10.03,70.00,117.02,214.09,346.97,450.19,1087.12,241447.69,616,6.24,0.00,2.98,4.69,6.52,8.12,9.26,9.99
136,23677.35,728,0.35217,10.03,70.86,115.68,219.97,348.08,447.02,1087.12,242063.40,615,6.24,0.00,3.02,4.72,6.52,8.11,9.24,9.99
137,21196.88,649,0.35208,10.03,70.07,115.89,217.10,348.85,448.41,1087.12,242274.09,615,6.24,0.00,3.04,4.74,6.53,8.12,9.24,9.99
138,23801.21,705,0.34877,10.03,71.07,118.35,216.32,344.66,441.26,1087.12,242392.33,613,6.24,0.00,3.04,4.75,6.54,8.12,9.25,9.99
139,22732.28,680,0.35518,10.03,71.07,116.56,215.16,341.07,453.40,1087.12,242144.69,610,6.23,0.00,3.04,4.75,6.54,8.11,9.25,9.99
140,23302.11,714,0.35272,10.03,70.86,115.26,222.19,345.40,445.82,1087.12,242812.29,610,6.25,0.01,3.07,4.77,6.56,8.12,9.25,9.99
141,24319.49,702,0.34959,10.03,71.07,117.81,225.75,352.10,442.05,1087.12,243245.86,613,6.26,0.00,3.06,4.79,6.57,8.12,9.25,9.99
142,22208.82,659,0.34933,10.03,71.60,115.79,225.91,350.92,443.55,1087.12,243723.40,612,6.28,0.00,3.06,4.81,6.59,8.14,9.25,9.99
143,23795.88,700,0.34995,10.03,71.60,117.66,224.69,344.70,449.37,1087.12,244300.30,613,6.29,0.03,3.10,4.84,6.60,8.14,9.26,9.99
144,23591.94,709,0.34869,10.03,71.35,115.99,225.92,350.05,450.14,1087.12,244582.26,612,6.30,0.00,3.10,4.86,6.62,8.14,9.26,9.99
145,23876.51,715,0.35257,10.03,71.07,114.99,226.95,353.71,446.17,1119.59,244186.22,612,6.28,0.00,3.08,4.87,6.62,8.15,9.27,9.99
146,22157.45,685,0.35101,10.03,71.35,114.42,226.76,349.43,448.33,1119.59,244135.33,612,6.29,0.00,3.03,4.86,6.62,8.15,9.27,9.99
147,22469.16,671,0.34908,10.03,71.60,117.02,221.81,348.53,442.30,1119.59,244411.99,611,6.29,0.00,3.06,4.88,6.63,8.16,9.27,9.99
148,22211.60,674,0.35032,10.03,71.93,117.81,220.82,346.18,445.11,1119.59,245298.74,611,6.31,0.01,3.08,4.90,6.65,8.16,9.28,9.99
149,26404.49,776,0.35246,10.03,71.60,117.90,219.27,347.34,446.10,1119.59,245409.26,613,6.33,0.05,3.12,4.92,6.67,8.17,9.28,9.99
150,25367.99,751,0.35149,10.03,72.24,115.95,220.62,346.71,456.43,1119.59,245828.26,613,6.34,0.00,3.15,4.95,6.68,8.17,9.28,9.99
151,23056.70,697,0.35146,10.03,71.60,117.26,224.99,352.86,447.33,1119.59,246667.98,614,6.35,0.00,3.16,4.97,6.70,8.18,9.28,9.99
152,22085.21,669,0.34960,10.03,72.39,118.23,221.05,351.60,450.99,1119.59,247549.44,612,6.35,0.00,3.16,4.98,6.70,8.19,9.29,9.99
153,24984.82,760,0.35010,10.03,72.24,118.02,221.77,354.43,447.60,1119.59,247834.89,613,6.36,0.00,3.18,5.00,6.71,8.20,9.29,9.99
154,24369.15,738,0.35341,10.03,72.29,117.02,217.89,353.44,465.78,1119.59,248343.53,615,6.38,0.08,3.23,5.03,6.74,8.21,9.29,9.99
155,22352.05,669,0.35022,10.03,73.69,119.82,221.69,357.53,454.23,1119.59,249176.88,615,6.39,0.14,3.28,5.04,6.76,8.21,9.29,9.99
156,20614.30,617,0.34746,10.03,74.02,119.89,226.98,353.07,456.88,1119.59,250138.40,614,6.41,0.00,3.28,5.06,6.76,8.22,9.29,9.99
157,21502.64,631,0.34656,10.03,74.02,120.18,227.50,350.96,463.33,1119.59,250411.72,611,6.40,0.00,3.31,5.08,6.77,8.21,9.30,9.99
158,23270.67,668,0.34649,10.03,74.01,121.41,230.05,349.22,461.59,1119.59,250485.37,609,6.40,0.00,3.33,5.09,6.77,8.22,9.30,9.99
159,22287.38,655,0.34472,10.03,74.02,123.35,225.18,355.55,458.15,1119.59,251144.25,609,6.41,0.06,3.35,5.11,6.80,8.23,9.30,9.99
160,23694.58,706,0.34601,10.03,74.02,120.77,224.84,358.08,456.88,1119.59,251061.38,608,6.42,0.00,3.29,5.13,6.80,8.23,9.31,9.99
161,22835.26,676,0.34696,10.03,74.42,121.64,227.53,356.99,463.33,1119.59,251308.23,606,6.42,0.00,3.28,5.14,6.78,8.24,9.31,9.99
162,22687.33,672,0.34617,10.03,74.02,119.58,233.76,357.45,456.88,1119.59,251923.18,606,6.43,0.00,3.32,5.17,6.77,8.25,9.31,9.99
163,25958.72,750,0.34537,10.03,73.69,121.64,232.41,356.29,457.78,1119.59,251488.98,607,6.43,0.00,3.28,5.18,6.77,8.24,9.31,9.99
164,22934.84,691,0.34211,11.08,74.48,121.64,230.00,356.17,452.23,1119.59,251470.47,604,6.42,0.00,3.24,5.19,6.77,8.25,9.31,9.99
165,22150.99,672,0.34267,11.08,75.12,119.12,234.13,356.84,454.23,1119.59,252062.67,605,6.43,0.00,3.27,5.20,6.77,8.25,9.31,9.99
166,22767.90,674,0.33850,11.08,75.38,121.98,233.52,357.13,452.72,1119.59,252796.75,606,6.44,0.02,3.31,5.24,6.80,8.26,9.32,9.99
167,23417.50,691,0.34187,11.08,74.57,120.80,231.53,359.94,455.39,1119.59,253369.46,609,6.46,0.11,3.33,5.26,6.81,8.27,9.32,9.99
168,23694.56,704,0.34083,11.08,75.12,122.80,237.04,357.94,455.06,1119.59,253618.24,607,6.46,0.00,3.33,5.28,6.81,8.28,9.32,9.99
169,23109.66,696,0.34347,11.08,74.54,119.37,231.82,358.69,456.21,1119.59,254235.33,605,6.46,0.00,3.33,5.28,6.81,8.29,9.32,9.99
