iteration,total_transactions_amount,transactions_count,gini,min,p10,p25,p50,p75,p90,max,total_wealth,adult_agents,edu_mean,edu_min,edu_p10,edu_p25,edu_p50,edu_p75,edu_p90,edu_max
7511,30897.37,896,0.29700,38.47,94.76,153.47,248.63,360.77,457.70,1152.89,266708.14,719,7.49,0.17,3.52,6.31,8.47,9.43,9.69,9.86
7512,30826.41,901,0.29907,38.47,94.53,146.77,251.50,356.15,456.94,1152.89,267094.06,718,7.49,0.00,3.49,6.30,8.46,9.43,9.68,9.86
7513,33312.41,979,0.29827,38.47,96.29,146.59,248.96,362.24,457.90,1152.89,266375.03,717,7.49,0.00,3.50,6.30,8.47,9.43,9.68,9.86
7514,33535.27,986,0.30248,38.47,94.74,144.13,247.67,365.10,447.68,1152.89,266435.69,717,7.48,0.00,3.53,6.30,8.47,9.43,9.68,9.85
7515,32963.80,962,0.30195,38.47,94.57,146.33,246.79,361.45,456.08,1152.89,265882.77,717,7.47,0.00,3.49,6.25,8.47,9.42,9.68,9.85
7516,34188.19,980,0.30097,38.47,93.91,145.37,246.94,363.22,455.90,1152.89,265759.10,716,7.46,0.00,3.42,6.23,8.47,9.42,9.68,9.85
7517,34656.79,1033,0.30287,38.47,95.73,145.10,245.31,364.32,460.11,1152.89,265523.54,716,7.45,0.00,3.44,6.22,8.47,9.42,9.68,9.85
7518,32575.04,949,0.29780,38.47,96.96,146.33,250.88,362.77,451.58,1152.89,265638.19,716,7.45,0.00,3.46,6.24,8.48,9.42,9.68,9.85
7519,33874.46,985,0.29985,37.82,97.04,146.80,249.30,356.15,451.85,1152.89,264600.82,713,7.43,0.00,3.31,6.19,8.47,9.41,9.67,9.85
7520,29330.68,886,0.29610,37.82,96.29,148.27,251.58,356.59,450.58,1152.89,265486.52,712,7.40,0.00,3.25,6.16,8.47,9.41,9.66,9.85
7521,31736.47,916,0.29872,37.82,96.20,146.59,246.65,365.58,452.00,1152.89,265728.06,714,7.40,0.00,3.27,6.16,8.47,9.42,9.66,9.86
7522,35363.94,1041,0.30038,37.82,95.59,145.20,249.70,362.39,449.45,1152.89,265347.14,715,7.40,0.00,3.24,6.16,8.47,9.42,9.66,9.86
7523,30948.13,917,0.29529,37.82,98.43,150.75,250.86,353.97,454.62,1152.89,265863.45,718,7.40,0.00,3.25,6.15,8.48,9.42,9.66,9.86
7524,30068.07,876,0.29380,37.82,95.78,149.55,249.83,355.06,449.19,1126.44,266104.71,717,7.41,0.00,3.26,6.18,8.47,9.42,9.66,9.86
7525,30120.38,896,0.29370,37.82,96.29,149.54,248.88,360.32,455.75,1126.44,266283.31,719,7.41,0.00,3.24,6.19,8.47,9.42,9.66,9.86
7526,30430.18,910,0.29628,34.25,95.61,150.29,250.87,358.27,456.64,1126.44,266366.05,721,7.41,0.00,3.23,6.15,8.48,9.42,9.66,9.86
7527,33398.06,990,0.30105,35.45,95.61,148.74,252.12,359.95,459.54,1126.44,266117.49,719,7.41,0.00,3.20,6.14,8.48,9.41,9.66,9.86
7528,33011.93,964,0.30035,37.82,94.57,148.27,245.41,356.23,450.25,1126.44,265059.38,716,7.39,0.00,3.17,6.13,8.48,9.40,9.66,9.86
7529,30206.87,929,0.30276,37.82,94.57,146.42,243.00,360.99,464.13,1126.44,265537.55,718,7.39,0.00,3.20,6.14,8.48,9.40,9.66,9.86
7530,33894.36,1002,0.30201,37.82,94.34,148.27,250.76,361.32,454.04,1126.44,265237.38,719,7.40,0.00,3.21,6.16,8.48,9.40,9.66,9.86
7531,30843.83,944,0.30178,37.82,94.45,146.59,250.25,358.34,459.96,1126.44,265663.08,719,7.41,0.08,3.21,6.18,8.48,9.40,9.66,9.86
7532,31458.65,950,0.30656,37.82,94.57,145.15,248.19,365.48,455.78,1126.44,265605.47,717,7.38,0.00,3.05,6.18,8.47,9.40,9.66,9.86
7533,31230.32,919,0.30254,37.82,94.74,150.79,244.12,363.64,454.01,1126.44,265148.51,716,7.38,0.00,3.05,6.18,8.47,9.40,9.66,9.86
7534,32589.10,963,0.30331,37.82,94.57,145.98,247.39,359.37,466.96,1126.44,265303.83,717,7.39,0.02,3.11,6.20,8.48,9.40,9.66,9.86
7535,35072.40,1065,0.30246,37.82,92.83,146.33,246.65,364.18,452.13,1126.44,265167.85,718,7.39,0.00,3.09,6.17,8.49,9.40,9.66,9.86
7536,31119.47,901,0.30554,37.82,94.02,144.13,244.02,363.17,465.60,1126.44,265663.51,718,7.40,0.00,3.13,6.17,8.49,9.40,9.66,9.86
7537,31043.99,957,0.30616,37.82,94.74,145.10,248.64,360.70,462.62,1126.44,265808.25,715,7.38,0.00,3.13,6.16,8.47,9.40,9.67,9.86
7538,33129.70,961,0.30155,37.82,94.45,148.74,246.65,360.96,457.74,1126.44,265683.85,714,7.38,0.00,3.07,6.17,8.46,9.40,9.67,9.86
7539,33658.71,954,0.30256,37.82,94.57,147.33,246.03,358.28,455.82,1126.44,265518.43,710,7.35,0.00,2.97,6.11,8.44,9.39,9.66,9.86
7540,29168.51,873,0.29923,37.82,93.91,151.10,244.07,361.46,462.95,1126.44,266020.42,714,7.36,0.01,3.00,6.14,8.45,9.40,9.67,9.86
7541,28203.88,842,0.29858,37.82,95.12,153.05,249.16,363.66,451.34,1126.44,266588.03,714,7.37,0.00,3.02,6.15,8.46,9.40,9.66,9.86
7542,31051.20,921,0.29768,37.82,93.32,151.56,249.34,360.41,446.24,1126.44,266534.00,714,7.38,0.02,3.04,6.18,8.46,9.40,9.66,9.86
7543,28341.76,820,0.29548,37.82,94.57,148.47,256.82,366.18,450.63,1126.44,267027.25,714,7.39,0.00,2.99,6.19,8.47,9.40,9.66,9.87
7544,30599.02,874,0.29665,37.82,96.29,148.22,248.95,363.24,457.66,1126.44,266911.88,713,7.39,0.00,2.99,6.20,8.47,9.40,9.66,9.87
7545,31357.47,920,0.29832,37.82,94.74,150.94,249.52,364.05,459.45,1126.44,266817.38,713,7.39,0.00,2.94,6.22,8.48,9.39,9.66,9.87
7546,29242.04,839,0.29888,37.82,94.94,147.97,250.11,356.28,462.42,1126.44,267064.69,711,7.39,0.00,2.91,6.22,8.47,9.39,9.66,9.87
7547,30285.60,878,0.29506,37.82,94.74,151.10,250.90,356.53,464.25,1126.44,266607.25,707,7.36,0.00,2.87,6.21,8.47,9.39,9.66,9.87
7548,35314.92,1013,0.29282,37.82,95.47,153.44,251.04,365.72,444.56,1126.44,265996.99,708,7.37,0.03,2.93,6.22,8.48,9.39,9.66,9.87
7549,33703.05,986,0.29699,37.82,94.88,151.80,246.74,362.39,453.33,1126.44,265961.47,707,7.38,0.00,2.91,6.23,8.45,9.39,9.67,9.87
7550,31297.17,918,0.29477,37.82,97.57,151.84,247.12,363.66,449.70,1126.44,265983.22,709,7.38,0.00,2.88,6.23,8.46,9.39,9.67,9.87
7551,32534.12,980,0.30011,37.82,93.34,152.42,245.77,359.14,458.38,1126.44,265740.85,709,7.37,0.00,2.83,6.23,8.47,9.39,9.67,9.87
7552,29961.28,908,0.29969,37.82,95.12,151.10,247.39,358.84,470.12,1126.44,266379.47,710,7.39,0.07,2.89,6.25,8.48,9.40,9.67,9.87
7553,30372.90,898,0.29699,37.82,94.85,153.61,247.77,362.63,461.93,1126.44,266754.24,710,7.39,0.00,2.91,6.23,8.48,9.40,9.67,9.87
7554,31477.29,936,0.29799,33.66,94.74,151.49,254.52,354.52,462.79,1126.44,266855.36,711,7.40,0.01,2.97,6.23,8.48,9.40,9.67,9.87
7555,32732.50,998,0.30167,37.82,92.81,148.86,256.86,354.54,460.35,1126.44,266837.95,713,7.42,0.05,3.03,6.26,8.49,9.41,9.67,9.87
7556,32597.36,961,0.30172,37.82,94.74,151.03,247.49,361.51,461.08,1126.44,266806.77,708,7.37,0.00,2.83,6.13,8.47,9.39,9.66,9.87
7557,33960.97,1018,0.30226,37.82,93.32,148.27,255.19,360.07,459.92,1126.44,266286.20,708,7.38,0.00,2.85,6.14,8.47,9.39,9.66,9.87
7558,29894.57,907,0.29688,37.82,93.91,150.00,257.35,357.67,447.22,1126.44,266487.92,708,7.38,0.00,2.87,6.14,8.47,9.39,9.66,9.87
7559,32553.26,945,0.29323,37.82,95.12,151.56,255.35,358.15,440.09,1126.44,266182.08,709,7.39,0.01,2.90,6.16,8.48,9.40,9.66,9.87
7560,31939.36,963,0.29496,37.82,95.12,148.93,255.52,359.08,444.64,1126.44,266111.40,710,7.41,0.05,2.96,6.19,8.48,9.40,9.66,9.87
7561,32666.79,954,0.29874,35.27,95.69,151.60,249.48,354.19,462.01,1126.44,266062.45,710,7.41,0.00,2.98,6.19,8.49,9.39,9.66,9.87
7562,32743.79,975,0.29960,37.82,95.69,151.56,250.67,356.04,457.58,1126.44,266065.24,711,7.42,0.03,2.99,6.22,8.50,9.39,9.67,9.87
7563,32749.69,965,0.29873,26.11,95.12,150.47,250.19,361.64,454.57,1126.44,265884.79,711,7.42,0.00,3.01,6.23,8.50,9.39,9.67,9.87
7564,31689.18,937,0.29854,37.82,95.77,147.25,247.56,360.93,463.23,1126.44,266303.69,713,7.41,0.00,3.02,6.23,8.48,9.39,9.67,9.87
7565,29753.97,912,0.30042,37.82,95.12,151.10,247.90,361.46,464.80,1126.44,265908.93,712,7.40,0.00,3.00,6.17,8.48,9.38,9.67,9.86
7566,34416.80,988,0.29487,37.82,96.75,151.60,247.77,362.39,452.68,1126.44,265681.81,712,7.39,0.00,2.92,6.17,8.46,9.38,9.66,9.86
7567,32052.18,926,0.29650,37.82,97.60,151.58,250.23,357.38,456.64,1126.44,265382.72,711,7.37,0.00,2.80,6.12,8.44,9.38,9.66,9.84
7568,32601.49,954,0.29419,37.82,100.24,153.05,250.72,356.63,444.38,1126.44,265380.16,714,7.38,0.05,2.86,6.14,8.45,9.38,9.66,9.84
7569,31314.43,934,0.29555,37.82,96.29,151.11,249.69,356.75,448.61,1126.44,265195.33,714,7.37,0.00,2.79,6.13,8.45,9.38,9.66,9.84
7570,35192.71,1035,0.29817,37.82,95.12,146.33,252.57,358.70,449.33,1126.44,264279.95,712,7.35,0.00,2.81,6.12,8.45,9.37,9.66,9.84
7571,31145.20,941,0.29904,37.82,95.67,147.17,247.37,358.52,452.42,1126.44,264364.64,711,7.34,0.00,2.73,6.09,8.44,9.37,9.65,9.83
7572,28900.48,862,0.29385,37.82,95.69,149.89,251.53,364.76,446.77,1126.44,264745.81,712,7.36,0.01,2.76,6.13,8.44,9.37,9.66,9.83
7573,32778.85,950,0.28903,37.82,96.75,153.66,250.37,358.22,439.57,1126.44,264486.05,714,7.37,0.04,2.80,6.15,8.45,9.38,9.66,9.83
7574,33086.65,970,0.29002,37.82,95.51,154.51,255.61,354.53,442.19,1126.44,264340.05,712,7.36,0.00,2.75,6.16,8.45,9.37,9.66,9.83
7575,27783.11,810,0.28873,37.82,96.41,154.51,250.67,356.69,444.96,1126.44,264997.11,713,7.37,0.00,2.78,6.17,8.44,9.37,9.66,9.83
7576,32162.30,959,0.28735,37.82,98.95,153.65,251.59,355.89,442.37,1126.44,264898.65,711,7.36,0.00,2.78,6.16,8.43,9.37,9.65,9.83
7577,31700.93,915,0.28926,37.82,98.99,154.18,252.77,357.19,443.47,1126.44,264929.24,710,7.36,0.00,2.80,6.15,8.43,9.36,9.66,9.83
7578,30082.68,904,0.28941,28.42,95.17,153.66,254.65,355.87,446.33,1126.44,265294.37,712,7.37,0.06,2.83,6.18,8.43,9.37,9.66,9.84
7579,32148.76,931,0.28819,37.82,96.75,153.44,253.44,358.30,441.09,1126.44,264684.15,710,7.35,0.00,2.82,6.15,8.43,9.36,9.66,9.84
7580,34678.25,984,0.28882,37.82,96.75,153.50,251.41,353.46,443.95,1126.44,264317.42,711,7.36,0.00,2.84,6.16,8.43,9.37,9.66,9.84
7581,31576.07,934,0.29172,37.82,99.15,155.65,250.54,354.36,448.97,1126.44,264444.07,710,7.35,0.00,2.85,6.15,8.43,9.36,9.66,9.84
7582,28662.11,856,0.29346,37.82,97.57,154.18,246.71,353.78,444.74,1126.44,265091.35,710,7.36,0.00,2.87,6.16,8.43,9.36,9.66,9.84
7583,32253.39,940,0.29494,37.82,96.94,148.23,250.50,354.29,443.37,1126.44,265079.26,709,7.35,0.00,2.87,6.13,8.43,9.36,9.66,9.84
7584,30675.11,906,0.29229,37.82,96.29,152.85,256.72,355.26,444.73,1126.44,264899.80,711,7.35,0.00,2.87,6.11,8.44,9.36,9.66,9.84
7585,29361.80,855,0.29375,37.82,96.75,150.48,255.23,354.83,446.70,1126.44,264822.58,711,7.36,0.00,2.85,6.13,8.43,9.36,9.66,9.84
7586,31412.85,937,0.30009,37.82,95.69,149.56,246.80,354.29,452.84,1126.44,264361.09,709,7.34,0.00,2.86,6.10,8.40,9.36,9.66,9.84
7587,31926.83,962,0.29652,37.82,92.46,148.87,253.51,359.88,440.17,1126.44,264278.13,708,7.34,0.00,2.87,6.12,8.40,9.36,9.66,9.84
7588,31253.15,921,0.29166,37.82,95.69,151.33,253.83,359.95,447.18,1126.44,264570.18,708,7.36,0.04,2.87,6.14,8.40,9.36,9.66,9.84
7589,32436.69,973,0.29391,26.78,95.22,150.39,249.54,354.59,454.94,1126.44,264719.56,707,7.36,0.00,2.86,6.15,8.41,9.37,9.67,9.84
7590,29885.95,908,0.29632,37.81,94.74,147.94,248.97,354.72,453.28,1126.44,265292.67,708,7.36,0.00,2.88,6.17,8.41,9.37,9.66,9.84
7591,35252.55,1093,0.30160,37.82,91.83,146.33,249.49,358.57,454.31,1126.44,264967.37,709,7.37,0.00,2.90,6.19,8.41,9.37,9.67,9.84
7592,31190.55,934,0.29475,37.82,93.32,153.44,252.05,358.23,446.85,1126.44,265430.77,708,7.37,0.00,2.93,6.18,8.42,9.37,9.66,9.85
7593,30541.80,916,0.29541,37.64,95.30,153.66,249.54,361.26,451.44,1126.44,265916.95,713,7.37,0.00,2.94,6.20,8.42,9.37,9.67,9.85
7594,33491.69,995,0.29094,37.82,96.98,153.21,250.88,358.30,449.37,914.90,265226.30,714,7.39,0.05,2.96,6.22,8.43,9.37,9.67,9.85
7595,32627.83,965,0.29063,37.82,95.90,153.21,248.15,357.32,448.17,914.90,265021.33,713,7.38,0.00,2.95,6.20,8.43,9.37,9.67,9.85
7596,30618.15,892,0.28993,37.82,97.25,152.96,252.73,358.28,447.68,914.90,265289.18,713,7.38,0.00,2.97,6.21,8.43,9.36,9.67,9.85
7597,33184.72,990,0.29464,37.82,95.69,151.28,251.98,361.64,452.06,914.90,265224.55,713,7.40,0.04,2.99,6.23,8.44,9.37,9.67,9.85
7598,33622.82,999,0.29587,37.82,95.69,150.18,247.60,357.61,454.00,914.90,265237.03,714,7.41,0.05,3.01,6.23,8.44,9.37,9.67,9.85
7599,32335.06,990,0.29493,32.22,94.22,148.27,254.32,360.48,453.62,914.90,265488.61,714,7.42,0.14,3.05,6.26,8.45,9.38,9.67,9.85
7600,30525.99,925,0.29684,37.82,94.22,147.38,252.44,359.60,457.03,914.90,266060.08,715,7.42,0.00,3.06,6.26,8.45,9.37,9.67,9.85
7601,31879.16,954,0.29614,36.05,95.69,151.56,252.56,353.91,459.12,914.90,266115.00,712,7.40,0.00,3.06,6.20,8.44,9.38,9.67,9.85
7602,33433.67,1023,0.29750,37.82,96.29,150.99,247.68,359.60,461.20,914.90,265911.06,713,7.40,0.00,3.05,6.20,8.45,9.38,9.67,9.85
7603,34675.41,1024,0.29597,37.82,96.10,148.27,248.53,359.60,461.30,914.90,265696.48,714,7.41,0.04,3.07,6.22,8.45,9.38,9.67,9.85
7604,33343.89,994,0.29338,36.25,96.71,148.37,249.88,360.23,452.52,914.90,265721.51,714,7.41,0.00,3.10,6.24,8.45,9.38,9.67,9.85
7605,33817.81,988,0.28931,37.82,99.15,152.88,256.83,357.23,448.95,914.90,265690.59,715,7.41,0.00,3.13,6.25,8.46,9.38,9.67,9.85
7606,30659.19,926,0.29241,37.82,97.57,148.27,256.21,361.81,442.70,914.90,266212.63,715,7.42,0.00,3.14,6.26,8.46,9.38,9.68,9.85
7607,33278.48,1008,0.29460,37.82,95.69,147.45,253.69,362.73,446.09,914.90,266283.58,715,7.41,0.00,3.14,6.27,8.46,9.38,9.68,9.85
7608,27780.95,808,0.29048,37.82,99.15,156.78,247.25,367.49,447.99,914.90,267099.16,719,7.43,0.01,3.18,6.29,8.47,9.38,9.68,9.85
7609,31935.88,936,0.28931,37.82,100.24,153.50,258.13,366.56,442.70,914.90,267163.77,722,7.44,0.08,3.22,6.31,8.47,9.39,9.68,9.85
7610,37202.78,1105,0.29289,37.09,96.29,152.95,253.62,364.33,447.04,914.90,265867.49,721,7.42,0.00,3.20,6.22,8.47,9.38,9.68,9.85
7611,35640.15,1060,0.29344,37.82,98.59,151.26,252.22,357.39,454.77,914.90,265453.03,723,7.43,0.00,3.22,6.24,8.47,9.39,9.68,9.85
7612,35311.80,1064,0.29288,37.82,99.15,147.01,252.02,363.58,449.32,914.90,264910.47,725,7.43,0.00,3.23,6.19,8.48,9.37,9.68,9.85
7613,32082.23,941,0.29504,37.82,97.65,149.65,251.55,359.60,451.94,914.90,265210.73,724,7.43,0.00,3.23,6.21,8.49,9.38,9.68,9.85
7614,35083.81,1052,0.29500,24.61,97.54,150.15,248.07,365.87,451.83,914.90,264481.41,723,7.43,0.00,3.21,6.20,8.48,9.37,9.68,9.85
7615,33847.12,1022,0.29679,37.82,94.22,149.53,244.39,360.13,448.96,914.90,264191.89,723,7.42,0.00,3.21,6.17,8.48,9.37,9.68,9.85
7616,33490.02,1011,0.29891,37.82,95.30,147.87,245.69,356.10,456.84,914.90,264401.14,723,7.40,0.00,3.16,6.17,8.47,9.37,9.68,9.85
7617,33957.47,1052,0.29901,37.82,93.34,147.01,249.02,360.80,460.94,914.90,264499.22,720,7.39,0.00,3.15,6.16,8.47,9.37,9.67,9.85
7618,33023.08,1000,0.29753,37.45,96.29,147.01,252.83,358.15,458.08,914.90,264612.91,718,7.38,0.00,3.18,6.16,8.47,9.37,9.67,9.85
7619,33110.65,1005,0.30049,37.82,95.74,145.82,253.82,357.98,456.24,914.90,264706.38,717,7.37,0.00,3.12,6.15,8.47,9.36,9.67,9.85
7620,32800.62,1006,0.29871,37.82,95.31,146.81,252.19,361.50,452.91,914.90,264751.00,717,7.39,0.02,3.12,6.15,8.48,9.36,9.67,9.85
7621,32717.52,968,0.29768,37.82,95.30,147.86,246.41,363.93,449.70,914.90,264919.27,720,7.40,0.11,3.19,6.17,8.50,9.37,9.67,9.85
7622,35183.84,1052,0.29984,37.82,95.69,146.33,247.79,361.64,455.25,914.90,264666.29,720,7.42,0.13,3.24,6.18,8.51,9.37,9.68,9.85
7623,31638.68,950,0.30021,37.82,95.69,147.86,245.73,359.89,453.47,914.90,265146.18,719,7.42,0.00,3.27,6.21,8.51,9.37,9.68,9.86
7624,34717.15,1040,0.30160,37.06,94.63,148.84,250.71,361.64,459.78,914.90,265100.45,720,7.43,0.07,3.28,6.22,8.51,9.38,9.68,9.86
7625,32167.22,951,0.29841,37.82,96.47,147.92,253.45,358.06,455.33,914.90,265598.79,719,7.43,0.00,3.26,6.22,8.51,9.38,9.68,9.86
7626,34128.26,987,0.29840,37.82,93.77,148.04,255.67,361.45,452.30,914.90,265354.51,719,7.43,0.00,3.30,6.22,8.51,9.38,9.68,9.86
7627,34241.38,995,0.29600,37.82,96.29,150.23,246.94,356.67,464.93,868.52,265180.24,719,7.43,0.00,3.30,6.23,8.52,9.38,9.68,9.86
7628,35167.90,1059,0.30070,37.82,94.22,148.15,246.64,364.82,453.22,976.50,264936.85,719,7.43,0.00,3.23,6.23,8.51,9.35,9.68,9.86
7629,36140.87,1070,0.29966,37.82,94.74,147.29,247.74,360.20,451.51,868.52,264512.13,720,7.43,0.00,3.20,6.25,8.51,9.35,9.68,9.86
7630,33421.50,995,0.29956,33.49,96.32,147.78,248.89,357.53,454.86,868.52,264628.29,722,7.44,0.04,3.26,6.26,8.52,9.36,9.68,9.86
7631,31593.76,947,0.29807,37.82,94.74,146.80,251.39,355.63,457.66,798.74,264914.14,721,7.44,0.00,3.25,6.27,8.53,9.36,9.68,9.86
7632,33703.28,979,0.29242,37.82,96.75,151.56,252.92,354.55,454.70,798.74,264843.56,721,7.45,0.00,3.26,6.28,8.52,9.36,9.68,9.86
7633,32834.70,970,0.29263,37.82,97.65,151.06,254.27,357.66,447.68,798.74,264976.31,722,7.46,0.04,3.29,6.29,8.53,9.36,9.68,9.86
7634,36062.40,1066,0.29497,37.82,95.98,151.97,248.58,356.88,456.95,798.74,264740.25,722,7.47,0.07,3.32,6.30,8.54,9.37,9.69,9.86
7635,34054.84,1019,0.29638,37.82,96.75,146.80,250.25,357.10,450.00,798.74,264542.56,721,7.46,0.00,3.25,6.22,8.53,9.36,9.68,9.86
7636,30928.11,937,0.29241,37.82,99.12,147.86,255.16,355.07,446.06,798.74,264903.88,719,7.44,0.00,3.21,6.15,8.52,9.35,9.68,9.86
7637,34770.79,1003,0.29286,37.82,98.32,153.21,247.68,358.33,450.59,798.74,264925.86,719,7.43,0.00,3.16,6.14,8.51,9.35,9.68,9.86
7638,34619.88,1024,0.29284,37.82,98.80,152.02,250.43,353.60,449.82,798.74,264912.98,718,7.44,0.00,3.18,6.14,8.52,9.35,9.68,9.86
7639,33361.47,995,0.29372,35.44,95.69,149.01,251.86,361.15,454.41,798.74,265170.26,719,7.44,0.00,3.20,6.15,8.52,9.35,9.68,9.87
7640,31902.05,952,0.29210,37.82,96.26,147.42,255.22,358.45,449.01,812.96,265401.55,717,7.44,0.00,3.21,6.15,8.53,9.35,9.68,9.87
7641,36126.29,1057,0.29586,37.82,96.99,145.96,255.12,364.94,448.56,766.86,264826.55,718,7.45,0.03,3.25,6.17,8.54,9.36,9.68,9.87
7642,34281.77,1016,0.29657,23.52,95.31,147.42,247.16,364.52,451.54,1101.68,264781.67,722,7.44,0.00,3.27,6.17,8.51,9.35,9.68,9.87
7643,39821.79,1181,0.30298,37.82,92.81,146.24,243.60,361.75,460.42,1101.68,263677.63,723,7.45,0.01,3.29,6.20,8.51,9.35,9.68,9.87
7644,31455.87,949,0.29891,37.82,95.31,146.33,248.15,354.29,460.39,1101.68,264263.72,724,7.46,0.00,3.28,6.19,8.52,9.36,9.69,9.87
7645,33984.56,1008,0.29787,37.82,94.22,144.96,252.29,355.31,455.79,1101.68,264306.21,725,7.46,0.00,3.30,6.21,8.52,9.36,9.69,9.87
7646,36746.06,1087,0.29649,37.82,94.22,147.42,250.07,351.89,460.85,1101.68,263918.19,724,7.46,0.00,3.33,6.22,8.53,9.36,9.69,9.87
7647,30734.72,906,0.29566,37.82,95.31,147.67,251.96,354.74,452.59,1101.68,264593.35,721,7.45,0.00,3.32,6.22,8.50,9.36,9.68,9.87
7648,33609.86,1000,0.29944,37.82,95.31,147.21,250.02,357.52,456.18,1101.68,264432.69,717,7.41,0.00,3.27,6.19,8.48,9.36,9.68,9.87
7649,32395.58,935,0.29623,34.61,94.79,151.19,247.60,358.92,448.85,1101.68,264475.12,717,7.41,0.00,3.24,6.19,8.49,9.36,9.69,9.87
7650,35229.74,1054,0.30295,37.82,92.81,146.66,244.87,355.52,457.84,1101.68,264186.35,719,7.43,0.03,3.28,6.20,8.49,9.36,9.69,9.87
7651,34731.56,1067,0.30216,37.82,91.82,144.96,250.38,358.92,452.61,1101.68,263676.31,718,7.42,0.00,3.26,6.12,8.50,9.36,9.69,9.87
7652,33659.04,985,0.29944,37.82,94.22,147.01,248.29,356.81,455.04,1101.68,263859.09,718,7.42,0.00,3.28,6.12,8.50,9.37,9.68,9.83
7653,32812.99,986,0.29801,37.82,94.79,147.01,247.75,359.29,449.90,1101.68,264181.42,718,7.42,0.00,3.28,6.12,8.50,9.36,9.68,9.83
7654,32760.08,969,0.29373,37.82,99.15,146.80,253.62,361.07,444.69,1101.68,264488.29,719,7.43,0.03,3.32,6.15,8.51,9.36,9.68,9.83
7655,31550.63,913,0.29262,37.82,99.15,147.01,254.97,361.09,448.83,1101.68,265043.19,719,7.43,0.00,3.36,6.16,8.52,9.36,9.68,9.83
7656,30903.68,937,0.29524,37.82,95.69,145.82,255.51,364.04,450.43,1101.68,265660.98,719,7.45,0.07,3.40,6.17,8.52,9.36,9.69,9.84
7657,29735.74,852,0.29068,37.82,98.42,148.04,258.22,354.29,447.79,1101.68,266393.18,719,7.45,0.00,3.44,6.11,8.53,9.36,9.69,9.84
7658,32724.99,977,0.29555,23.62,99.15,148.42,250.64,354.17,453.35,1101.68,266418.04,719,7.45,0.00,3.46,6.11,8.52,9.36,9.69,9.84
7659,36001.34,1072,0.29723,37.82,97.08,145.27,256.25,354.65,455.07,1101.68,265450.35,719,7.45,0.00,3.45,6.11,8.53,9.36,9.69,9.84
7660,35646.34,1038,0.29943,37.82,96.84,146.62,247.68,361.69,458.23,1101.68,265202.81,719,7.44,0.00,3.45,6.12,8.53,9.36,9.68,9.84
7661,31661.31,928,0.29711,37.82,95.69,151.06,248.99,362.05,457.43,1101.68,265833.55,718,7.44,0.00,3.48,6.11,8.53,9.37,9.68,9.84
7662,36474.35,1066,0.29572,32.89,95.27,145.82,256.70,354.29,456.41,1101.68,265583.26,719,7.45,0.00,3.49,6.14,8.54,9.37,9.68,9.84
7663,33199.89,972,0.29614,16.82,96.63,146.80,253.62,358.12,455.07,1101.68,265880.27,718,7.45,0.00,3.45,6.11,8.54,9.37,9.68,9.84
7664,29189.91,848,0.29207,37.82,97.65,151.19,253.32,360.82,449.21,1101.68,266595.70,715,7.43,0.00,3.40,6.10,8.53,9.37,9.68,9.84
7665,34033.45,994,0.29236,37.82,97.11,152.24,254.14,360.94,455.07,1101.68,266261.92,714,7.42,0.00,3.34,6.09,8.53,9.37,9.68,9.84
7666,29021.79,867,0.29285,37.82,97.65,151.15,257.50,358.95,458.47,1101.68,266811.88,711,7.39,0.00,3.18,6.00,8.50,9.36,9.67,9.84
7667,32035.86,917,0.29218,37.82,98.42,146.24,256.25,364.48,458.55,1101.68,266617.38,713,7.40,0.02,3.23,6.01,8.51,9.36,9.67,9.85
7668,30079.50,876,0.29451,37.82,97.68,151.56,249.21,360.73,464.13,1101.68,266870.22,714,7.41,0.00,3.24,6.04,8.51,9.36,9.67,9.85
7669,32999.60,973,0.29566,37.82,95.31,147.69,254.56,364.16,454.65,1101.68,266587.33,713,7.39,0.00,3.22,5.99,8.49,9.36,9.67,9.83
7670,32996.69,935,0.29542,37.82,97.65,150.13,254.97,359.91,455.85,1101.68,266221.78,714,7.39,0.00,3.23,5.99,8.50,9.36,9.67,9.84
7671,31479.01,913,0.29640,37.82,97.76,149.01,253.65,359.45,458.88,1101.68,266207.23,715,7.41,0.09,3.27,6.02,8.51,9.36,9.67,9.84
7672,31519.77,908,0.29774,37.82,96.85,147.66,252.07,363.42,462.41,1101.68,266351.68,713,7.40,0.00,3.27,6.02,8.48,9.36,9.67,9.84
7673,33120.85,978,0.30001,37.82,95.96,150.65,247.42,362.79,460.58,1101.68,266114.34,715,7.40,0.00,3.27,6.01,8.49,9.36,9.68,9.84
7674,31234.59,920,0.29436,37.82,96.43,148.27,255.47,363.35,452.09,1101.68,266288.68,715,7.42,0.05,3.31,6.02,8.49,9.37,9.68,9.84
7675,31376.98,908,0.29422,37.82,98.42,147.76,252.90,362.57,460.08,1101.68,266513.54,713,7.41,0.00,3.23,6.00,8.47,9.36,9.68,9.84
7676,31503.95,909,0.29458,37.82,98.42,147.42,257.51,360.65,455.07,1101.68,266650.44,715,7.41,0.00,3.11,6.02,8.48,9.36,9.67,9.83
7677,31883.81,934,0.29650,37.82,96.61,149.97,255.29,363.38,455.07,1101.68,266136.36,713,7.40,0.00,3.06,6.03,8.48,9.36,9.66,9.83
