iteration,total_transactions_amount,transactions_count,gini,min,p10,p25,p50,p75,p90,max,total_wealth,adult_agents,edu_mean,edu_min,edu_p10,edu_p25,edu_p50,edu_p75,edu_p90,edu_max
45,758.89,118,0.30086,10.26,37.27,67.12,117.10,167.69,202.70,277.78,118190.48,647,5.28,0.00,1.02,2.47,5.63,7.84,9.20,9.99
46,975.64,148,0.30056,10.26,37.27,67.33,118.01,168.47,203.54,277.78,118292.93,647,5.28,0.00,1.04,2.47,5.64,7.82,9.20,9.99
47,793.76,125,0.30093,10.26,37.27,67.48,119.62,167.64,203.55,277.78,118413.22,647,5.29,0.00,1.06,2.45,5.64,7.83,9.20,9.99
48,933.42,141,0.30195,10.26,36.91,67.02,117.08,168.92,202.77,284.45,118305.12,646,5.29,0.00,1.08,2.45,5.63,7.84,9.20,9.99
49,804.03,128,0.30246,10.26,36.91,67.00,118.04,169.29,203.67,277.78,118622.56,647,5.30,0.01,1.10,2.47,5.65,7.85,9.21,9.99
50,802.74,121,0.30232,10.26,37.27,67.00,116.96,169.12,203.76,277.78,118270.91,647,5.29,0.00,1.10,2.38,5.64,7.85,9.21,9.99
51,919.76,146,0.30314,10.26,37.46,67.00,114.40,168.94,204.15,277.78,117885.55,645,5.28,0.00,1.10,2.32,5.63,7.85,9.21,9.99
52,611.45,92,0.30369,10.26,37.27,66.13,113.45,168.45,203.87,277.78,117747.75,644,5.28,0.00,1.13,2.24,5.63,7.85,9.21,9.99
53,692.60,109,0.30376,10.26,37.27,65.84,114.88,167.99,201.99,277.78,117650.49,644,5.28,0.00,1.14,2.23,5.64,7.85,9.21,9.99
54,735.72,122,0.30352,10.26,37.46,65.84,115.10,167.91,202.48,277.78,117970.77,646,5.29,0.02,1.17,2.24,5.66,7.85,9.21,9.99
55,942.05,157,0.30278,10.26,37.46,66.14,114.96,168.78,203.42,277.78,117987.07,645,5.29,0.00,1.17,2.18,5.65,7.86,9.21,9.99
56,866.42,130,0.30231,10.26,37.46,66.74,116.00,168.68,202.83,288.34,118028.61,643,5.28,0.00,1.17,2.06,5.65,7.85,9.20,9.99
57,664.56,104,0.30279,10.26,38.02,66.13,116.21,168.65,203.03,288.34,117878.86,643,5.28,0.00,1.19,2.05,5.67,7.86,9.20,9.99
58,894.69,137,0.30314,10.26,38.02,65.49,114.88,167.98,204.19,288.34,117484.57,641,5.27,0.00,1.19,1.92,5.67,7.84,9.19,9.99
59,910.17,148,0.30349,10.26,37.46,64.19,114.88,166.54,203.29,354.05,117560.87,640,5.26,0.00,1.19,1.67,5.66,7.82,9.18,9.99
60,896.17,149,0.30384,10.26,38.02,63.88,116.71,168.56,204.86,354.05,117885.80,641,5.27,0.02,1.22,1.69,5.68,7.83,9.18,9.99
61,1067.45,168,0.30360,10.26,38.02,63.88,117.08,168.49,205.00,354.05,117944.67,640,5.28,0.00,1.24,1.71,5.69,7.84,9.18,9.99
62,709.91,121,0.30426,10.26,37.46,64.19,116.44,169.22,204.14,354.05,118041.26,639,5.28,0.00,1.25,1.73,5.70,7.84,9.19,9.99
63,696.57,113,0.30558,10.26,37.27,63.48,116.64,170.40,204.01,354.05,118345.90,638,5.29,0.00,1.26,1.74,5.70,7.85,9.19,9.99
64,959.88,161,0.30601,10.26,37.27,64.04,117.37,170.42,204.38,354.05,118625.20,641,5.30,0.01,1.29,1.76,5.71,7.86,9.19,9.99
65,821.69,135,0.30574,10.26,37.27,62.68,117.94,170.42,203.79,354.05,118657.81,639,5.29,0.00,1.30,1.76,5.71,7.86,9.18,9.99
66,695.49,110,0.30615,10.26,36.91,63.16,117.13,169.39,203.83,354.05,118487.62,640,5.29,0.00,1.32,1.77,5.70,7.85,9.19,9.99
67,917.14,144,0.30555,10.26,37.27,63.56,116.42,168.97,201.74,354.05,117852.09,636,5.27,0.00,1.27,1.78,5.65,7.86,9.18,9.99
68,1151.05,177,0.30568,10.26,37.46,63.71,115.72,168.77,201.82,354.05,117924.49,635,5.28,0.00,1.29,1.80,5.64,7.83,9.18,9.99
69,834.16,134,0.30599,10.26,37.46,63.88,115.23,168.81,203.16,354.05,118023.27,637,5.28,0.00,1.31,1.82,5.65,7.84,9.18,9.99
70,945.86,159,0.30546,10.26,38.02,63.14,116.00,168.50,203.35,354.05,118318.36,638,5.30,0.04,1.34,1.85,5.66,7.84,9.18,9.99
71,1061.05,172,0.30518,10.26,38.02,64.19,116.20,170.04,202.39,354.05,118379.09,638,5.30,0.00,1.35,1.87,5.67,7.85,9.19,9.99
72,775.17,121,0.30522,10.26,38.02,64.05,115.74,168.99,203.21,354.05,118422.73,639,5.31,0.00,1.38,1.89,5.67,7.86,9.19,9.99
73,859.48,136,0.30560,10.26,38.02,64.19,116.36,170.11,203.26,354.05,118710.63,638,5.31,0.00,1.39,1.91,5.68,7.85,9.19,9.99
74,809.03,122,0.30747,10.26,38.02,63.66,116.27,170.68,204.75,354.05,118999.24,636,5.30,0.00,1.40,1.93,5.67,7.85,9.19,9.99
75,866.14,138,0.30796,10.26,38.02,62.37,116.87,170.42,206.02,354.05,119108.16,636,5.31,0.00,1.41,1.94,5.68,7.86,9.19,9.99
76,683.27,111,0.30810,10.26,38.42,62.11,116.85,172.67,206.56,354.05,119201.17,636,5.32,0.00,1.42,1.96,5.67,7.87,9.19,9.99
77,834.46,128,0.31000,10.26,38.42,62.21,117.04,170.55,206.61,404.61,119264.05,634,5.32,0.00,1.42,1.98,5.68,7.87,9.20,9.99
78,733.49,115,0.30995,10.26,38.47,62.53,117.24,172.08,206.82,404.61,119351.32,634,5.32,0.00,1.44,2.01,5.69,7.88,9.20,9.99
79,701.29,116,0.31016,10.26,38.47,62.27,117.96,172.44,206.26,404.61,119634.04,637,5.34,0.01,1.45,2.02,5.71,7.88,9.20,9.99
80,812.68,123,0.30951,10.26,38.47,62.12,117.55,171.48,207.67,404.61,119677.78,638,5.34,0.00,1.46,2.05,5.71,7.88,9.19,9.99
81,690.31,111,0.30941,10.26,38.47,62.81,118.43,171.33,207.63,404.61,119957.20,638,5.35,0.04,1.49,2.07,5.73,7.88,9.19,9.99
82,801.84,136,0.30970,10.26,38.47,61.10,117.76,171.47,209.27,404.61,120024.69,638,5.36,0.00,1.51,2.09,5.74,7.88,9.19,9.99
83,966.29,162,0.30959,10.26,38.47,61.40,115.91,171.33,208.47,404.61,119643.87,634,5.33,0.00,1.48,2.10,5.73,7.87,9.19,9.99
84,745.61,122,0.30932,10.26,38.83,61.18,116.75,171.25,207.52,404.61,119469.61,635,5.33,0.00,1.49,2.11,5.71,7.85,9.19,9.99
85,919.84,145,0.30907,10.26,38.98,61.56,117.75,171.34,208.24,404.61,119767.00,637,5.34,0.03,1.52,2.14,5.72,7.85,9.19,9.99
86,939.03,155,0.30878,10.26,38.98,61.99,117.94,171.50,206.60,404.61,119422.81,634,5.33,0.00,1.48,2.15,5.74,7.85,9.19,9.99
87,906.31,151,0.30742,10.26,38.98,62.44,118.33,170.03,204.71,404.61,119515.12,632,5.33,0.00,1.45,2.17,5.74,7.84,9.19,9.99
88,697.04,116,0.30756,10.26,39.06,62.46,119.14,170.62,205.43,404.61,119432.06,632,5.32,0.00,1.44,2.19,5.73,7.85,9.19,9.99
89,882.12,135,0.30783,10.26,39.68,63.11,118.38,170.42,206.58,404.61,119524.46,630,5.31,0.00,1.45,2.21,5.73,7.83,9.19,9.99
90,733.47,117,0.30756,10.26,40.04,63.44,118.21,170.39,204.66,404.61,119655.07,629,5.32,0.00,1.45,2.23,5.74,7.83,9.20,9.99
91,983.84,153,0.30796,10.26,40.83,63.07,118.72,170.97,206.13,404.61,119723.40,630,5.32,0.00,1.43,2.25,5.73,7.80,9.20,9.99
92,847.91,132,0.30778,10.26,40.83,63.01,117.45,171.58,207.46,404.61,119819.69,630,5.33,0.00,1.44,2.27,5.73,7.79,9.17,9.99
93,766.80,128,0.30753,10.26,40.83,62.23,118.78,171.24,207.57,404.61,120148.28,631,5.34,0.03,1.46,2.29,5.75,7.80,9.17,9.99
94,763.03,120,0.30763,10.26,40.83,62.61,118.58,171.27,206.63,404.61,120190.49,631,5.34,0.00,1.47,2.31,5.75,7.77,9.16,9.99
95,1053.28,165,0.30775,10.26,41.37,63.83,118.26,172.06,206.10,404.61,120479.21,629,5.34,0.00,1.47,2.34,5.76,7.78,9.16,9.99
96,1097.71,170,0.30801,10.26,41.37,64.24,118.73,172.21,207.97,404.61,120785.67,629,5.35,0.01,1.50,2.35,5.77,7.78,9.16,9.99
97,830.01,138,0.30830,10.26,41.30,64.49,118.18,172.51,207.59,404.61,120658.40,628,5.35,0.00,1.51,2.36,5.78,7.79,9.16,9.99
98,819.64,137,0.30787,10.26,41.37,64.24,119.16,172.64,207.79,404.61,120958.68,630,5.37,0.03,1.53,2.38,5.78,7.80,9.16,9.99
99,963.24,152,0.30724,10.26,41.37,64.36,119.13,173.11,207.47,404.61,121223.87,630,5.37,0.00,1.55,2.40,5.79,7.80,9.17,9.99
100,861.07,142,0.30699,10.26,41.37,64.24,119.66,173.26,207.84,404.61,121487.83,633,5.39,0.03,1.58,2.42,5.80,7.81,9.17,9.99
101,729.11,119,0.30766,10.26,41.30,64.24,119.55,174.08,207.78,404.61,121742.35,632,5.39,0.00,1.59,2.44,5.81,7.81,9.17,9.99
102,743.79,118,0.30855,10.26,41.30,64.77,119.48,174.98,208.70,404.61,121989.32,633,5.40,0.00,1.63,2.46,5.82,7.82,9.17,9.99
103,805.88,139,0.30916,10.26,41.30,64.24,120.34,176.04,209.07,404.61,122071.62,634,5.40,0.00,1.63,2.49,5.82,7.82,9.18,9.99
104,823.78,130,0.30983,10.26,41.30,64.19,119.99,175.92,209.63,404.61,122330.76,634,5.41,0.00,1.63,2.50,5.83,7.82,9.18,9.99
105,821.67,145,0.31007,10.26,41.37,64.45,119.26,175.91,210.65,404.61,122147.17,631,5.40,0.00,1.63,2.51,5.82,7.82,9.18,9.99
106,900.03,147,0.30937,10.26,41.37,64.30,120.88,176.09,212.50,404.61,122435.03,631,5.41,0.01,1.63,2.53,5.84,7.82,9.18,9.99
107,855.01,141,0.30924,10.26,41.70,64.07,119.38,176.42,210.46,404.61,122467.04,631,5.41,0.00,1.64,2.55,5.83,7.82,9.18,9.99
108,864.11,139,0.30893,10.26,41.70,64.55,119.79,177.27,209.24,404.61,122743.07,633,5.42,0.01,1.67,2.57,5.84,7.83,9.18,9.99
109,751.39,126,0.30958,10.26,41.70,64.24,120.05,178.15,209.80,449.21,123019.33,632,5.43,0.00,1.68,2.59,5.85,7.83,9.18,9.99
110,842.41,142,0.30995,10.26,41.70,63.98,117.66,177.61,209.15,449.21,122704.43,629,5.41,0.00,1.69,2.60,5.84,7.82,9.18,9.99
111,837.64,136,0.30990,10.26,42.24,64.24,118.53,176.83,211.15,449.21,123014.25,630,5.43,0.01,1.71,2.61,5.85,7.83,9.18,9.99
112,831.52,135,0.30974,10.26,42.24,64.24,119.46,177.89,212.02,449.21,123300.85,632,5.44,0.03,1.73,2.64,5.86,7.83,9.18,9.99
113,509.59,89,0.30893,10.26,42.24,64.75,120.24,178.57,211.95,449.21,123581.79,631,5.44,0.00,1.75,2.66,5.87,7.84,9.19,9.99
114,1019.97,162,0.30843,10.26,42.58,64.97,120.97,178.86,209.31,449.21,123577.29,632,5.45,0.00,1.75,2.68,5.87,7.84,9.19,9.99
115,890.60,139,0.30815,10.26,42.60,64.70,121.74,177.90,209.95,449.21,123828.69,633,5.46,0.01,1.77,2.71,5.88,7.85,9.19,9.99
116,882.21,146,0.30812,10.26,42.75,65.38,121.29,177.97,212.25,449.21,124074.10,633,5.46,0.00,1.77,2.73,5.89,7.85,9.19,9.99
117,969.73,159,0.30788,10.26,42.60,65.54,121.70,178.53,211.48,449.21,124066.92,634,5.47,0.00,1.79,2.75,5.90,7.85,9.19,9.99
118,889.59,144,0.30770,10.26,42.60,65.54,122.22,178.75,211.95,449.21,124098.18,635,5.47,0.00,1.80,2.77,5.90,7.86,9.20,9.99
119,715.41,113,0.30741,10.26,42.60,65.84,123.13,179.31,212.51,449.21,124385.16,637,5.49,0.02,1.83,2.79,5.91,7.87,9.20,9.99
120,712.43,107,0.30726,10.26,43.19,66.12,123.14,179.13,212.62,449.21,124651.98,639,5.50,0.06,1.85,2.81,5.93,7.88,9.20,9.99
121,893.05,145,0.30719,10.26,43.28,66.09,124.10,178.37,212.50,449.21,124665.90,637,5.49,0.00,1.85,2.82,5.94,7.86,9.20,9.99
122,777.76,123,0.30782,10.26,43.19,65.54,124.78,178.32,212.61,449.21,124718.13,637,5.49,0.00,1.86,2.83,5.94,7.87,9.21,9.99
123,816.16,126,0.30937,10.26,43.19,65.54,124.27,178.18,212.10,461.94,124973.51,640,5.50,0.00,1.85,2.85,5.94,7.87,9.21,9.99
124,985.80,160,0.31064,10.26,43.76,65.84,123.34,178.67,212.04,470.36,125024.83,638,5.49,0.00,1.84,2.86,5.94,7.88,9.21,9.99
125,640.25,106,0.31080,10.26,43.76,65.31,121.90,179.52,212.75,470.36,125118.56,640,5.49,0.00,1.87,2.88,5.96,7.87,9.21,9.99
126,939.71,152,0.31065,10.26,43.60,65.31,121.28,178.48,212.46,470.36,125395.68,642,5.51,0.03,1.88,2.89,5.97,7.88,9.21,9.99
127,969.74,153,0.31034,10.26,43.95,64.65,121.12,178.47,212.23,470.36,124958.98,640,5.48,0.00,1.89,2.90,5.94,7.81,9.20,9.99
128,635.27,105,0.31017,10.26,44.62,64.19,122.66,178.65,210.74,470.36,124788.06,640,5.48,0.00,1.89,2.92,5.94,7.80,9.18,9.99
129,1002.90,150,0.31137,10.26,44.62,64.19,122.58,178.67,212.01,470.36,124881.57,638,5.47,0.00,1.85,2.93,5.93,7.80,9.19,9.99
130,762.35,130,0.31154,10.26,43.95,64.40,121.90,177.95,210.81,470.36,124780.61,636,5.47,0.00,1.87,2.95,5.94,7.80,9.19,9.99
131,967.74,159,0.31150,10.26,43.95,64.55,117.68,177.77,211.75,470.36,124631.03,637,5.46,0.00,1.87,2.97,5.94,7.80,9.19,9.99
132,771.00,121,0.31137,10.26,43.95,64.24,118.50,178.41,210.71,470.36,124734.34,638,5.47,0.00,1.88,2.98,5.94,7.80,9.19,9.99
133,731.87,117,0.31142,10.26,44.62,64.80,118.55,179.03,211.39,470.36,124885.73,638,5.47,0.00,1.83,3.00,5.95,7.81,9.19,9.99
134,879.61,142,0.31124,10.26,44.93,64.80,119.99,179.45,212.96,470.36,125188.53,638,5.48,0.02,1.85,3.03,5.96,7.82,9.20,9.99
135,717.25,114,0.31091,10.26,45.08,64.80,120.23,179.97,212.23,470.36,125480.21,642,5.50,0.03,1.87,3.05,5.97,7.83,9.20,9.99
136,1063.82,162,0.31113,10.26,45.15,65.39,120.61,180.09,212.91,470.36,125742.07,641,5.50,0.00,1.90,3.07,5.98,7.82,9.20,9.99
137,1083.11,170,0.31163,10.26,45.15,65.54,119.42,180.47,214.28,470.36,125760.52,641,5.50,0.00,1.90,3.07,5.98,7.82,9.20,9.99
138,947.99,153,0.31182,10.26,45.08,65.54,121.68,182.00,213.11,470.36,126057.21,642,5.51,0.02,1.92,3.10,6.00,7.83,9.20,9.99
139,1124.22,175,0.31090,10.26,45.15,65.54,123.02,181.61,213.01,470.36,126326.40,642,5.52,0.03,1.93,3.12,6.01,7.84,9.20,9.99
140,864.30,143,0.31119,10.26,45.15,65.84,124.01,181.87,214.17,470.36,126345.04,642,5.53,0.00,1.94,3.13,6.00,7.84,9.20,9.99
141,813.55,133,0.31079,10.26,45.15,65.31,123.69,181.13,213.90,470.36,126627.40,642,5.54,0.03,1.96,3.15,6.02,7.85,9.20,9.99
142,1076.33,165,0.30991,10.26,45.15,66.23,124.72,181.73,214.66,470.36,126881.88,644,5.55,0.07,1.99,3.17,6.03,7.85,9.21,9.99
143,944.62,153,0.31041,10.26,45.29,65.92,124.28,181.81,215.35,470.36,126907.90,648,5.55,0.00,2.00,3.19,6.04,7.86,9.21,9.99
144,940.95,144,0.30998,10.26,45.40,65.91,122.89,181.80,214.37,470.36,127138.22,648,5.57,0.04,2.01,3.20,6.06,7.86,9.21,9.99
145,989.58,154,0.30950,10.26,45.40,66.57,122.92,182.23,214.35,470.36,127135.12,647,5.57,0.00,2.03,3.21,6.07,7.87,9.22,9.99
146,1025.64,167,0.30966,10.26,45.25,65.84,122.03,182.94,216.00,470.36,127366.49,647,5.58,0.00,2.05,3.23,6.06,7.87,9.22,9.99
147,880.35,145,0.31004,10.26,45.40,65.84,125.03,182.94,214.67,470.36,127610.80,646,5.57,0.00,2.06,3.25,6.07,7.88,9.22,9.99
148,952.82,151,0.31012,10.26,45.40,65.91,125.51,182.94,216.61,470.36,127856.28,650,5.58,0.01,2.08,3.26,6.08,7.88,9.22,9.99
149,950.10,152,0.30982,10.26,45.40,66.23,124.35,182.87,216.23,470.36,127878.99,648,5.58,0.00,2.07,3.27,6.04,7.89,9.22,9.99
150,1020.44,160,0.30960,10.26,45.58,66.67,125.04,183.34,215.18,470.36,128149.69,650,5.59,0.01,2.10,3.30,6.05,7.89,9.22,9.99
151,840.47,145,0.31020,10.26,45.54,66.07,123.97,183.36,216.02,470.36,127976.40,647,5.58,0.00,2.01,3.30,6.05,7.88,9.22,9.99
152,566.91,95,0.31004,10.26,45.54,66.23,123.81,184.18,216.38,470.36,128268.37,650,5.60,0.03,2.03,3.33,6.05,7.89,9.23,9.99
153,1017.86,156,0.30958,10.26,45.40,66.38,122.75,184.63,216.39,470.36,128272.03,649,5.60,0.00,2.05,3.34,6.04,7.89,9.22,9.99
154,766.04,133,0.30984,10.26,45.40,66.45,121.78,185.63,216.03,470.36,128324.95,648,5.60,0.00,2.06,3.36,6.05,7.90,9.23,9.99
155,941.51,145,0.30951,10.26,45.54,66.82,123.43,184.50,216.43,470.36,128592.95,650,5.62,0.04,2.09,3.38,6.05,7.90,9.23,9.99
156,970.17,156,0.31067,10.26,45.40,65.91,122.56,185.75,215.93,470.36,128626.90,647,5.60,0.00,2.08,3.38,6.05,7.91,9.23,9.99
157,841.30,137,0.31000,10.26,45.58,66.23,122.85,185.95,215.83,470.36,128643.49,647,5.59,0.00,2.03,3.39,6.01,7.90,9.21,9.99
158,764.27,133,0.30986,10.26,45.58,66.23,123.71,185.88,215.39,470.36,128958.39,647,5.60,0.03,2.05,3.42,6.02,7.90,9.21,9.99
159,807.44,134,0.31025,10.26,45.85,66.23,123.26,186.24,215.80,470.36,129250.51,647,5.60,0.00,2.06,3.44,6.02,7.90,9.22,9.99
160,717.85,121,0.31134,10.26,45.79,66.23,124.47,186.18,215.72,470.36,129544.43,646,5.60,0.00,2.06,3.45,5.99,7.90,9.22,9.99
161,785.95,128,0.31078,10.26,45.88,66.31,123.71,186.21,218.12,470.36,129848.01,649,5.61,0.01,2.08,3.47,6.01,7.90,9.22,9.99
162,879.82,149,0.31043,10.26,45.85,67.02,125.16,185.49,218.39,470.36,129902.19,649,5.62,0.00,2.09,3.48,6.01,7.91,9.22,9.99
163,868.35,146,0.30998,10.26,45.88,67.00,126.13,184.81,218.70,470.36,130179.57,649,5.63,0.02,2.10,3.49,6.02,7.91,9.23,9.99
164,809.78,120,0.30998,10.26,45.88,66.68,124.75,185.03,218.87,470.36,129949.00,648,5.62,0.00,2.12,3.50,6.00,7.91,9.22,9.99
165,979.38,150,0.30958,10.26,45.88,66.82,126.48,185.54,219.05,470.36,130226.42,648,5.64,0.02,2.12,3.52,6.01,7.91,9.22,9.99
166,911.09,143,0.30956,10.26,46.06,67.33,127.14,186.29,219.61,470.36,130493.91,649,5.65,0.06,2.16,3.54,6.01,7.92,9.23,9.99
167,887.16,144,0.30951,10.26,46.11,67.49,125.20,186.31,219.48,470.36,130513.84,648,5.64,0.00,2.14,3.56,6.00,7.91,9.23,9.99
168,1042.73,166,0.31001,10.26,46.11,67.76,124.64,185.91,218.93,525.24,130782.43,646,5.63,0.00,2.08,3.55,5.93,7.90,9.22,9.99
169,852.72,147,0.30999,10.26,46.25,67.47,127.33,186.77,218.55,525.24,131082.59,647,5.62,0.00,2.07,3.57,5.91,7.89,9.21,9.99
170,854.72,127,0.30986,10.26,46.41,67.61,127.50,187.60,219.69,525.24,131383.88,646,5.63,0.00,2.08,3.58,5.93,7.90,9.21,9.99
171,765.58,126,0.30808,10.26,47.43,67.88,127.60,188.11,218.36,525.24,131681.62,646,5.63,0.00,2.09,3.60,5.91,7.90,9.20,9.99
172,913.74,135,0.30749,10.26,47.29,68.43,129.04,189.20,218.15,525.24,131966.55,647,5.64,0.03,2.12,3.62,5.92,7.91,9.21,9.99
