iteration,total_transactions_amount,transactions_count,gini,min,p10,p25,p50,p75,p90,max,total_wealth,adult_agents,edu_mean,edu_min,edu_p10,edu_p25,edu_p50,edu_p75,edu_p90,edu_max
1323,1474.93,213,0.23735,25.14,55.62,87.82,157.30,185.72,211.89,406.45,142515.23,781,6.24,0.00,2.07,4.90,7.41,8.01,8.37,8.95
1324,1550.30,238,0.23664,25.14,55.97,88.69,157.44,186.17,212.82,406.45,142535.29,781,6.25,0.02,2.10,4.92,7.42,8.01,8.38,8.96
1325,1405.09,201,0.23786,25.14,55.97,88.60,156.96,186.88,212.37,406.45,142609.06,779,6.23,0.00,2.08,4.89,7.42,8.00,8.38,8.96
1326,1052.68,162,0.23663,25.14,55.97,88.69,157.39,187.33,211.43,406.45,142675.36,780,6.24,0.01,2.10,4.90,7.42,8.01,8.38,8.96
1327,1370.70,202,0.23818,25.14,55.62,87.62,157.14,187.37,212.09,406.45,142509.07,779,6.24,0.00,2.07,4.89,7.42,8.01,8.38,8.96
1328,1282.80,188,0.23807,25.14,55.62,88.61,157.93,187.39,211.77,406.45,142636.34,779,6.24,0.00,2.07,4.88,7.43,8.01,8.38,8.97
1329,1525.31,228,0.23885,25.14,55.61,88.02,159.06,187.69,211.92,406.45,142753.55,779,6.24,0.00,2.07,4.90,7.42,8.01,8.38,8.97
1330,1119.15,169,0.23817,25.14,55.62,88.69,158.77,188.77,212.19,406.45,142859.72,778,6.24,0.00,2.08,4.90,7.43,8.02,8.38,8.98
1331,1664.46,249,0.23909,25.14,55.83,85.73,158.47,190.40,212.09,406.45,142965.55,776,6.23,0.00,2.03,4.89,7.43,8.02,8.38,8.98
1332,1467.06,211,0.23686,25.14,56.03,86.72,156.42,189.36,213.79,388.64,142987.45,775,6.22,0.00,1.99,4.88,7.43,8.02,8.39,8.98
1333,948.23,141,0.23711,25.14,55.99,87.38,157.20,189.51,212.74,388.64,143091.28,773,6.21,0.00,1.99,4.79,7.42,8.02,8.39,8.91
1334,1341.43,197,0.23592,25.14,56.04,87.82,157.96,189.40,212.37,388.64,143163.84,774,6.22,0.02,2.02,4.81,7.43,8.03,8.40,8.91
1335,1190.46,184,0.23546,25.14,56.46,87.82,157.48,190.85,213.27,388.64,143283.91,775,6.23,0.04,2.03,4.83,7.43,8.03,8.40,8.91
1336,1237.55,184,0.23600,25.14,56.04,87.56,158.42,189.97,214.85,388.64,143429.10,774,6.23,0.00,2.00,4.81,7.41,8.03,8.40,8.91
1337,1172.22,178,0.23546,25.14,56.04,88.48,159.16,190.10,214.71,388.64,143531.65,776,6.24,0.02,2.03,4.82,7.42,8.04,8.41,8.92
1338,1256.80,186,0.23609,25.14,56.04,88.71,159.16,189.93,214.37,388.64,143663.20,775,6.24,0.00,2.03,4.81,7.43,8.04,8.41,8.92
1339,1594.93,234,0.23766,25.14,56.62,88.96,158.59,189.96,214.83,388.64,143540.86,774,6.23,0.00,2.02,4.81,7.44,8.04,8.41,8.92
1340,1343.85,199,0.23747,25.14,56.75,89.15,158.27,190.25,214.94,388.64,143657.35,774,6.24,0.01,2.04,4.82,7.44,8.05,8.41,8.93
1341,1459.12,216,0.23694,25.14,56.62,88.96,158.28,191.28,213.38,388.64,143794.28,774,6.25,0.04,2.07,4.84,7.44,8.05,8.42,8.93
1342,1389.94,210,0.23846,25.14,56.62,89.17,158.38,190.73,214.53,412.16,143716.39,773,6.24,0.00,2.02,4.82,7.45,8.05,8.42,8.93
1343,1785.98,268,0.23774,25.14,56.62,88.96,159.86,190.35,214.13,412.16,143889.01,775,6.24,0.00,2.04,4.82,7.45,8.05,8.42,8.94
1344,1238.98,183,0.23886,25.14,56.03,88.96,159.77,190.70,215.44,412.16,144078.99,772,6.22,0.00,2.05,4.81,7.44,8.06,8.42,8.94
1345,1177.71,178,0.23809,25.14,56.03,88.96,159.31,190.46,215.04,412.16,144224.52,774,6.23,0.03,2.07,4.83,7.45,8.06,8.42,8.94
1346,1355.91,205,0.23908,25.14,56.03,89.98,158.34,190.50,214.58,412.16,144369.45,772,6.22,0.00,1.90,4.82,7.44,8.06,8.42,8.94
1347,1405.00,208,0.23910,25.14,55.99,88.85,159.82,190.60,213.83,412.16,144295.24,772,6.22,0.00,1.87,4.81,7.45,8.06,8.43,8.95
1348,1459.65,206,0.23926,25.14,55.99,88.96,158.49,190.37,215.00,412.16,144435.63,773,6.23,0.02,1.90,4.82,7.45,8.07,8.43,8.95
1349,1179.60,174,0.23929,25.14,55.99,89.19,158.31,190.40,215.94,412.16,144375.93,775,6.23,0.00,1.91,4.78,7.44,8.07,8.43,8.95
1350,1648.06,242,0.23884,25.14,55.99,88.69,159.67,190.61,215.41,412.16,144485.39,775,6.24,0.04,1.93,4.79,7.45,8.07,8.43,8.96
1351,1288.62,208,0.23947,25.14,55.99,88.96,159.35,189.89,214.26,412.16,144640.46,773,6.22,0.00,1.88,4.78,7.44,8.07,8.43,8.92
1352,1384.35,205,0.23814,25.14,55.99,89.52,159.98,190.84,214.39,388.64,144645.23,773,6.23,0.01,1.89,4.79,7.44,8.08,8.43,8.93
1353,1208.44,185,0.23795,25.14,56.04,89.64,160.04,190.26,214.18,388.64,144707.19,773,6.23,0.00,1.85,4.80,7.45,8.09,8.44,8.93
1354,1189.93,180,0.23785,25.14,56.04,89.01,159.35,191.66,214.71,388.64,144786.60,772,6.23,0.00,1.85,4.78,7.44,8.09,8.44,8.93
1355,1197.75,175,0.23717,25.14,56.70,89.45,160.01,191.78,215.44,388.64,144880.66,772,6.24,0.04,1.87,4.80,7.45,8.10,8.45,8.94
1356,1523.00,234,0.23817,25.14,56.19,88.32,160.95,191.29,214.55,388.64,144988.66,772,6.23,0.00,1.86,4.79,7.44,8.10,8.45,8.94
1357,1132.73,168,0.23938,25.14,56.40,87.30,159.24,190.84,214.03,388.64,144628.67,772,6.23,0.00,1.82,4.79,7.43,8.10,8.45,8.94
1358,1607.45,239,0.23957,25.14,56.62,86.88,160.50,191.03,215.94,388.64,144696.21,774,6.24,0.01,1.86,4.80,7.44,8.10,8.45,8.95
1359,1593.57,236,0.24297,25.14,56.04,87.30,160.27,191.48,216.48,414.27,144804.92,772,6.22,0.00,1.83,4.70,7.43,8.10,8.45,8.95
1360,1395.94,206,0.24402,25.14,56.22,86.94,160.00,192.08,217.27,388.64,144645.59,768,6.20,0.00,1.74,4.68,7.42,8.11,8.45,8.95
1361,1036.93,156,0.24370,25.14,56.92,87.32,159.15,192.17,217.54,388.64,144804.38,766,6.18,0.00,1.69,4.69,7.42,8.11,8.44,8.95
1362,1420.30,211,0.24285,27.96,57.11,87.98,158.60,191.90,217.27,388.64,144951.25,764,6.17,0.00,1.68,4.65,7.38,8.10,8.44,8.95
1363,1481.48,218,0.24289,27.96,56.75,87.34,158.67,191.48,215.63,388.64,144820.84,763,6.16,0.00,1.70,4.62,7.38,8.10,8.44,8.96
1364,1095.52,159,0.24208,27.96,56.79,88.18,158.60,191.87,215.76,388.64,144958.50,762,6.16,0.00,1.73,4.61,7.37,8.10,8.44,8.96
1365,1400.45,200,0.24160,27.96,57.55,87.45,158.92,192.01,215.78,388.64,144807.29,761,6.16,0.00,1.73,4.61,7.37,8.11,8.45,8.96
1366,1552.27,231,0.24420,27.96,56.79,87.40,158.77,192.01,214.50,523.97,144732.31,758,6.14,0.00,1.68,4.58,7.35,8.10,8.44,8.97
1367,1386.41,203,0.24552,27.96,56.75,87.02,158.51,192.16,214.94,523.97,144851.68,759,6.14,0.00,1.66,4.58,7.35,8.11,8.44,8.97
1368,1273.76,185,0.24376,27.96,56.79,87.82,158.85,192.89,215.29,523.97,144966.89,758,6.14,0.00,1.65,4.58,7.35,8.12,8.45,8.97
1369,1313.48,192,0.24364,27.96,57.61,87.29,158.56,193.87,216.07,523.97,145116.95,757,6.15,0.00,1.67,4.59,7.34,8.12,8.45,8.97
1370,1327.76,203,0.24322,27.96,58.19,88.61,158.94,193.52,216.26,523.97,145267.27,757,6.15,0.00,1.68,4.61,7.34,8.13,8.45,8.98
1371,1632.59,236,0.24453,27.96,58.55,87.84,157.89,194.47,215.94,523.97,145429.50,758,6.14,0.00,1.65,4.57,7.34,8.13,8.44,8.98
1372,1452.75,209,0.24400,27.96,58.63,87.82,156.39,193.68,215.94,523.97,145084.50,756,6.13,0.00,1.65,4.52,7.32,8.13,8.44,8.98
1373,1040.07,158,0.24372,27.96,58.45,88.20,159.93,194.26,216.67,523.97,145289.67,757,6.13,0.00,1.59,4.53,7.32,8.14,8.45,8.98
1374,1038.37,151,0.24270,27.96,58.70,88.96,160.40,194.01,215.98,523.97,145459.51,757,6.14,0.03,1.61,4.54,7.33,8.14,8.45,8.99
1375,1279.46,195,0.24288,27.96,58.98,88.89,159.60,193.90,215.18,523.97,145436.21,756,6.13,0.00,1.61,4.54,7.31,8.14,8.45,8.99
1376,1207.15,177,0.24423,27.96,59.13,87.68,158.81,194.29,215.67,523.97,145645.63,754,6.12,0.00,1.63,4.53,7.31,8.14,8.45,8.99
1377,1525.77,214,0.24378,27.96,58.62,87.33,161.21,194.79,214.83,523.97,145824.85,755,6.13,0.00,1.64,4.55,7.32,8.15,8.45,8.99
1378,1391.12,205,0.24427,27.96,58.98,87.29,159.31,194.15,216.12,523.97,145979.63,753,6.11,0.00,1.62,4.55,7.31,8.15,8.45,9.00
1379,1337.42,181,0.24542,27.96,58.98,88.46,157.98,193.55,217.61,523.97,145941.35,751,6.10,0.00,1.61,4.50,7.28,8.15,8.45,8.98
1380,1168.16,171,0.24542,27.96,58.98,87.81,157.90,194.19,217.49,523.97,145711.81,749,6.10,0.00,1.60,4.44,7.28,8.15,8.45,8.98
1381,1594.30,226,0.24592,27.96,59.06,87.82,156.11,195.50,217.25,523.97,145923.75,751,6.11,0.02,1.61,4.46,7.29,8.16,8.45,8.99
1382,1343.56,204,0.24771,27.96,59.06,87.21,154.44,196.58,217.16,523.97,146124.31,748,6.09,0.00,1.58,4.40,7.28,8.16,8.46,8.99
1383,1499.67,219,0.24741,27.96,58.98,87.84,156.83,196.06,217.95,523.97,146336.86,748,6.11,0.02,1.60,4.43,7.28,8.16,8.46,8.99
1384,1261.34,182,0.24711,27.96,59.13,88.86,157.15,195.55,218.86,523.97,146566.64,748,6.12,0.05,1.61,4.45,7.29,8.17,8.46,9.00
1385,1318.32,182,0.24598,27.96,59.50,89.18,158.24,196.15,218.14,523.97,146583.06,747,6.11,0.00,1.62,4.38,7.28,8.17,8.47,9.00
1386,1369.55,189,0.24950,27.96,59.29,87.29,158.34,195.60,219.03,523.97,146634.08,745,6.09,0.00,1.62,4.32,7.27,8.17,8.46,8.96
1387,1225.64,176,0.24916,27.96,59.35,87.06,157.74,196.13,218.55,523.97,146752.65,743,6.08,0.00,1.63,4.32,7.26,8.16,8.47,8.96
1388,1345.41,199,0.24945,27.96,59.13,87.92,157.79,196.12,218.14,523.97,146909.85,743,6.08,0.00,1.64,4.31,7.25,8.17,8.47,8.96
1389,1207.91,174,0.25154,27.96,59.13,87.02,155.28,195.87,217.17,523.97,147035.56,741,6.07,0.00,1.62,4.28,7.24,8.17,8.47,8.96
1390,1250.54,170,0.25051,27.96,59.76,85.85,155.70,195.86,218.12,523.97,146868.02,738,6.05,0.00,1.55,4.25,7.23,8.17,8.46,8.97
1391,1350.91,187,0.25007,27.96,59.76,84.64,156.17,195.76,218.55,523.97,146732.94,735,6.04,0.00,1.56,4.21,7.20,8.16,8.46,8.88
1392,1019.06,157,0.24928,27.96,59.76,85.64,157.01,196.57,220.65,523.97,146859.99,735,6.04,0.00,1.56,4.20,7.20,8.17,8.46,8.88
1393,1038.92,153,0.24930,27.96,59.13,85.85,156.98,197.20,219.03,523.97,146822.11,736,6.04,0.00,1.56,4.22,7.20,8.17,8.47,8.88
1394,1231.04,179,0.24868,27.96,59.66,85.07,158.59,197.03,219.41,523.97,146764.07,733,6.03,0.00,1.56,4.17,7.18,8.17,8.47,8.88
1395,1238.96,184,0.24876,27.96,59.76,85.85,156.51,197.48,219.48,523.97,146713.20,730,6.00,0.00,1.54,4.13,7.14,8.17,8.48,8.89
1396,1285.73,178,0.24852,27.96,59.75,85.25,155.31,196.89,220.73,430.49,146581.22,728,5.99,0.00,1.51,4.12,7.13,8.17,8.47,8.89
1397,1144.14,174,0.24950,27.96,59.76,85.85,155.53,197.72,221.06,407.20,146716.36,727,5.98,0.00,1.45,4.09,7.12,8.18,8.47,8.89
1398,1065.64,147,0.24972,27.96,60.00,85.23,156.10,197.94,220.16,407.20,146811.60,726,5.98,0.00,1.45,4.05,7.10,8.18,8.47,8.87
1399,1615.87,248,0.25040,27.96,59.76,85.58,157.24,197.74,220.79,407.20,146696.51,725,5.97,0.00,1.43,4.01,7.10,8.18,8.47,8.87
1400,1229.07,166,0.24915,27.96,59.66,86.02,157.24,197.85,220.94,407.20,146830.38,725,5.97,0.00,1.44,4.02,7.10,8.18,8.48,8.87
1401,1282.72,193,0.25012,27.96,59.76,86.45,157.24,198.68,220.81,407.20,146943.22,725,5.97,0.00,1.45,4.03,7.10,8.19,8.48,8.86
1402,1302.65,184,0.24895,27.96,59.76,86.48,155.59,197.99,221.37,407.20,146804.99,723,5.97,0.00,1.42,3.97,7.10,8.19,8.48,8.86
1403,1385.07,197,0.25018,27.96,59.76,86.75,154.72,198.74,221.91,407.20,146915.19,722,5.95,0.00,1.39,3.92,7.08,8.19,8.48,8.86
1404,1506.90,222,0.25036,27.96,59.76,87.02,154.49,198.66,221.57,407.20,146734.78,724,5.96,0.00,1.41,3.91,7.09,8.19,8.48,8.86
1405,1023.52,152,0.24977,27.96,59.66,87.17,154.33,198.44,222.13,407.20,146662.98,724,5.96,0.00,1.39,3.90,7.10,8.20,8.49,8.87
1406,1204.60,169,0.24916,27.96,59.76,86.74,154.49,197.99,223.23,407.20,146733.66,722,5.95,0.00,1.38,3.91,7.08,8.20,8.49,8.87
1407,1332.49,199,0.25128,27.96,59.76,85.85,154.54,197.29,222.71,407.20,146603.34,718,5.93,0.00,1.28,3.83,7.07,8.20,8.49,8.87
1408,1474.97,212,0.25077,27.96,59.66,85.16,154.81,197.34,223.13,407.20,146712.75,718,5.94,0.03,1.30,3.85,7.08,8.20,8.49,8.87
1409,1132.75,168,0.25082,27.96,59.56,84.63,155.80,198.84,223.46,407.20,146863.03,717,5.94,0.00,1.33,3.86,7.08,8.20,8.50,8.88
1410,1291.21,197,0.25237,27.96,59.76,84.41,155.82,199.61,223.93,407.20,147037.40,716,5.95,0.00,1.35,3.87,7.08,8.20,8.50,8.88
1411,1258.58,178,0.25303,27.96,60.46,84.41,154.35,199.52,224.04,407.20,146941.16,711,5.92,0.00,1.32,3.85,7.05,8.20,8.50,8.88
1412,1046.31,148,0.25337,27.96,60.25,85.02,154.60,199.62,222.62,407.20,147070.86,709,5.91,0.00,1.29,3.82,7.03,8.20,8.51,8.88
1413,1052.75,150,0.25396,27.96,60.19,84.41,153.45,200.31,223.46,407.20,147250.39,709,5.91,0.00,1.30,3.84,7.04,8.20,8.51,8.88
1414,1398.70,208,0.25369,27.96,60.66,86.45,153.48,200.34,224.68,407.20,147444.41,711,5.92,0.00,1.32,3.86,7.04,8.21,8.51,8.88
1415,1170.27,170,0.25386,27.96,59.76,86.57,154.29,200.31,224.21,407.20,147376.88,708,5.90,0.00,1.32,3.76,7.01,8.21,8.51,8.89
1416,799.48,121,0.25455,27.96,59.76,85.89,154.72,200.07,223.46,407.20,147170.61,707,5.90,0.00,1.34,3.75,7.00,8.21,8.51,8.89
1417,1445.96,199,0.25478,27.96,59.76,86.25,154.60,200.71,223.46,407.20,147380.38,708,5.91,0.03,1.36,3.76,7.01,8.21,8.52,8.89
1418,1091.59,162,0.25516,27.96,59.94,86.17,155.41,201.25,223.46,407.20,147612.90,710,5.92,0.05,1.38,3.79,7.03,8.22,8.52,8.89
1419,1501.17,209,0.25471,27.96,60.08,86.36,154.83,200.92,223.63,407.20,147800.27,707,5.90,0.00,1.36,3.76,7.02,8.21,8.52,8.90
1420,792.70,120,0.25511,27.96,59.76,86.34,155.03,200.65,224.35,407.20,148002.78,708,5.91,0.00,1.36,3.76,7.02,8.22,8.53,8.90
1421,1398.27,199,0.25558,27.96,59.76,86.17,154.21,201.43,224.73,407.20,147942.12,711,5.91,0.00,1.38,3.76,7.03,8.22,8.52,8.90
1422,1249.51,188,0.25651,27.96,59.66,86.13,153.40,201.30,225.52,407.20,148104.63,711,5.91,0.00,1.41,3.78,7.01,8.23,8.52,8.91
1423,1129.44,171,0.25533,27.96,59.76,86.19,153.25,201.16,225.99,407.20,148243.88,708,5.90,0.00,1.36,3.78,7.00,8.23,8.53,8.91
1424,1159.42,176,0.25633,27.96,59.76,85.85,152.82,200.99,225.40,407.20,148156.47,706,5.89,0.00,1.36,3.77,6.99,8.23,8.53,8.91
1425,1319.91,190,0.25679,27.96,59.76,85.08,155.24,201.40,224.79,407.20,148321.34,706,5.90,0.00,1.37,3.74,7.00,8.23,8.54,8.92
1426,1147.93,161,0.25657,27.96,59.89,85.13,155.69,202.20,224.46,407.20,148507.26,706,5.90,0.00,1.40,3.73,7.00,8.24,8.54,8.92
1427,1268.70,184,0.25915,27.96,59.76,84.60,154.09,202.03,225.10,407.20,148697.80,705,5.88,0.00,1.37,3.71,6.95,8.23,8.53,8.92
1428,1184.90,173,0.25862,27.96,61.29,84.85,153.82,201.96,225.01,407.20,148606.79,699,5.84,0.00,1.29,3.67,6.93,8.23,8.52,8.93
1429,981.35,143,0.25768,27.96,61.29,85.07,153.31,202.35,225.22,407.20,148789.45,697,5.84,0.00,1.30,3.56,6.91,8.23,8.53,8.93
1430,1022.03,144,0.25728,27.96,61.29,86.72,153.42,202.16,226.23,407.20,148989.81,697,5.85,0.03,1.34,3.58,6.91,8.23,8.53,8.93
1431,937.25,133,0.25801,27.96,60.71,87.02,152.77,201.96,227.60,407.20,149199.16,695,5.84,0.00,1.29,3.52,6.91,8.24,8.53,8.94
1432,1031.98,140,0.25819,27.96,60.69,87.17,152.53,202.71,225.73,407.20,149362.02,694,5.85,0.00,1.31,3.53,6.89,8.24,8.54,8.94
1433,848.51,131,0.25764,27.96,60.73,87.17,152.84,203.39,225.29,407.20,149281.43,692,5.84,0.00,1.33,3.50,6.88,8.24,8.53,8.94
1434,947.86,139,0.25728,27.96,61.23,86.84,153.05,203.32,226.19,407.20,149473.75,691,5.84,0.00,1.35,3.51,6.86,8.24,8.54,8.95
1435,1110.68,161,0.25760,27.96,61.23,86.31,153.34,203.81,225.88,407.20,149474.78,692,5.85,0.00,1.36,3.49,6.87,8.25,8.54,8.95
1436,1265.26,185,0.25861,27.96,61.23,86.17,153.40,203.83,226.07,407.20,149659.15,691,5.85,0.00,1.39,3.50,6.86,8.25,8.54,8.95
1437,1129.58,156,0.25980,27.96,61.23,86.17,153.92,203.90,227.21,407.20,149829.59,690,5.84,0.00,1.38,3.50,6.86,8.25,8.54,8.96
1438,1388.77,190,0.26115,27.96,60.02,85.01,154.30,203.60,227.99,396.04,149669.89,688,5.83,0.00,1.39,3.45,6.83,8.25,8.54,8.96
1439,956.90,138,0.26101,27.96,60.36,86.34,154.06,202.58,229.07,396.04,149763.76,686,5.82,0.00,1.39,3.43,6.83,8.25,8.54,8.96
1440,1166.19,164,0.26058,27.96,59.76,86.45,153.66,202.98,229.16,396.04,149826.11,687,5.82,0.00,1.37,3.41,6.83,8.26,8.54,8.96
1441,1392.20,192,0.25996,27.96,60.30,86.34,153.41,204.49,227.35,396.04,149852.80,686,5.83,0.00,1.39,3.42,6.84,8.26,8.55,8.97
1442,1435.50,195,0.25979,27.96,60.69,86.34,153.63,203.81,227.93,396.04,149881.32,685,5.83,0.00,1.40,3.43,6.84,8.26,8.54,8.97
1443,1039.10,156,0.25977,27.96,60.02,86.84,152.80,204.47,227.38,396.04,149944.19,686,5.83,0.00,1.42,3.44,6.84,8.26,8.55,8.97
1444,1001.06,156,0.25926,27.96,61.23,87.02,152.63,204.78,227.38,396.04,149973.58,688,5.84,0.00,1.41,3.45,6.85,8.26,8.55,8.97
1445,840.48,121,0.25967,27.96,59.76,86.17,153.07,203.41,226.84,396.04,149545.48,687,5.83,0.00,1.43,3.44,6.85,8.25,8.55,8.97
1446,958.26,138,0.25950,27.96,59.76,86.90,152.65,204.40,227.49,396.04,149638.92,688,5.84,0.02,1.45,3.46,6.86,8.26,8.55,8.97
1447,1121.96,161,0.26209,22.07,59.45,86.42,150.66,204.87,228.41,396.04,149231.00,683,5.81,0.00,1.44,3.43,6.81,8.26,8.54,8.98
1448,1074.14,150,0.26193,22.07,59.13,86.21,150.66,204.85,228.28,396.04,149102.72,680,5.80,0.00,1.42,3.38,6.79,8.26,8.55,8.98
1449,1189.27,168,0.26141,22.07,59.66,85.07,150.81,205.07,227.69,396.04,149222.07,679,5.79,0.00,1.42,3.38,6.79,8.26,8.55,8.98
1450,1277.03,181,0.26419,22.07,59.13,84.20,151.13,205.25,227.66,417.65,149322.13,680,5.78,0.00,1.42,3.37,6.74,8.26,8.55,8.98
1451,1142.22,164,0.26377,22.07,58.99,84.05,151.92,205.34,228.29,396.04,149224.81,680,5.78,0.00,1.42,3.39,6.73,8.26,8.55,8.98
1452,1015.99,157,0.26511,22.07,58.99,84.05,152.36,204.68,227.12,513.11,148917.20,678,5.75,0.00,1.39,3.31,6.70,8.26,8.55,8.98
1453,1273.16,186,0.26544,22.07,58.42,83.30,152.65,204.04,227.10,440.39,148566.33,676,5.73,0.00,1.37,3.24,6.67,8.26,8.55,8.99
1454,1090.46,162,0.26427,22.07,58.42,83.83,150.66,204.77,227.42,396.04,148443.95,676,5.75,0.03,1.38,3.27,6.69,8.26,8.55,8.99
1455,980.96,149,0.26344,22.07,57.63,83.25,150.27,204.41,227.24,396.04,148394.68,677,5.75,0.00,1.39,3.28,6.69,8.27,8.56,8.99
1456,1237.78,172,0.26261,22.07,58.70,83.51,149.45,204.83,227.37,396.04,148368.65,677,5.76,0.02,1.41,3.29,6.70,8.27,8.56,8.99
1457,1152.43,159,0.26353,22.07,58.70,83.10,149.70,203.95,227.68,396.04,148395.31,675,5.75,0.00,1.40,3.29,6.70,8.27,8.56,9.00
1458,1160.68,176,0.26408,22.07,58.96,84.05,150.27,204.64,227.53,396.04,148426.38,675,5.75,0.00,1.43,3.30,6.71,8.28,8.57,9.00
1459,1054.33,150,0.26431,22.07,58.98,83.56,149.81,205.44,227.56,396.04,148505.64,675,5.75,0.00,1.43,3.31,6.72,8.28,8.57,9.00
1460,1153.10,167,0.26433,22.07,58.96,83.84,148.91,206.19,226.39,396.04,148544.02,673,5.73,0.00,1.39,3.31,6.71,8.28,8.57,9.00
1461,1176.49,171,0.26570,22.07,58.98,83.61,149.32,206.44,226.44,396.04,148532.67,674,5.72,0.00,1.40,3.28,6.71,8.27,8.57,9.00
1462,1204.49,182,0.26623,22.07,58.96,83.25,150.64,206.30,226.62,396.04,148496.97,673,5.71,0.00,1.38,3.28,6.70,8.28,8.56,9.00
1463,1048.83,159,0.26586,22.07,58.70,83.25,150.66,205.11,226.99,396.04,148438.86,671,5.70,0.00,1.39,3.24,6.70,8.27,8.56,9.00
1464,923.52,131,0.26583,22.07,58.30,82.88,151.01,206.14,226.77,396.04,148428.97,672,5.72,0.02,1.39,3.27,6.71,8.27,8.57,9.01
1465,782.74,115,0.26783,21.20,57.50,81.90,151.84,206.30,226.56,396.04,148474.12,669,5.70,0.00,1.39,3.23,6.67,8.27,8.57,9.01
1466,927.90,139,0.26803,21.20,57.50,82.05,151.78,205.64,227.38,396.04,148487.54,670,5.71,0.02,1.42,3.25,6.68,8.28,8.57,9.01
1467,960.07,142,0.26875,21.20,57.32,82.24,152.17,206.14,227.02,414.62,148542.85,668,5.71,0.00,1.43,3.26,6.66,8.28,8.57,9.02
1468,824.14,116,0.26819,21.20,57.88,82.71,151.65,206.05,227.36,419.95,148613.54,667,5.71,0.00,1.44,3.27,6.67,8.29,8.57,9.02
1469,1060.82,150,0.26922,21.20,58.70,81.98,149.99,207.19,228.14,396.04,148704.82,665,5.71,0.00,1.44,3.27,6.61,8.29,8.58,9.02
1470,973.40,145,0.27056,21.20,58.42,81.74,150.45,207.14,229.17,396.04,148806.57,666,5.70,0.00,1.44,3.29,6.61,8.28,8.58,9.02
1471,972.95,137,0.27156,21.20,58.28,81.99,148.82,206.91,229.99,396.04,148649.38,664,5.68,0.00,1.43,3.27,6.59,8.28,8.58,9.03
1472,895.37,133,0.27243,21.20,57.61,81.89,149.08,206.99,229.85,403.85,148708.17,663,5.67,0.00,1.44,3.27,6.59,8.28,8.57,9.00
1473,836.55,119,0.27186,21.20,58.31,81.68,149.26,207.00,229.96,396.04,148743.38,663,5.66,0.00,1.38,3.22,6.57,8.28,8.57,9.01
1474,1026.13,153,0.27246,21.20,58.42,81.96,148.01,206.28,230.32,396.04,148481.68,661,5.64,0.00,1.34,3.21,6.55,8.26,8.57,9.01
1475,1082.66,162,0.27109,21.20,58.42,81.24,148.60,206.76,229.56,396.04,148248.52,662,5.65,0.00,1.36,3.18,6.54,8.27,8.57,9.01
1476,871.92,136,0.27133,21.20,58.28,81.02,148.29,207.00,228.93,396.04,147992.49,663,5.65,0.00,1.35,3.20,6.54,8.27,8.57,8.98
1477,1103.58,165,0.27219,21.20,58.42,80.98,147.45,207.46,229.45,396.04,147736.12,660,5.63,0.00,1.34,3.19,6.51,8.27,8.58,8.98
1478,911.03,134,0.27150,21.20,58.70,80.82,147.45,207.45,230.38,396.04,147566.88,660,5.64,0.00,1.37,3.20,6.51,8.27,8.58,8.98
1479,995.68,152,0.27227,21.20,58.76,80.98,147.16,207.63,231.19,396.04,147347.21,658,5.63,0.00,1.34,3.18,6.51,8.26,8.58,8.99
1480,1148.57,176,0.27291,21.20,58.57,80.98,145.24,207.02,230.08,396.04,147389.43,655,5.62,0.00,1.31,3.14,6.45,8.26,8.58,8.99
1481,1206.15,184,0.27241,21.20,58.42,81.02,144.99,206.98,231.35,396.04,147429.43,655,5.63,0.01,1.33,3.15,6.46,8.27,8.58,8.99
1482,932.16,137,0.27412,21.20,58.44,81.24,144.92,206.50,231.61,396.04,147516.61,653,5.62,0.00,1.34,3.15,6.45,8.26,8.58,9.00
1483,908.90,132,0.27509,21.20,58.42,80.87,145.55,207.85,231.51,436.46,147380.61,649,5.59,0.00,1.33,3.14,6.41,8.25,8.58,9.00
1484,1069.07,164,0.27590,21.20,58.15,80.87,145.35,207.71,231.50,396.04,147412.38,647,5.58,0.00,1.32,3.14,6.39,8.24,8.58,9.00
1485,935.73,133,0.27598,21.20,58.42,80.75,144.95,207.10,230.74,396.04,146737.07,641,5.54,0.00,1.17,3.04,6.33,8.23,8.58,9.01
1486,688.03,111,0.27553,21.20,56.94,80.70,144.93,206.06,230.56,396.04,146337.72,639,5.54,0.00,1.18,3.02,6.30,8.23,8.58,8.96
1487,752.98,116,0.27455,21.20,57.97,80.28,145.53,206.14,229.35,396.04,146458.02,641,5.55,0.03,1.21,3.05,6.30,8.23,8.59,8.97
1488,1115.62,162,0.27433,21.20,56.93,80.00,145.35,206.12,228.81,396.04,146551.55,642,5.56,0.05,1.23,3.06,6.32,8.24,8.59,8.97
1489,852.43,118,0.27358,21.20,58.28,80.00,144.46,206.92,228.92,396.04,146614.45,642,5.56,0.00,1.25,3.08,6.33,8.24,8.59,8.97
1490,816.88,133,0.27312,21.20,58.42,80.36,144.48,207.60,229.42,396.04,146447.48,638,5.54,0.00,1.24,3.01,6.32,8.23,8.60,8.98
1491,938.76,144,0.27418,21.20,58.28,80.11,145.26,206.47,230.40,396.04,146527.57,637,5.54,0.00,1.20,3.00,6.32,8.22,8.60,8.98
