iteration,gini,min,p10,p25,p50,p75,p90,max,total_wealth,adult_agents
321,0.26087,6.58,18.45,28.87,38.58,63.81,72.98,88.09,44724.34,793
322,0.26156,6.58,18.38,29.05,38.92,63.81,73.13,108.98,44794.44,795
323,0.26108,6.58,18.48,29.05,39.04,63.79,73.73,118.44,44827.14,793
324,0.25982,6.58,18.48,28.77,39.22,63.74,73.23,86.57,44788.36,795
325,0.26045,6.58,18.72,29.23,38.91,63.94,73.39,117.75,44803.21,794
326,0.26006,6.58,18.72,29.37,39.06,64.20,73.34,89.32,44799.90,795
327,0.25926,6.58,18.84,29.05,39.03,64.12,73.46,84.05,44856.79,796
328,0.25956,6.58,18.84,29.43,38.81,64.13,73.53,88.58,44922.14,796
329,0.25975,6.58,18.84,29.49,38.41,64.40,73.97,85.18,44986.34,797
330,0.25820,6.58,18.86,29.71,39.15,64.31,73.48,87.88,45063.67,798
331,0.25901,6.58,18.86,29.49,39.13,64.37,74.18,87.16,45129.84,800
332,0.25968,6.58,18.88,29.35,38.80,64.47,73.83,115.79,45208.59,800
333,0.25764,6.58,18.98,29.54,39.54,64.37,73.89,85.25,45225.40,801
334,0.25729,6.58,18.98,29.79,39.76,64.45,73.52,90.09,45280.79,803
335,0.25807,6.58,18.88,29.85,39.67,64.54,74.06,113.75,45348.57,803
336,0.25761,6.58,18.84,29.33,39.86,64.42,74.00,91.28,45284.45,802
337,0.25663,6.58,18.72,29.49,39.97,64.45,73.57,86.97,45322.43,802
338,0.25624,6.58,18.84,29.47,40.00,64.63,73.68,82.61,45369.09,802
339,0.25738,6.58,18.72,29.20,39.53,64.88,74.35,109.28,45429.50,803
340,0.25712,6.58,18.84,29.64,39.83,65.09,73.99,85.55,45455.90,803
341,0.25737,6.58,18.84,29.40,39.93,64.78,73.89,117.21,45452.79,801
342,0.25663,6.58,18.72,29.79,39.61,64.40,74.08,88.21,45406.86,801
343,0.25591,6.58,18.84,29.34,39.45,64.51,73.92,89.93,45423.02,804
344,0.25668,6.58,18.98,29.31,39.53,64.48,74.13,87.60,45407.90,804
345,0.25737,6.58,18.98,28.92,39.66,64.57,74.19,114.85,45433.45,802
346,0.25596,6.58,18.98,29.21,39.97,64.71,74.29,84.27,45453.02,803
347,0.25720,6.58,18.84,29.06,39.90,65.12,74.18,86.35,45431.01,801
348,0.25587,6.58,18.84,29.00,39.73,64.62,74.25,85.11,45424.17,801
349,0.25676,6.58,18.72,28.80,39.70,64.82,74.03,87.81,45387.53,800
350,0.25619,6.58,18.72,29.05,39.90,64.90,73.69,84.61,45343.78,802
351,0.25622,6.58,18.72,29.20,39.12,64.96,73.88,86.19,45302.85,802
352,0.25721,6.58,18.52,28.85,39.40,64.90,74.58,85.75,45348.61,802
353,0.25616,6.58,18.72,28.94,39.61,64.95,74.20,84.78,45356.31,803
354,0.25554,6.58,18.72,29.17,39.79,64.64,73.96,82.78,45407.76,803
355,0.25601,6.58,18.72,29.42,39.58,64.51,73.82,86.97,45469.69,805
356,0.25615,6.58,18.84,29.26,39.46,65.20,73.82,87.74,45467.70,805
357,0.25601,6.58,18.88,29.28,39.95,64.83,74.16,113.43,45555.46,808
358,0.25480,6.58,19.03,29.43,40.09,64.49,73.92,86.24,45598.11,808
359,0.25514,6.58,19.03,29.06,40.04,64.74,73.93,87.24,45504.13,807
360,0.25451,6.58,19.03,29.43,40.23,64.80,74.21,82.74,45604.55,809
361,0.25395,6.58,19.03,29.43,39.93,64.88,74.49,83.49,45657.11,810
362,0.25546,6.58,19.03,29.31,39.98,64.98,74.36,118.19,45694.96,810
363,0.25568,6.58,19.14,29.15,40.21,65.44,74.48,112.05,45672.91,808
364,0.25407,6.58,19.03,29.49,40.36,65.34,74.52,84.89,45666.49,808
365,0.25455,6.58,19.14,29.51,40.22,65.13,74.22,114.14,45675.12,808
366,0.25527,6.58,19.03,29.16,40.01,64.97,74.30,89.37,45451.16,805
367,0.25404,6.58,19.03,29.57,40.31,65.06,74.26,90.72,45550.13,807
368,0.25352,6.58,19.14,29.45,40.51,64.71,74.27,82.63,45524.86,805
369,0.25400,6.58,19.03,29.61,40.14,65.37,74.31,108.88,45584.02,806
370,0.25286,6.58,19.14,29.43,40.22,64.67,74.32,82.74,45522.37,806
371,0.25326,6.58,19.03,29.50,40.38,64.74,74.44,110.42,45607.05,805
372,0.25441,6.58,19.03,29.59,40.67,64.94,74.11,117.11,45625.24,804
373,0.25353,6.58,19.03,29.48,40.12,64.89,74.36,86.39,45627.79,804
374,0.25390,6.58,18.98,29.72,40.49,64.87,74.50,114.08,45679.90,803
375,0.25357,6.58,18.98,29.49,40.87,64.99,74.28,90.81,45685.79,804
376,0.25332,6.58,19.03,30.12,40.62,65.01,74.35,84.92,45744.69,805
377,0.25296,6.58,19.03,30.12,40.54,65.23,74.29,88.87,45810.68,807
378,0.25468,6.58,18.98,30.01,40.68,64.76,75.17,110.85,45839.49,806
379,0.25212,6.58,18.98,30.11,40.91,65.43,74.26,87.38,45841.65,809
380,0.25253,6.58,19.03,30.21,40.66,65.05,74.26,85.85,45902.50,809
381,0.25197,6.58,19.03,30.51,41.22,65.45,74.31,86.87,45966.57,810
382,0.25180,6.58,19.03,30.10,40.98,65.55,74.65,86.56,46014.96,809
383,0.25140,6.58,19.03,30.47,41.21,65.33,74.62,86.52,46056.31,813
384,0.25035,6.58,19.14,30.44,41.01,65.12,74.69,86.20,46089.10,813
385,0.25124,6.58,19.14,30.51,40.94,65.38,74.85,89.93,46139.52,813
386,0.25088,6.58,19.03,30.46,41.32,65.33,74.51,87.53,46201.83,812
387,0.25046,6.58,19.03,30.68,41.29,65.68,74.78,86.22,46218.34,813
388,0.25101,6.58,19.14,30.73,41.40,65.55,75.34,89.14,46285.09,815
389,0.25010,6.58,19.20,30.81,41.54,65.33,74.78,88.66,46273.61,814
390,0.25293,6.58,19.03,30.50,41.43,65.56,74.98,119.68,46200.15,810
391,0.25050,6.58,19.03,30.57,41.57,65.31,74.77,88.62,46165.12,813
392,0.24988,6.58,19.21,30.51,41.70,65.47,75.13,88.55,46235.36,814
393,0.24970,6.58,19.22,30.64,41.76,65.16,74.63,91.11,46306.04,814
394,0.24914,6.58,19.21,30.51,41.68,65.44,74.83,88.39,46289.33,815
395,0.25127,6.58,19.22,30.43,41.68,65.60,75.12,121.58,46377.82,814
396,0.25000,6.58,19.21,30.64,41.69,65.41,75.30,90.29,46371.83,813
397,0.24896,6.58,19.21,30.67,42.23,65.36,74.58,93.07,46398.75,815
398,0.24923,6.58,19.21,30.53,41.98,65.81,74.86,90.77,46453.15,814
399,0.24893,6.58,19.21,31.01,41.90,65.59,75.18,87.57,46468.75,814
400,0.24946,6.58,19.20,30.65,41.95,65.30,74.80,89.29,46443.76,814
401,0.24899,6.58,19.20,30.83,42.46,65.30,75.33,92.80,46521.56,815
402,0.24914,6.58,19.14,30.79,42.19,65.69,75.16,87.90,46510.89,815
403,0.24896,6.58,19.03,30.79,42.60,65.65,75.21,88.02,46589.18,817
404,0.24909,6.58,19.03,30.85,42.29,65.75,75.17,88.48,46565.45,818
405,0.25001,6.58,19.03,30.69,42.47,65.86,75.14,119.49,46555.72,818
406,0.24900,6.58,19.03,30.98,42.49,66.06,74.87,89.06,46558.17,819
407,0.24893,6.58,19.03,31.19,42.63,65.79,75.00,86.19,46616.00,821
408,0.24882,6.58,19.03,31.08,42.68,65.62,74.85,84.38,46602.20,818
409,0.25047,6.58,18.98,30.76,42.71,65.21,75.30,87.01,46465.42,817
410,0.25011,6.58,18.98,30.59,42.82,65.38,75.35,86.72,46474.79,818
411,0.25135,6.58,18.93,30.20,42.82,65.02,74.76,129.51,46391.76,817
412,0.25038,6.58,18.93,30.21,42.84,65.35,75.17,110.70,46411.80,816
413,0.24964,6.58,18.93,30.23,42.77,65.66,74.60,87.23,46415.31,817
414,0.24946,6.58,18.98,30.51,42.88,65.72,75.17,86.78,46438.71,818
415,0.24873,6.58,19.03,30.72,43.15,65.47,74.76,87.67,46493.04,822
416,0.24868,6.58,19.14,30.45,43.16,65.03,74.95,89.21,46494.33,825
417,0.24874,6.58,19.20,30.31,43.26,65.44,74.89,112.55,46577.43,823
418,0.24742,6.58,19.20,30.63,43.25,65.59,74.71,89.47,46523.11,823
419,0.24894,6.58,19.14,30.34,43.44,64.99,74.68,92.31,46564.82,822
420,0.24808,6.58,19.14,30.71,43.41,65.64,74.95,86.03,46528.07,821
421,0.25023,6.58,19.03,30.25,43.45,65.28,74.59,124.56,46438.01,819
422,0.24744,6.58,19.03,30.73,43.58,65.37,75.00,85.34,46412.30,819
423,0.24884,6.58,19.03,30.68,43.68,65.74,74.93,127.32,46459.90,819
424,0.24748,6.58,19.03,30.78,43.68,65.23,74.76,87.12,46386.59,819
425,0.24797,6.58,19.03,31.10,43.75,65.25,75.04,85.64,46459.74,819
426,0.24780,6.58,19.03,30.33,43.90,65.28,75.00,89.13,46526.78,819
427,0.24840,6.58,18.93,30.83,43.91,65.54,75.00,85.85,46512.50,819
428,0.24842,6.58,19.03,30.55,43.96,65.36,75.07,118.21,46553.32,819
429,0.24740,6.58,19.03,30.56,44.06,65.23,75.14,85.38,46576.92,819
430,0.24746,6.58,19.03,30.91,44.13,65.51,74.76,91.99,46633.89,820
431,0.24672,6.58,19.14,31.11,44.27,65.58,75.18,93.60,46705.70,820
432,0.24625,6.58,19.14,31.10,44.33,65.53,75.09,87.10,46772.88,820
433,0.24589,6.58,19.14,30.93,44.44,65.72,75.01,90.27,46838.32,821
434,0.24729,6.58,19.14,31.42,44.50,65.89,75.22,107.16,46906.25,820
435,0.24600,6.58,19.14,31.14,44.56,65.46,75.21,86.83,46802.35,819
436,0.24614,6.58,19.14,31.18,44.61,65.90,75.38,83.55,46860.07,821
437,0.24637,6.58,19.14,31.06,44.66,65.98,75.33,85.84,46893.38,820
438,0.24642,6.58,19.14,31.26,44.74,65.77,75.70,87.71,46939.46,821
439,0.24581,6.58,19.21,31.22,44.79,65.47,75.37,92.52,46965.69,823
440,0.24715,6.58,19.21,30.70,44.90,66.15,75.96,86.19,46963.02,821
441,0.24515,6.58,19.20,31.02,45.00,65.67,75.34,86.19,46893.80,820
442,0.24709,6.58,19.14,30.67,45.10,65.27,75.36,122.74,46904.82,818
443,0.24622,6.58,19.14,30.48,45.28,65.50,75.33,88.83,46871.15,818
444,0.24640,6.58,19.14,30.63,45.30,65.27,75.16,88.62,46896.05,818
445,0.24629,6.58,19.14,30.80,45.30,65.72,75.32,86.38,46852.95,817
446,0.24631,6.58,19.03,30.13,45.45,65.02,75.15,83.35,46780.06,815
447,0.24678,6.58,19.03,30.60,45.57,65.43,75.61,87.58,46771.35,815
448,0.24594,6.58,19.03,30.40,45.57,64.84,75.28,90.76,46758.32,816
449,0.24560,6.58,19.14,30.79,45.63,64.46,75.23,87.47,46786.74,817
450,0.24546,6.58,19.14,30.56,45.73,65.18,75.44,89.30,46857.16,817
451,0.24506,6.58,19.03,31.06,45.83,64.73,75.21,85.69,46790.44,817
452,0.24629,6.58,19.03,30.67,45.88,65.29,74.83,116.32,46862.78,817
453,0.24605,6.58,19.03,30.30,45.95,64.84,74.99,85.20,46883.65,815
454,0.24520,6.58,19.03,30.71,45.98,64.66,75.57,86.52,46839.68,816
455,0.24676,6.58,19.03,30.46,46.07,64.89,75.30,118.28,46798.13,814
456,0.24665,6.58,19.03,30.66,46.17,64.39,75.00,116.52,46820.69,814
457,0.24568,6.58,19.03,30.93,46.30,64.96,75.00,88.52,46808.21,813
458,0.24585,6.58,18.93,30.74,46.30,64.19,75.07,89.12,46753.11,813
459,0.24589,6.58,19.03,30.52,46.39,65.19,75.17,88.05,46789.78,814
460,0.24694,6.58,19.03,30.37,46.40,63.91,75.14,125.47,46770.66,812
461,0.24751,6.58,18.93,30.33,46.50,64.12,75.13,125.89,46717.97,811
462,0.24601,6.58,18.76,30.23,46.60,62.97,75.19,86.70,46707.53,811
463,0.24574,6.58,18.73,30.68,46.67,63.57,75.04,85.16,46689.07,810
464,0.24616,6.58,18.63,30.40,46.71,64.32,75.14,84.68,46651.60,811
465,0.24764,6.58,18.63,30.36,46.82,63.14,74.87,127.81,46656.85,810
466,0.24554,6.58,18.63,30.69,46.90,63.13,74.69,88.75,46669.03,809
467,0.24632,6.58,18.63,30.57,46.99,63.50,75.62,90.34,46698.77,811
468,0.24766,6.58,18.73,30.54,47.04,63.36,75.38,90.52,46724.31,808
469,0.24574,8.87,18.76,30.58,47.13,63.44,75.18,89.43,46648.69,808
470,0.24722,8.87,18.63,30.44,47.19,63.53,75.07,130.45,46684.81,807
471,0.24570,8.87,18.63,30.50,47.25,62.70,74.88,91.87,46640.37,809
472,0.24409,8.87,18.76,30.91,47.35,63.16,74.86,85.93,46699.39,809
473,0.24447,8.87,18.76,30.68,47.42,62.87,74.93,85.72,46762.19,811
474,0.24489,8.87,18.93,30.82,47.50,63.29,75.49,87.43,46840.13,812
475,0.24501,8.87,18.76,30.78,47.60,63.15,75.19,86.91,46860.05,812
476,0.24420,8.87,18.76,30.89,47.67,63.12,74.77,90.07,46792.61,811
477,0.24577,8.87,18.73,30.81,47.69,63.28,75.65,86.89,46782.96,809
478,0.24422,8.87,18.73,30.90,47.82,62.60,74.90,89.51,46768.96,811
479,0.24559,8.87,18.63,30.90,47.85,63.12,75.20,93.98,46770.20,809
480,0.24468,8.87,18.63,30.71,47.93,62.42,75.26,87.63,46705.74,808
481,0.24422,8.87,18.63,30.68,48.04,63.07,74.99,88.09,46712.78,808
482,0.24489,8.87,18.55,30.89,48.08,62.77,74.87,89.42,46725.12,808
483,0.24455,8.87,18.55,30.55,48.17,63.00,75.05,82.96,46771.48,808
484,0.24523,8.87,18.55,30.96,48.19,62.71,75.22,90.39,46804.58,807
485,0.24419,8.87,18.55,31.18,48.31,62.44,75.23,89.10,46755.16,807
486,0.24645,8.87,18.50,30.96,48.36,62.76,75.25,125.87,46796.64,806
487,0.24514,8.87,18.50,30.69,48.47,62.58,75.19,88.85,46724.96,805
488,0.24453,8.87,18.52,30.32,48.48,62.49,74.90,85.95,46697.59,805
489,0.24446,8.87,18.55,30.02,48.63,62.67,75.09,87.30,46699.45,804
490,0.24515,8.87,18.55,30.67,48.71,62.34,75.37,85.12,46708.93,805
491,0.24429,8.87,18.55,31.36,48.80,62.47,75.66,84.96,46764.05,805
492,0.24524,8.87,18.55,30.67,48.85,63.16,75.03,94.51,46826.26,805
493,0.24529,8.87,18.55,30.56,48.81,63.22,75.50,90.07,46813.88,803
494,0.24559,8.87,18.55,30.27,48.86,62.61,75.41,116.56,46805.42,802
495,0.24446,8.87,18.55,30.51,48.90,62.31,75.48,87.91,46804.43,804
496,0.24351,8.87,18.63,30.63,48.96,62.24,75.32,87.94,46788.93,804
497,0.24458,8.87,18.73,30.87,49.06,62.98,75.53,90.97,46863.49,804
498,0.24310,8.87,18.73,30.38,49.25,62.24,75.50,85.94,46772.43,803
499,0.24343,8.87,18.63,30.58,49.30,62.32,75.26,85.84,46777.48,801
500,0.24347,8.87,18.63,30.92,48.99,62.87,75.39,86.06,46755.04,801
501,0.24345,8.87,18.55,30.22,49.51,62.45,75.42,88.36,46801.19,801
502,0.24355,8.87,18.63,29.94,49.54,62.69,75.44,88.06,46818.95,801
503,0.24457,8.87,18.63,29.64,49.26,62.34,75.14,88.97,46757.66,799
504,0.24393,8.87,18.55,30.07,49.42,62.18,75.43,89.21,46804.69,799
505,0.24417,8.87,18.52,30.17,49.43,62.11,75.43,85.14,46742.83,796
506,0.24447,8.87,18.52,30.06,48.98,62.15,75.73,87.48,46710.29,798
507,0.24463,8.87,18.55,30.23,49.46,61.61,75.40,94.23,46763.23,799
508,0.24478,8.87,18.52,30.02,49.63,62.26,75.57,121.33,46826.31,798
509,0.24459,8.87,18.52,30.19,49.48,62.12,75.52,90.36,46837.35,798
510,0.24381,8.87,18.52,30.54,49.18,62.42,75.43,86.69,46890.05,798
511,0.24364,8.87,18.52,30.62,50.02,62.49,75.62,89.10,46923.33,798
512,0.24514,8.87,18.52,30.36,49.32,62.50,75.73,130.18,46956.78,797
513,0.24401,8.87,18.52,30.47,49.60,62.57,75.64,89.71,46965.17,799
514,0.24334,8.87,18.55,30.20,50.10,62.10,75.43,87.86,46994.40,798
515,0.24366,8.87,18.52,30.11,49.81,62.58,75.60,91.30,46993.30,798
516,0.24389,8.87,18.55,30.19,49.55,62.61,75.89,89.21,47035.31,798
517,0.24314,8.87,18.55,30.24,49.90,61.87,75.57,86.79,46958.86,797
518,0.24206,8.87,18.55,30.81,49.71,61.40,75.35,85.43,47005.49,797
519,0.24377,8.87,18.63,30.24,50.25,62.86,75.54,83.74,47034.49,797
520,0.24337,8.87,18.63,30.34,49.81,61.87,75.79,86.18,47047.14,798
521,0.24516,8.87,18.55,30.56,49.88,62.32,75.82,137.91,47061.82,795
522,0.24567,8.87,18.55,29.82,49.76,62.36,75.68,129.05,47001.94,792
523,0.24376,8.87,18.55,30.40,49.34,61.52,75.74,93.02,46835.36,791
524,0.24246,8.87,18.55,30.42,49.94,61.59,75.12,84.94,46889.60,792
525,0.24214,8.87,18.55,30.50,49.99,61.46,74.93,85.10,46909.04,793
526,0.24277,8.87,18.55,30.20,49.74,61.72,74.92,89.43,46949.90,795
527,0.24391,8.87,18.52,29.74,50.22,61.15,75.92,91.78,46925.30,794
528,0.24323,8.87,18.52,30.21,49.92,60.83,75.69,85.56,46919.58,794
529,0.24382,8.87,18.50,30.05,50.21,61.42,75.22,91.25,46900.63,796
530,0.24312,8.87,18.52,30.70,49.88,61.29,75.47,90.78,46952.97,798
531,0.24302,8.87,18.50,29.72,50.19,61.78,75.31,88.61,47008.18,796
532,0.24313,8.87,18.50,30.28,50.04,61.67,75.43,91.04,46995.42,796
533,0.24409,8.87,18.50,30.44,50.03,61.18,75.43,87.25,47043.25,797
534,0.24413,8.87,18.52,29.93,50.01,61.22,75.94,88.02,47042.93,796
535,0.24400,8.87,18.50,29.85,50.11,61.30,75.49,87.28,46990.44,795
536,0.24380,8.87,18.50,30.40,50.16,61.17,75.59,90.58,46962.84,794
537,0.24502,8.87,18.43,30.29,49.57,61.53,76.03,88.80,46906.73,792
538,0.24450,8.87,18.38,29.80,50.19,61.05,75.49,132.46,46945.45,792
539,0.24317,8.87,18.43,30.08,50.28,60.93,75.44,86.83,46961.03,794
540,0.24350,8.87,18.50,29.52,50.21,61.04,75.63,86.27,47018.44,795
541,0.24259,8.87,18.50,30.18,50.39,61.47,75.68,90.00,47083.92,796
542,0.24298,8.87,18.52,29.74,50.13,61.00,75.74,91.82,47159.83,796
543,0.24222,8.87,18.52,30.22,50.62,61.58,75.40,92.85,47225.02,796
544,0.24350,8.87,18.43,29.73,50.44,61.37,75.77,88.01,47218.06,794
545,0.24382,8.87,18.38,30.09,50.58,62.05,75.75,91.34,47233.73,793
546,0.24373,8.87,18.38,29.90,50.78,61.11,75.42,117.34,47232.04,792
547,0.24215,8.87,18.38,30.09,50.79,60.94,75.45,86.71,47206.57,791
548,0.24225,8.87,18.38,30.50,50.87,60.93,75.69,86.74,47233.48,791
549,0.24192,8.87,18.43,30.34,50.86,61.16,76.07,88.41,47250.41,791
550,0.24287,8.87,18.43,30.07,51.03,61.55,75.81,85.85,47303.48,791
551,0.24415,8.66,18.38,29.90,51.00,61.47,76.10,129.21,47363.66,791
552,0.24225,8.66,18.43,30.40,50.81,61.86,75.48,87.84,47374.64,792
553,0.24215,8.66,18.50,30.62,51.39,61.21,75.72,90.62,47434.82,792
554,0.24175,8.66,18.50,30.58,51.18,61.21,75.82,87.15,47454.36,792
555,0.24207,8.66,18.50,30.14,50.84,61.27,76.10,88.17,47508.05,793
556,0.24223,8.66,18.55,29.57,51.09,61.33,75.50,85.82,47518.27,793
557,0.24150,8.66,18.55,30.48,51.16,61.40,75.59,90.45,47583.56,795
558,0.24272,8.66,18.55,30.02,51.27,61.70,75.69,122.33,47589.15,793
559,0.24072,8.66,18.55,30.29,51.29,61.39,75.93,86.39,47556.68,793
560,0.24232,8.66,18.55,29.65,51.55,61.50,75.73,129.74,47521.75,790
561,0.24157,8.66,18.55,29.89,51.17,61.16,75.39,86.71,47442.05,792
562,0.24309,8.66,18.50,29.85,51.02,61.24,76.05,92.80,47427.72,791
563,0.24173,8.66,18.50,30.11,51.49,61.07,75.55,87.55,47470.03,794
564,0.24283,8.66,18.55,29.60,50.95,61.89,75.60,90.44,47539.60,793
565,0.24153,8.66,18.61,30.21,51.06,61.97,75.66,85.79,47519.71,795
566,0.24115,8.66,18.73,29.78,51.36,61.28,76.14,94.28,47579.00,795
567,0.24062,8.66,18.76,29.61,51.36,61.46,75.51,87.87,47561.17,795
568,0.24138,8.66,18.76,30.03,50.85,61.15,75.88,88.08,47570.33,795
569,0.24134,8.66,18.77,30.02,51.00,60.87,76.22,95.67,47625.99,794
570,0.24042,8.66,18.77,29.99,51.01,61.34,75.77,86.66,47640.98,794
571,0.24311,8.66,18.76,29.77,50.77,61.54,76.35,127.35,47694.11,792
572,0.24100,8.66,18.76,29.47,51.21,61.07,75.86,88.95,47641.81,793
573,0.24088,8.66,18.76,29.43,51.12,61.80,75.83,87.05,47686.09,794
574,0.24092,8.66,18.76,29.74,51.41,61.06,76.08,88.09,47718.11,793
575,0.24096,8.66,18.76,30.36,51.26,61.44,76.29,96.68,47752.91,794
576,0.24096,8.66,18.76,30.14,51.44,61.90,76.20,89.20,47773.27,794
577,0.24012,8.66,18.76,30.00,51.58,61.23,75.89,92.07,47806.09,794
578,0.24287,8.66,18.76,29.73,51.25,61.24,76.05,137.84,47758.54,792
579,0.24326,8.66,18.76,29.63,51.70,61.47,75.50,138.46,47627.92,790
580,0.24178,8.66,18.76,29.57,50.68,61.23,75.45,97.34,47580.40,790
581,0.24501,8.66,18.76,29.43,50.34,61.24,75.36,136.25,47565.02,789
582,0.24313,8.66,18.73,28.91,51.00,61.81,75.01,91.18,47477.98,790
583,0.24117,8.66,18.76,29.48,50.64,60.63,75.27,88.64,47468.61,790
584,0.24158,8.66,18.76,29.60,51.33,60.59,75.46,88.19,47516.25,792
585,0.24142,8.66,18.76,29.39,50.58,61.11,75.58,90.08,47581.87,793
586,0.24162,8.66,18.77,29.60,50.47,60.69,75.57,87.62,47650.63,793
587,0.24127,8.66,18.76,29.26,51.46,60.98,75.59,86.02,47657.57,792
588,0.24110,8.66,18.77,29.32,51.14,60.51,75.59,87.21,47581.67,792
589,0.24117,8.66,18.90,29.43,50.70,60.69,75.59,91.13,47566.78,791
590,0.24337,8.66,18.90,29.36,50.67,60.78,75.88,125.83,47523.55,789
591,0.24179,8.66,18.77,28.96,51.20,61.11,75.23,92.19,47493.91,787
592,0.24502,8.66,18.76,28.52,50.62,61.25,75.47,115.87,47363.16,782
593,0.24405,8.66,18.76,28.55,50.70,60.08,74.19,129.86,47196.96,780
594,0.24237,8.66,18.76,28.51,50.40,60.13,74.62,92.16,47138.64,781
595,0.24192,8.66,18.76,28.52,50.51,60.33,73.59,88.47,47147.88,781
596,0.24184,8.66,18.76,28.59,50.35,60.33,74.61,88.23,47198.77,781
597,0.24201,8.66,18.73,28.47,50.72,60.21,74.44,86.10,47175.71,780
598,0.24195,8.66,18.73,28.52,50.54,60.73,73.90,88.09,47250.43,781
599,0.24181,8.66,18.73,28.47,50.62,61.04,74.69,84.61,47317.31,781
600,0.24167,8.66,18.73,28.62,50.68,60.83,74.20,85.37,47379.76,782
601,0.24348,8.66,18.73,28.78,50.67,61.15,74.75,128.43,47359.70,780
602,0.24376,8.66,18.61,28.51,50.76,60.99,74.48,87.15,47268.86,778
603,0.24233,8.66,18.61,28.75,50.56,60.44,74.01,93.46,47195.20,777
604,0.24176,8.66,18.61,28.78,51.00,60.53,74.07,87.16,47263.31,777
605,0.24319,8.28,18.55,28.52,51.07,60.78,74.32,84.85,47299.86,776
606,0.24386,8.28,18.50,28.71,50.92,60.46,74.11,115.46,47187.38,779
607,0.24585,8.28,18.49,28.22,50.74,60.69,73.59,163.26,47198.02,776
608,0.24501,8.28,18.46,28.52,50.58,60.88,73.41,103.62,47112.18,774
609,0.24483,8.28,18.46,28.01,50.45,60.46,73.23,97.70,47001.15,773
610,0.24591,8.28,18.43,27.89,50.24,60.99,73.94,92.28,46956.68,772
611,0.24599,8.28,18.46,27.95,50.56,60.40,73.61,130.16,46975.07,771
612,0.24521,8.28,18.46,27.95,50.56,60.50,72.85,129.16,46940.35,771
613,0.24398,8.28,18.49,28.00,50.49,60.56,73.08,89.67,46856.91,770
614,0.24417,8.28,18.49,28.14,50.64,60.37,73.15,88.14,46903.63,770
615,0.24378,8.28,18.49,28.03,50.59,60.78,73.26,86.62,46936.03,770
616,0.24461,8.28,18.49,28.30,50.62,60.48,73.37,90.13,46991.04,771
617,0.24310,8.28,18.55,28.04,50.99,60.30,73.26,85.63,47059.36,771
618,0.24372,8.28,18.49,28.31,50.92,60.64,73.38,100.35,47080.11,771
619,0.24348,8.28,18.55,28.03,50.82,60.86,73.11,89.96,47027.05,770
620,0.24383,8.28,18.49,28.27,50.81,60.70,73.22,89.87,46956.18,770
621,0.24410,8.28,18.55,28.03,50.54,60.81,73.05,100.59,47017.95,770
622,0.24367,8.28,18.61,28.03,51.04,60.66,73.19,89.85,47039.27,770
623,0.24390,8.28,18.61,28.52,50.84,60.53,73.35,92.86,47064.27,769
624,0.24289,8.28,18.61,28.20,51.14,61.11,72.78,92.07,47095.43,772
625,0.24268,8.28,18.73,28.55,50.99,61.00,72.87,94.67,47169.16,774
626,0.24273,8.28,18.76,28.29,51.16,61.30,72.79,89.13,47244.01,776
627,0.24401,8.28,18.73,28.03,51.34,60.98,73.21,119.73,47274.51,776
628,0.24166,8.28,18.77,28.03,50.95,60.97,73.43,87.98,47259.84,776
629,0.24382,8.28,18.90,27.76,50.88,61.25,73.12,145.31,47206.24,773
630,0.24316,8.28,18.90,28.03,51.12,61.05,73.43,88.18,47186.39,773
631,0.24132,8.28,18.90,28.22,50.97,61.00,73.12,88.05,47191.63,773
632,0.24336,8.28,18.77,27.86,50.60,61.18,72.25,127.57,47187.38,771
633,0.24305,8.28,18.77,27.55,50.93,61.20,73.14,89.61,47156.67,773
634,0.24117,8.28,19.02,27.55,51.00,61.16,73.20,90.73,47157.68,773
635,0.24309,8.28,18.90,27.46,50.66,61.23,73.02,88.76,47186.22,774
636,0.24153,8.28,19.02,27.86,50.91,61.22,73.00,89.68,47221.04,775
637,0.24421,8.28,18.90,27.65,50.69,61.40,73.25,96.53,47264.02,775
638,0.24175,8.28,19.02,27.72,50.76,61.32,72.94,89.87,47200.96,775
639,0.24275,8.28,18.90,27.83,50.98,61.31,73.55,102.15,47237.41,775
640,0.24116,8.28,19.02,27.86,51.30,61.17,72.64,95.38,47252.69,776
641,0.24139,8.28,19.05,27.81,51.02,61.42,72.58,92.64,47255.64,775
642,0.24050,8.28,19.05,28.03,51.10,61.39,72.64,89.64,47317.72,775
643,0.24115,8.28,19.05,28.20,51.17,61.09,73.22,90.47,47323.37,776
644,0.24058,8.28,19.17,28.28,52.23,61.44,72.84,88.43,47391.18,777
645,0.24122,8.28,19.11,27.95,51.68,61.56,72.91,86.87,47457.35,776
646,0.24061,8.28,19.11,28.03,51.41,61.76,72.90,89.14,47463.54,776
647,0.24104,8.28,19.11,27.99,51.51,62.02,73.05,85.87,47513.37,776
648,0.24139,8.28,19.05,28.09,51.69,62.00,73.08,85.89,47551.33,775
649,0.24232,8.28,19.02,27.86,51.41,62.01,73.06,134.69,47493.00,772
650,0.24087,8.28,19.02,28.11,51.71,62.02,72.53,88.96,47470.53,774
651,0.24089,8.28,19.02,28.23,51.41,61.78,72.56,90.57,47516.47,775
652,0.24061,8.28,19.05,28.51,51.35,61.78,73.06,88.05,47583.44,775
