iteration,total_transactions_amount,transactions_count,gini,min,p10,p25,p50,p75,p90,max,total_wealth,adult_agents,edu_mean,edu_min,edu_p10,edu_p25,edu_p50,edu_p75,edu_p90,edu_max
137,705.70,120,0.30981,11.51,44.28,69.55,123.92,180.00,216.46,523.01,129538.45,628,6.20,0.07,2.88,4.81,6.55,8.06,9.19,9.97
138,742.10,117,0.30970,11.51,44.28,69.82,125.34,181.99,216.21,523.01,129830.22,629,6.22,0.09,2.94,4.85,6.56,8.07,9.20,9.97
139,852.17,144,0.30973,11.51,44.28,69.22,126.75,180.78,216.89,523.01,130111.38,631,6.24,0.16,3.01,4.87,6.58,8.08,9.20,9.97
140,848.84,137,0.31055,11.51,44.30,69.01,126.38,181.59,215.78,523.01,130199.58,631,6.24,0.00,2.97,4.89,6.59,8.08,9.20,9.97
141,911.03,143,0.31032,11.51,44.30,69.14,125.85,182.04,219.10,523.01,130486.62,634,6.26,0.05,3.02,4.91,6.59,8.09,9.20,9.97
142,1067.26,174,0.31021,11.51,44.60,69.14,122.63,181.78,218.86,523.01,130255.80,634,6.26,0.00,3.03,4.92,6.59,8.07,9.21,9.97
143,879.45,141,0.30993,11.51,44.96,68.50,124.85,181.12,219.20,523.01,130382.20,633,6.27,0.00,3.03,4.93,6.61,8.07,9.21,9.97
144,880.67,149,0.30934,11.51,45.23,69.14,123.21,181.19,218.31,523.01,130692.98,633,6.28,0.00,3.05,4.94,6.63,8.08,9.22,9.97
145,904.29,143,0.30907,11.51,45.25,69.82,123.10,182.43,218.15,523.01,130828.26,634,6.28,0.00,3.05,4.97,6.64,8.10,9.22,9.97
146,833.41,139,0.30936,11.51,45.25,70.38,124.23,183.34,217.41,523.01,131161.97,632,6.28,0.00,3.03,4.96,6.65,8.09,9.22,9.97
147,933.74,145,0.30910,11.51,45.25,70.44,124.78,181.96,218.95,523.01,131509.54,632,6.30,0.04,3.09,4.98,6.66,8.09,9.23,9.97
148,812.37,135,0.30845,11.51,45.70,71.08,124.91,182.53,219.72,523.01,131552.66,631,6.29,0.00,3.07,4.98,6.67,8.08,9.23,9.97
149,786.44,127,0.30856,11.51,45.70,71.59,125.93,181.43,218.79,523.01,131927.12,634,6.30,0.00,3.09,5.00,6.68,8.09,9.23,9.97
150,860.30,143,0.30785,11.51,45.70,71.91,126.99,182.48,218.40,523.01,132302.98,634,6.32,0.05,3.11,5.01,6.70,8.11,9.24,9.97
151,542.74,94,0.30715,11.51,45.88,72.62,127.42,183.26,218.51,523.01,132665.67,636,6.33,0.00,3.13,5.05,6.71,8.12,9.24,9.97
152,882.31,143,0.30713,11.51,46.02,72.48,128.39,183.89,219.01,523.01,132990.61,636,6.34,0.00,3.15,5.07,6.71,8.11,9.25,9.97
153,984.04,149,0.30679,11.51,46.09,72.51,129.23,184.29,218.44,523.01,133306.92,636,6.36,0.04,3.18,5.09,6.74,8.13,9.25,9.97
154,757.70,128,0.30679,11.51,46.09,72.62,128.74,184.33,218.98,523.01,133394.66,638,6.37,0.00,3.19,5.10,6.74,8.13,9.25,9.97
155,863.68,132,0.30650,11.51,46.09,72.64,129.11,186.11,219.91,523.01,133538.48,637,6.38,0.00,3.11,5.12,6.75,8.14,9.25,9.97
156,840.57,136,0.30673,11.51,46.18,72.64,128.78,185.10,221.41,523.01,133852.63,636,6.39,0.00,3.10,5.13,6.76,8.15,9.26,9.97
157,805.72,131,0.30604,11.51,46.18,72.90,128.56,185.50,221.84,523.01,133976.02,637,6.40,0.00,3.14,5.14,6.77,8.16,9.26,9.97
158,757.41,129,0.30598,11.51,46.28,73.96,129.77,186.14,222.24,523.01,134304.34,637,6.41,0.05,3.18,5.17,6.79,8.17,9.26,9.97
159,884.64,143,0.30595,11.51,46.30,73.62,131.27,186.98,222.62,523.01,134606.27,637,6.42,0.00,3.20,5.18,6.79,8.17,9.26,9.97
160,692.93,123,0.30534,11.51,46.30,74.13,130.37,186.68,222.91,523.01,134909.60,638,6.44,0.01,3.24,5.20,6.80,8.18,9.26,9.97
161,620.58,97,0.30519,11.51,46.55,74.18,127.27,186.26,221.58,523.01,134732.19,637,6.44,0.00,3.26,5.24,6.81,8.18,9.27,9.97
162,987.55,163,0.30511,11.51,46.55,74.18,127.40,186.17,222.03,523.01,135022.15,639,6.46,0.05,3.29,5.24,6.82,8.19,9.27,9.97
163,905.00,151,0.30518,11.51,46.81,74.18,130.65,185.10,222.28,523.01,135305.00,639,6.46,0.00,3.30,5.25,6.82,8.18,9.27,9.98
164,800.28,127,0.30405,11.51,46.81,74.23,130.78,186.35,221.99,523.01,135617.99,640,6.48,0.07,3.35,5.28,6.85,8.20,9.28,9.98
165,834.82,136,0.30316,11.51,46.97,74.19,129.76,184.77,222.16,523.01,135847.38,639,6.49,0.00,3.36,5.29,6.84,8.21,9.28,9.98
166,768.17,123,0.30330,11.51,46.97,74.31,130.76,185.39,222.79,523.01,135908.04,639,6.50,0.00,3.41,5.32,6.86,8.20,9.28,9.98
167,842.85,137,0.30259,11.51,46.97,74.68,131.13,184.13,224.05,523.01,136098.75,636,6.49,0.00,3.36,5.29,6.86,8.17,9.28,9.98
168,721.37,120,0.30177,11.51,46.97,75.55,131.33,185.24,225.05,523.01,136438.14,637,6.50,0.05,3.42,5.32,6.87,8.19,9.28,9.98
169,668.19,102,0.30112,11.60,47.22,75.99,131.76,186.51,223.79,523.01,136769.85,636,6.51,0.00,3.43,5.34,6.88,8.20,9.28,9.98
170,833.45,136,0.30143,11.60,47.22,75.51,131.55,186.87,222.94,523.01,136865.67,634,6.51,0.00,3.40,5.36,6.87,8.20,9.29,9.98
171,714.62,115,0.30084,11.60,47.22,76.13,130.84,187.92,223.67,523.01,137191.19,635,6.53,0.01,3.45,5.39,6.88,8.20,9.29,9.98
172,787.52,125,0.30036,11.60,48.00,76.13,132.02,187.66,224.92,523.01,137501.32,635,6.55,0.05,3.46,5.42,6.90,8.21,9.29,9.98
