iteration,gini,min,p10,p25,p50,p75,p90,max,total_wealth,adult_agents,edu_mean,edu_min,edu_p10,edu_p25,edu_p50,edu_p75,edu_p90,edu_max
2440,0.29333,25.34,52.15,72.34,115.48,172.59,216.25,431.05,127367.61,613,5.18,0.08,1.88,3.53,5.23,7.25,8.27,9.02
2441,0.29292,25.34,52.15,72.28,115.78,171.52,217.06,431.05,127226.98,613,5.20,0.12,1.91,3.54,5.25,7.26,8.27,9.02
2442,0.29321,25.34,51.47,72.19,115.43,171.14,217.24,431.05,127155.52,610,5.17,0.00,1.83,3.53,5.24,7.19,8.26,9.02
2443,0.29266,25.34,52.15,72.95,115.43,171.02,217.58,431.05,127031.18,610,5.19,0.02,1.86,3.54,5.24,7.20,8.27,9.03
2444,0.29332,25.34,51.47,72.22,115.13,170.27,218.13,431.05,126777.10,616,5.19,0.00,1.87,3.55,5.26,7.19,8.27,9.03
2445,0.29414,25.34,51.39,72.02,114.92,170.27,217.75,431.05,126622.04,616,5.19,0.00,1.89,3.54,5.26,7.19,8.26,9.03
2446,0.29288,25.34,51.42,71.96,113.99,170.46,216.53,431.05,126450.94,616,5.19,0.00,1.87,3.56,5.27,7.18,8.27,9.04
2447,0.29254,25.34,51.33,72.26,114.16,169.54,216.38,431.05,126323.81,616,5.21,0.03,1.90,3.58,5.28,7.19,8.27,9.04
2448,0.29299,25.34,51.33,72.22,114.07,169.79,217.24,431.05,126270.05,620,5.22,0.06,1.93,3.59,5.30,7.19,8.28,9.04
2449,0.29362,25.34,51.33,71.68,113.98,168.85,217.24,431.05,126227.98,620,5.22,0.00,1.93,3.59,5.30,7.19,8.28,9.05
2450,0.29417,25.34,51.33,71.11,113.14,168.85,217.24,431.05,125945.47,619,5.22,0.00,1.92,3.59,5.31,7.20,8.28,9.05
2451,0.29480,25.34,51.33,70.91,114.45,169.85,217.24,431.05,125973.98,619,5.21,0.00,1.92,3.56,5.30,7.19,8.27,9.05
2452,0.29406,25.34,51.33,71.23,113.53,169.55,216.72,431.05,125911.96,623,5.22,0.01,1.95,3.58,5.31,7.20,8.27,9.05
2453,0.29340,25.34,51.29,71.96,112.73,169.29,217.75,431.05,125781.61,623,5.21,0.00,1.93,3.58,5.31,7.18,8.26,9.05
2454,0.29261,25.34,51.29,71.84,112.48,169.28,217.84,431.05,125644.17,626,5.22,0.01,1.96,3.59,5.32,7.18,8.26,9.06
2455,0.29171,25.34,51.29,71.11,113.46,169.48,217.13,431.05,125435.99,628,5.23,0.04,1.97,3.62,5.33,7.19,8.27,9.06
2456,0.29045,25.34,51.11,71.21,112.58,169.03,216.01,431.05,125213.36,627,5.23,0.00,1.98,3.61,5.34,7.19,8.27,9.07
2457,0.28995,25.34,51.11,72.26,112.48,169.55,215.47,431.05,125066.98,627,5.22,0.00,1.99,3.62,5.34,7.20,8.24,9.07
2458,0.28954,25.34,51.11,72.62,113.14,169.45,215.30,431.05,124925.51,631,5.24,0.03,2.00,3.64,5.36,7.21,8.25,9.07
2459,0.29031,25.34,51.11,72.42,111.78,169.55,215.51,431.05,124786.99,631,5.23,0.00,2.00,3.62,5.34,7.21,8.25,9.07
2460,0.29095,25.34,50.59,72.62,113.04,168.36,215.97,431.05,124687.99,630,5.22,0.00,1.96,3.63,5.30,7.18,8.23,9.08
2461,0.29054,24.21,50.90,71.77,113.82,168.66,214.79,431.05,124597.24,631,5.22,0.00,1.91,3.63,5.30,7.18,8.22,8.96
2462,0.29103,24.21,51.29,71.71,112.12,167.73,215.34,431.05,124441.38,631,5.22,0.00,1.93,3.64,5.30,7.18,8.22,8.97
2463,0.29190,24.21,50.90,71.97,112.35,165.54,215.73,431.05,124367.32,630,5.22,0.00,1.95,3.63,5.31,7.16,8.22,8.97
2464,0.29128,24.21,50.90,71.46,111.45,165.19,215.04,431.05,124308.25,634,5.23,0.00,1.94,3.64,5.32,7.17,8.22,8.97
2465,0.29139,24.21,50.90,71.72,110.99,165.74,214.80,431.05,124241.34,634,5.23,0.00,1.97,3.64,5.33,7.18,8.22,8.97
2466,0.29105,24.21,50.90,71.53,112.22,165.77,215.73,431.05,124177.92,636,5.24,0.00,1.95,3.65,5.34,7.18,8.22,8.98
2467,0.29035,24.21,51.33,72.21,111.09,165.62,215.51,431.05,124157.76,636,5.24,0.00,1.97,3.67,5.35,7.18,8.22,8.98
2468,0.28966,24.21,51.33,72.62,110.57,166.19,214.80,431.05,124166.67,637,5.25,0.00,1.99,3.67,5.35,7.19,8.23,8.99
2469,0.29012,24.21,51.33,72.46,110.41,166.24,213.51,431.05,124175.76,637,5.25,0.00,1.94,3.68,5.35,7.16,8.23,8.99
2470,0.29028,24.21,51.33,72.45,110.43,165.56,215.02,431.05,124204.77,637,5.26,0.01,1.98,3.70,5.36,7.18,8.23,8.99
2471,0.28892,24.21,51.60,73.10,111.44,165.66,215.43,431.05,124270.97,637,5.27,0.00,1.99,3.72,5.37,7.18,8.23,9.00
2472,0.28989,24.21,51.47,73.02,110.16,164.60,213.86,431.05,124352.77,639,5.27,0.00,1.96,3.73,5.37,7.18,8.22,9.00
2473,0.29008,24.21,51.60,73.41,110.77,166.19,213.83,431.05,124384.20,639,5.27,0.00,1.96,3.72,5.38,7.18,8.22,9.00
2474,0.28948,24.21,51.60,73.67,111.47,166.29,213.51,431.05,124397.44,641,5.28,0.01,1.98,3.75,5.40,7.19,8.22,9.01
2475,0.28833,24.21,51.47,73.29,111.60,166.73,211.81,431.05,124373.88,643,5.28,0.00,1.96,3.73,5.40,7.19,8.21,9.01
2476,0.28649,24.21,51.60,73.28,111.63,167.47,210.62,431.05,124206.22,645,5.29,0.01,2.00,3.75,5.41,7.20,8.22,9.01
2477,0.28453,24.21,51.60,73.49,112.01,166.20,211.33,431.05,123993.62,647,5.30,0.05,2.01,3.77,5.42,7.21,8.23,9.02
2478,0.28363,24.21,51.60,73.42,111.23,164.54,211.50,431.05,123776.81,645,5.30,0.00,2.02,3.78,5.43,7.21,8.22,9.02
2479,0.28306,24.21,51.60,73.83,111.78,165.76,211.11,431.05,123626.18,647,5.30,0.00,2.03,3.79,5.43,7.22,8.23,9.03
2480,0.28272,24.21,51.47,73.69,112.25,165.60,211.52,431.05,123502.22,649,5.31,0.00,2.03,3.80,5.44,7.20,8.23,9.03
2481,0.28167,24.21,52.00,73.02,113.14,166.01,212.49,431.05,123351.14,650,5.31,0.00,2.04,3.81,5.45,7.20,8.22,8.90
2482,0.28147,24.21,51.47,73.17,111.74,164.60,211.52,431.05,123047.49,651,5.31,0.00,1.99,3.81,5.46,7.20,8.22,8.91
2483,0.28159,24.21,51.60,73.69,111.43,163.87,211.81,431.05,122720.39,653,5.30,0.00,1.95,3.82,5.42,7.18,8.21,8.91
2484,0.28090,24.21,51.60,74.14,111.07,163.82,211.52,431.05,122592.40,653,5.30,0.00,1.91,3.81,5.44,7.18,8.20,8.91
2485,0.27984,24.21,52.00,74.62,110.23,163.81,210.54,431.05,122501.56,655,5.30,0.00,1.92,3.82,5.43,7.18,8.20,8.89
2486,0.27934,24.21,52.00,74.24,109.91,163.51,210.28,414.16,122271.87,662,5.30,0.00,1.89,3.82,5.45,7.18,8.21,8.89
2487,0.27761,24.21,52.00,74.27,111.65,163.44,208.72,414.16,121867.64,669,5.31,0.03,1.92,3.83,5.46,7.19,8.21,8.89
2488,0.27523,24.21,52.43,74.81,110.62,162.54,206.76,414.16,121504.87,668,5.32,0.00,1.95,3.84,5.47,7.18,8.20,8.87
2489,0.27475,24.21,52.51,74.11,110.07,160.01,206.54,414.16,121241.26,669,5.33,0.04,1.97,3.86,5.48,7.18,8.21,8.87
2490,0.27534,24.21,52.00,73.90,109.91,160.19,207.10,414.16,121066.71,673,5.35,0.05,2.01,3.89,5.48,7.19,8.21,8.88
2491,0.27480,24.21,53.26,74.14,109.42,159.46,207.31,414.16,120914.64,675,5.35,0.00,1.99,3.89,5.50,7.19,8.22,8.88
2492,0.27502,24.21,53.26,73.73,109.40,159.86,208.75,414.16,120750.31,676,5.36,0.03,2.01,3.91,5.51,7.20,8.22,8.89
2493,0.27498,24.21,53.26,73.87,109.55,160.73,210.36,414.16,120619.78,680,5.37,0.07,2.04,3.92,5.53,7.21,8.23,8.89
2494,0.27455,24.21,53.26,73.18,109.40,160.99,207.93,414.16,120448.37,680,5.38,0.00,2.03,3.94,5.53,7.21,8.23,8.89
2495,0.27482,24.21,53.26,73.66,109.40,160.61,208.00,414.16,120348.82,680,5.39,0.02,2.07,3.95,5.54,7.22,8.24,8.89
2496,0.27457,24.21,53.26,73.05,109.37,161.07,208.06,414.16,120321.07,681,5.40,0.04,2.10,3.98,5.55,7.23,8.24,8.89
2497,0.27516,24.21,53.26,72.86,109.37,160.59,208.30,414.16,120316.56,682,5.42,0.08,2.12,3.99,5.57,7.24,8.25,8.90
2498,0.27463,24.21,52.00,73.16,110.22,159.86,207.06,414.16,120340.22,686,5.40,0.00,2.12,3.95,5.57,7.23,8.22,8.90
2499,0.27361,24.21,52.43,73.04,109.53,160.11,205.71,341.61,120129.10,686,5.42,0.01,2.15,3.97,5.59,7.24,8.22,8.91
2500,0.27300,24.21,52.51,72.25,109.25,159.86,205.50,311.10,120008.61,689,5.43,0.05,2.17,3.98,5.60,7.24,8.23,8.91
2501,0.27242,24.21,52.00,73.01,108.93,160.94,206.46,311.10,119880.67,689,5.43,0.00,2.19,4.00,5.60,7.25,8.22,8.91
2502,0.27163,24.21,51.60,73.13,109.37,161.27,205.86,311.10,119777.85,690,5.44,0.00,2.20,4.00,5.61,7.25,8.22,8.91
2503,0.27157,24.21,51.91,72.96,108.95,161.51,205.66,311.10,119649.64,691,5.45,0.03,2.21,4.01,5.63,7.26,8.22,8.91
2504,0.27077,24.21,51.60,72.99,109.37,159.38,205.26,311.10,119579.78,691,5.44,0.00,2.19,4.03,5.63,7.26,8.21,8.91
2505,0.27060,24.21,52.00,73.16,109.36,159.38,205.64,311.10,119518.87,694,5.45,0.00,2.19,4.02,5.64,7.25,8.21,8.92
2506,0.27072,24.21,52.00,73.33,109.01,160.72,205.17,311.10,119446.44,697,5.46,0.02,2.23,4.03,5.64,7.26,8.21,8.92
2507,0.27122,24.21,52.00,73.04,109.20,159.38,205.13,311.10,119408.49,700,5.47,0.04,2.24,4.04,5.66,7.27,8.22,8.93
2508,0.27117,24.21,52.51,73.02,108.84,159.48,204.69,311.10,119395.16,699,5.48,0.00,2.25,4.05,5.66,7.27,8.21,8.93
2509,0.27028,24.21,53.26,73.16,108.82,158.83,204.31,311.10,119425.01,701,5.48,0.00,2.26,4.06,5.66,7.27,8.20,8.93
2510,0.27231,20.67,52.00,73.16,108.62,158.85,205.09,370.86,119480.49,701,5.47,0.00,2.25,4.06,5.65,7.27,8.14,8.94
2511,0.27190,20.67,52.00,73.69,108.94,157.36,206.37,370.86,119477.77,702,5.47,0.00,2.26,4.08,5.66,7.28,8.14,8.94
2512,0.27231,20.67,52.51,72.62,108.49,158.24,204.66,370.86,119523.15,706,5.48,0.03,2.26,4.10,5.67,7.29,8.15,8.94
2513,0.27205,20.67,53.46,72.94,109.12,158.02,205.59,370.86,119562.03,708,5.49,0.04,2.29,4.11,5.68,7.30,8.15,8.94
2514,0.27197,20.67,54.31,73.16,108.94,159.01,204.41,370.86,119639.14,709,5.49,0.00,2.29,4.12,5.69,7.29,8.15,8.95
2515,0.27169,20.67,53.51,74.35,108.48,159.38,205.83,370.86,119713.37,709,5.50,0.02,2.31,4.14,5.69,7.30,8.15,8.95
2516,0.27182,20.67,54.31,73.69,107.94,159.38,206.82,370.86,119824.50,709,5.51,0.04,2.32,4.15,5.71,7.31,8.16,8.95
2517,0.27186,20.67,54.36,73.16,108.07,160.15,207.42,370.86,119959.11,708,5.52,0.00,2.34,4.17,5.72,7.31,8.16,8.95
2518,0.27246,20.67,54.31,73.22,108.46,159.55,207.95,370.86,120101.48,705,5.50,0.00,2.31,4.15,5.71,7.28,8.14,8.96
2519,0.27134,20.67,54.31,73.39,108.70,159.93,206.46,370.86,120143.61,707,5.51,0.01,2.33,4.17,5.73,7.29,8.15,8.96
2520,0.27170,20.67,54.31,73.26,109.20,160.17,206.37,370.86,120218.64,709,5.51,0.00,2.35,4.18,5.74,7.28,8.15,8.96
2521,0.27085,20.67,53.26,73.08,109.36,159.58,205.15,370.86,120178.62,708,5.50,0.00,2.34,4.18,5.73,7.26,8.15,8.97
2522,0.26985,20.67,53.26,73.26,109.36,158.85,204.38,370.86,120100.46,711,5.50,0.00,2.35,4.18,5.73,7.26,8.16,8.97
2523,0.26835,20.67,53.26,73.59,109.40,159.38,203.86,370.86,120016.58,711,5.51,0.00,2.36,4.19,5.74,7.27,8.16,8.97
2524,0.26731,20.67,53.51,73.98,109.40,160.74,204.49,370.86,119977.17,711,5.49,0.00,2.32,4.16,5.74,7.24,8.14,8.97
2525,0.26702,20.67,53.51,73.76,109.79,159.38,203.91,370.86,119842.69,713,5.51,0.02,2.34,4.17,5.75,7.25,8.14,8.98
2526,0.26693,20.39,53.26,73.98,109.52,159.23,202.65,370.86,119741.41,714,5.51,0.00,2.34,4.18,5.77,7.25,8.14,8.96
2527,0.26594,20.39,52.56,74.46,110.36,158.87,202.11,370.86,119650.43,714,5.51,0.00,2.34,4.19,5.76,7.26,8.15,8.96
2528,0.26601,20.39,53.26,74.06,109.40,158.62,202.05,370.86,119581.99,718,5.52,0.03,2.37,4.20,5.78,7.26,8.15,8.97
2529,0.26581,20.39,53.51,73.98,109.62,158.31,200.72,370.86,119487.52,720,5.54,0.04,2.38,4.22,5.79,7.28,8.16,8.97
2530,0.26585,20.39,53.51,74.46,109.37,158.12,200.55,370.86,119396.41,721,5.55,0.05,2.40,4.24,5.80,7.28,8.16,8.97
2531,0.26603,20.39,53.51,74.30,109.36,155.84,200.86,370.86,119351.35,723,5.56,0.07,2.43,4.25,5.81,7.29,8.17,8.98
2532,0.26600,20.39,53.51,74.61,109.24,157.18,200.55,370.86,119361.98,723,5.57,0.09,2.46,4.27,5.82,7.29,8.17,8.98
2533,0.26587,20.39,53.51,74.81,109.17,157.71,201.10,370.86,119425.65,726,5.58,0.00,2.46,4.27,5.83,7.30,8.16,8.98
2534,0.26764,20.39,53.26,74.32,109.03,157.12,201.00,450.71,119413.03,727,5.58,0.00,2.46,4.29,5.83,7.30,8.16,8.99
2535,0.26679,20.39,52.56,74.07,108.13,158.87,201.41,399.91,119342.85,726,5.57,0.00,2.45,4.29,5.84,7.29,8.16,8.99
2536,0.26636,20.39,52.56,74.87,108.97,157.03,201.01,355.53,119292.97,728,5.59,0.02,2.48,4.30,5.85,7.30,8.16,8.99
2537,0.26502,20.39,52.56,75.14,109.57,157.59,201.22,320.08,119287.53,728,5.59,0.00,2.48,4.30,5.86,7.31,8.16,8.99
2538,0.26528,20.39,52.56,75.37,108.62,158.83,201.12,313.05,119322.30,730,5.60,0.01,2.50,4.32,5.88,7.32,8.17,9.00
2539,0.26614,20.39,52.56,75.20,108.04,157.32,201.24,439.90,119374.19,729,5.60,0.00,2.51,4.33,5.88,7.31,8.17,9.00
2540,0.26409,20.39,52.51,75.48,109.04,157.36,198.33,439.90,119456.55,729,5.58,0.00,2.44,4.30,5.86,7.29,8.16,9.00
2541,0.26359,20.39,52.56,75.77,108.62,157.92,199.34,439.90,119514.32,730,5.59,0.01,2.47,4.32,5.86,7.30,8.16,9.00
2542,0.26419,20.39,52.51,75.14,109.29,158.60,200.37,439.90,119586.00,734,5.60,0.00,2.46,4.33,5.87,7.30,8.17,8.96
2543,0.26401,20.39,52.51,75.28,109.80,157.93,199.16,439.90,119613.94,733,5.60,0.00,2.46,4.35,5.86,7.31,8.17,8.97
2544,0.26380,20.39,52.51,75.03,110.16,159.01,200.14,439.90,119650.53,735,5.61,0.03,2.48,4.36,5.87,7.31,8.18,8.97
2545,0.26324,20.39,52.56,75.34,109.61,159.10,200.55,439.90,119730.42,737,5.62,0.06,2.52,4.37,5.89,7.33,8.18,8.97
2546,0.26307,20.39,53.24,75.60,110.10,158.00,200.23,439.90,119824.15,740,5.64,0.09,2.54,4.39,5.90,7.33,8.19,8.97
2547,0.26282,20.39,53.24,75.95,109.94,157.05,202.22,439.90,119947.97,744,5.65,0.12,2.55,4.40,5.91,7.33,8.19,8.97
2548,0.26305,20.39,53.32,76.43,109.36,157.57,202.54,439.90,120078.56,744,5.65,0.00,2.48,4.40,5.92,7.34,8.20,8.97
2549,0.26236,20.39,53.26,76.75,110.00,158.96,202.09,439.90,120204.01,747,5.66,0.01,2.50,4.42,5.93,7.35,8.20,8.98
2550,0.26256,20.39,53.51,76.43,110.51,159.38,201.99,439.90,120302.16,751,5.67,0.00,2.52,4.41,5.93,7.35,8.20,8.98
2551,0.26270,20.39,53.51,76.46,109.92,159.88,202.04,439.90,120351.29,752,5.68,0.05,2.54,4.43,5.94,7.36,8.21,8.98
2552,0.26244,20.39,54.43,77.08,110.77,160.66,201.25,439.90,120459.87,752,5.68,0.00,2.51,4.44,5.95,7.37,8.22,8.99
2553,0.26232,20.39,54.43,76.46,111.01,159.97,200.19,439.90,120470.01,750,5.68,0.00,2.52,4.44,5.95,7.34,8.21,8.99
2554,0.26145,20.39,54.44,76.81,111.72,159.80,200.63,439.90,120602.25,749,5.66,0.00,2.51,4.39,5.95,7.30,8.19,8.99
2555,0.26081,20.39,55.44,77.37,111.72,159.33,200.69,439.90,120638.76,750,5.67,0.01,2.52,4.40,5.96,7.31,8.20,8.99
2556,0.26190,20.39,54.83,77.37,110.79,159.67,202.09,439.90,120692.19,750,5.66,0.00,2.50,4.42,5.98,7.31,8.19,8.99
2557,0.26136,20.39,54.44,77.20,111.86,158.83,200.53,439.90,120515.27,750,5.66,0.00,2.47,4.42,5.97,7.31,8.18,9.00
2558,0.26230,20.39,54.43,77.44,111.47,159.38,201.24,439.90,120586.88,750,5.66,0.00,2.46,4.42,5.99,7.31,8.19,9.00
2559,0.26237,20.39,54.44,77.38,110.89,158.79,199.85,439.90,120635.01,750,5.67,0.00,2.46,4.41,6.00,7.31,8.19,9.00
2560,0.26358,19.38,54.43,76.43,111.98,158.87,202.13,439.90,120740.78,748,5.66,0.00,2.46,4.42,6.00,7.30,8.19,9.01
2561,0.26325,19.38,54.43,76.18,112.63,157.33,202.01,439.90,120832.46,749,5.66,0.00,2.47,4.44,6.00,7.31,8.20,9.00
2562,0.26311,19.38,53.51,76.43,113.26,158.46,201.80,439.90,120878.21,749,5.66,0.00,2.48,4.40,6.00,7.31,8.19,9.00
2563,0.26153,19.38,54.31,76.90,113.72,157.11,202.05,394.05,120827.17,750,5.67,0.01,2.49,4.42,6.02,7.32,8.20,9.01
2564,0.26129,19.38,54.31,76.87,114.54,156.31,202.36,394.05,120838.25,748,5.66,0.00,2.47,4.42,6.02,7.32,8.18,9.01
2565,0.26032,19.38,53.51,76.60,114.89,157.12,202.55,394.05,120800.99,745,5.64,0.00,2.48,4.40,6.02,7.30,8.17,8.90
2566,0.26014,19.38,53.26,75.63,114.28,156.95,198.83,394.05,120532.36,744,5.64,0.00,2.47,4.40,6.02,7.31,8.16,8.90
2567,0.25894,19.38,53.90,76.47,114.04,158.42,198.17,394.05,120519.23,745,5.65,0.02,2.49,4.41,6.04,7.32,8.17,8.90
2568,0.25843,19.38,54.31,77.50,113.94,158.12,199.37,394.05,120576.28,747,5.65,0.00,2.50,4.43,6.04,7.32,8.17,8.91
2569,0.25801,19.38,54.43,77.55,114.51,158.22,198.67,394.05,120629.72,747,5.65,0.00,2.49,4.42,6.03,7.32,8.17,8.91
2570,0.25821,19.38,53.51,78.03,113.94,158.45,199.06,394.05,120692.48,747,5.66,0.00,2.48,4.42,6.03,7.33,8.17,8.90
2571,0.25773,19.38,53.26,77.15,113.96,157.80,199.72,394.05,120725.54,748,5.67,0.01,2.50,4.44,6.04,7.34,8.18,8.90
2572,0.25761,19.38,53.51,77.25,114.42,158.66,199.60,394.05,120787.52,747,5.67,0.00,2.50,4.45,6.05,7.34,8.18,8.90
2573,0.25701,19.38,53.51,77.72,114.51,158.47,201.43,394.05,120866.37,749,5.68,0.04,2.52,4.45,6.06,7.35,8.18,8.90
2574,0.25713,19.38,53.51,78.43,114.41,159.20,200.53,394.05,120965.75,749,5.70,0.08,2.54,4.47,6.06,7.36,8.19,8.90
2575,0.25813,19.38,53.26,78.65,113.70,159.46,202.21,394.05,121098.34,750,5.70,0.00,2.56,4.48,6.07,7.36,8.19,8.91
2576,0.25899,19.38,52.00,78.89,113.02,160.14,202.00,394.05,121100.48,752,5.71,0.00,2.56,4.49,6.08,7.37,8.19,8.91
2577,0.25744,19.38,52.52,79.25,114.41,159.62,199.90,394.05,121240.92,753,5.71,0.00,2.51,4.50,6.09,7.36,8.17,8.91
2578,0.25729,19.38,53.24,79.93,114.18,161.02,200.03,394.05,121370.37,753,5.72,0.02,2.52,4.51,6.10,7.37,8.18,8.92
2579,0.25638,19.38,53.24,79.49,114.28,160.11,200.93,394.05,121291.69,753,5.72,0.00,2.51,4.52,6.11,7.36,8.18,8.92
2580,0.25727,19.38,52.56,79.20,114.84,160.45,200.76,394.05,121187.08,752,5.71,0.00,2.50,4.52,6.11,7.34,8.18,8.89
2581,0.25730,19.38,53.20,79.16,114.64,160.78,201.58,394.05,121301.32,754,5.72,0.03,2.51,4.53,6.11,7.35,8.18,8.90
2582,0.25610,19.38,53.24,79.71,114.49,161.10,201.15,394.05,121444.18,755,5.72,0.00,2.53,4.53,6.12,7.36,8.19,8.90
2583,0.25538,19.38,52.56,80.12,114.85,160.09,200.62,394.05,121578.25,754,5.73,0.00,2.52,4.54,6.13,7.35,8.19,8.90
2584,0.25526,19.38,52.56,79.98,115.14,158.79,200.83,394.05,121479.35,757,5.73,0.00,2.53,4.56,6.14,7.35,8.19,8.91
2585,0.25550,19.38,53.24,80.42,114.52,160.18,200.73,394.05,121606.73,760,5.74,0.04,2.55,4.57,6.15,7.36,8.20,8.91
2586,0.25623,19.38,53.24,79.16,113.83,160.23,201.76,394.05,121696.05,759,5.75,0.00,2.56,4.58,6.16,7.36,8.20,8.91
2587,0.25735,19.38,52.00,79.35,113.79,160.04,203.07,394.05,121774.91,761,5.75,0.00,2.54,4.59,6.16,7.36,8.20,8.91
2588,0.25587,19.38,52.76,80.42,113.74,160.18,201.47,394.05,121832.47,763,5.75,0.00,2.56,4.61,6.17,7.37,8.20,8.92
2589,0.25640,19.38,53.26,80.43,114.28,160.26,203.13,394.05,121892.72,764,5.76,0.05,2.58,4.63,6.18,7.38,8.21,8.92
2590,0.25830,19.38,53.24,80.51,114.27,159.38,202.47,411.29,121971.71,766,5.77,0.00,2.59,4.64,6.19,7.38,8.21,8.93
2591,0.25726,19.38,53.24,79.93,114.61,159.72,202.63,394.05,122002.91,768,5.78,0.02,2.60,4.65,6.21,7.39,8.22,8.93
2592,0.25869,19.38,52.56,78.75,115.02,160.10,203.08,394.05,122055.35,767,5.77,0.00,2.59,4.63,6.21,7.39,8.21,8.94
2593,0.25764,19.38,52.00,78.67,115.17,159.07,202.48,394.05,122068.42,769,5.78,0.03,2.60,4.66,6.22,7.40,8.22,8.94
2594,0.25764,19.38,52.49,78.83,115.39,160.58,202.68,394.05,122128.20,768,5.78,0.00,2.61,4.64,6.22,7.40,8.21,8.94
2595,0.25694,19.38,53.24,78.40,115.71,161.41,201.88,394.05,122158.16,769,5.78,0.00,2.61,4.63,6.23,7.41,8.21,8.94
2596,0.25649,19.38,52.00,78.38,115.60,160.21,201.19,394.05,122191.13,769,5.79,0.02,2.64,4.65,6.24,7.41,8.22,8.94
2597,0.25653,19.38,52.67,78.69,115.60,161.18,200.68,394.05,122271.25,769,5.79,0.00,2.64,4.66,6.25,7.41,8.22,8.95
2598,0.25675,19.38,53.24,78.84,116.12,161.13,201.27,394.05,122358.99,771,5.81,0.04,2.65,4.68,6.26,7.42,8.23,8.95
2599,0.25587,19.38,53.26,79.50,116.75,160.21,202.25,394.05,122463.82,773,5.81,0.00,2.64,4.69,6.27,7.42,8.22,8.96
2600,0.25591,19.38,53.26,79.27,116.58,160.35,201.80,394.05,122559.33,775,5.80,0.00,2.64,4.68,6.26,7.41,8.21,8.96
2601,0.25536,19.38,53.51,79.16,116.11,161.82,201.65,394.05,122553.10,776,5.81,0.03,2.67,4.70,6.27,7.42,8.22,8.96
2602,0.25517,19.38,53.51,78.97,116.15,162.12,201.35,394.05,122612.05,777,5.83,0.05,2.69,4.71,6.28,7.43,8.22,8.97
2603,0.25512,19.38,53.51,79.08,116.17,162.11,201.27,394.05,122698.62,778,5.84,0.06,2.70,4.73,6.29,7.43,8.23,8.97
2604,0.25374,19.38,53.51,79.44,116.57,162.35,199.92,394.05,122723.31,778,5.84,0.00,2.70,4.74,6.29,7.43,8.22,8.97
2605,0.25485,19.38,54.31,79.41,116.07,162.66,200.81,394.05,122811.94,780,5.84,0.00,2.56,4.75,6.30,7.44,8.22,8.98
2606,0.25410,19.38,53.26,79.07,117.40,161.03,200.79,394.05,122907.05,779,5.84,0.00,2.55,4.75,6.30,7.43,8.21,8.90
2607,0.25372,19.38,54.31,80.28,117.14,161.78,200.23,394.05,123039.11,779,5.85,0.02,2.56,4.77,6.31,7.44,8.21,8.91
2608,0.25472,19.38,53.51,80.41,117.38,161.65,202.16,394.05,123188.02,778,5.85,0.00,2.55,4.77,6.31,7.44,8.21,8.91
2609,0.25437,19.38,53.51,80.92,117.10,161.76,200.94,394.05,123125.27,777,5.85,0.00,2.50,4.76,6.32,7.44,8.19,8.91
2610,0.25611,19.38,53.26,80.42,116.96,161.13,200.95,405.47,123275.66,777,5.84,0.00,2.43,4.76,6.32,7.45,8.19,8.92
2611,0.25598,19.38,53.26,80.42,117.59,161.87,202.09,394.05,123355.04,777,5.85,0.02,2.44,4.78,6.33,7.45,8.19,8.92
2612,0.25527,19.38,53.51,80.37,118.24,161.66,202.36,394.05,123484.09,776,5.85,0.00,2.46,4.77,6.33,7.45,8.20,8.92
2613,0.25371,19.38,53.51,80.42,118.70,163.26,200.98,394.05,123609.71,778,5.86,0.00,2.48,4.78,6.33,7.45,8.20,8.92
2614,0.25333,19.38,53.41,80.12,118.39,163.76,201.98,394.05,123721.09,778,5.87,0.03,2.49,4.80,6.34,7.46,8.20,8.93
2615,0.25367,19.38,53.26,80.30,117.97,163.70,200.56,394.05,123863.82,778,5.86,0.00,2.50,4.81,6.35,7.46,8.20,8.93
2616,0.25416,19.38,53.24,79.88,117.88,163.75,200.25,394.05,123700.82,778,5.86,0.00,2.51,4.81,6.33,7.46,8.20,8.94
2617,0.25391,19.38,53.51,80.41,117.86,164.35,200.11,394.05,123800.36,777,5.87,0.00,2.50,4.83,6.33,7.47,8.20,8.94
2618,0.25319,19.38,53.26,80.75,117.86,165.38,199.72,394.05,123673.75,776,5.87,0.00,2.48,4.83,6.33,7.47,8.20,8.94
2619,0.25270,19.38,53.48,80.68,117.71,164.60,200.29,394.05,123832.59,776,5.87,0.00,2.49,4.81,6.33,7.47,8.20,8.94
2620,0.25129,19.38,53.51,81.79,117.86,163.17,200.85,394.05,123950.35,775,5.88,0.00,2.50,4.81,6.34,7.48,8.21,8.95
2621,0.25140,19.38,53.51,81.20,118.60,164.17,199.08,394.05,124114.56,774,5.88,0.00,2.51,4.82,6.35,7.48,8.21,8.95
2622,0.25191,19.38,53.26,81.65,119.58,164.04,199.92,394.05,124284.67,776,5.89,0.04,2.53,4.84,6.36,7.49,8.22,8.95
2623,0.25168,19.38,53.26,81.42,120.04,164.55,199.32,394.05,124477.26,778,5.90,0.08,2.54,4.85,6.37,7.50,8.22,8.96
2624,0.25173,19.38,53.62,81.69,120.42,164.89,199.32,394.05,124653.73,780,5.91,0.10,2.57,4.86,6.38,7.51,8.22,8.96
